#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   1  21     3e-77     2e-73  245.9   4.8     1   170     1   192     1   201 0.85 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   2  21   0.00036       2.3    3.6   0.0   183   206   290   313   268   320 0.77 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   3  21   3.6e-24   2.3e-20   69.9   0.0   208   277   417   490   411   501 0.89 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   4  21     0.013        84   -1.6   0.1   277   302   528   559   525   562 0.71 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   5  21   2.4e-25   1.5e-21   73.8   0.0   298   378   587   670   582   681 0.89 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   6  21   4.4e-50   2.8e-46  155.8   8.7   391   555   783   983   773   991 0.80 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   7  21   5.1e-17   3.3e-13   46.2   0.2   554   605  1041  1092  1033  1095 0.86 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   8  21   3.5e-05      0.23    6.9   0.0   606   625  1163  1182  1160  1187 0.90 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7   9  21   1.4e-08     9e-05   18.2   0.0   635   670  1292  1330  1286  1347 0.90 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  10  21     3e-75   1.9e-71  239.3   0.0   682   975  1379  1793  1375  1798 0.76 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719669.1         -           3808 229at5820            -           2164         0 2289.9 151.7  11  21   2.7e-44   1.7e-40  136.6   0.1   972  1083  1866  1999  1865  2005 0.88 | transcript=PVPAM_070028300_t1 | gene=PVPAM_070028300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000007:1018844-1030600(-) | protein_length=3808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
