#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   1   9    0.0087        56    0.1   0.0     2    24   329   352   328   355 0.88 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   2   9   4.1e-89   2.7e-85  285.6   0.1    18   207   407   603   403   606 0.94 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   3   9    0.0076        49    0.3   0.0   200   220   623   643   615   656 0.79 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   4   9   2.3e-18   1.5e-14   51.6   3.5   221   256   778   813   770   820 0.92 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   5   9   1.2e-51   8.1e-48  161.7   0.6   257   360   866   971   864   980 0.92 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   6   9   1.6e-19   1.1e-15   55.4   0.1   360   413  1073  1129  1059  1134 0.89 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   7   9   2.3e-57   1.5e-53  180.6   0.0   413   522  1172  1288  1164  1299 0.88 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   8   9   1.4e-42   9.1e-39  131.7   0.0   516   603  1319  1409  1313  1418 0.92 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720578.1         -           1734 1332at5820           -            802         0 1242.6  40.2   9   9  1.7e-119  1.1e-115  386.1  10.7   603   801  1534  1733  1497  1734 0.95 | transcript=PVPAM_090034300_t1 | gene=PVPAM_090034300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1312068-1317272(-) | protein_length=1734 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1332at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1332at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1332at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:29:37 2026
# [ok]
