#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720004.1         -            381 10889at5820          -            305  8.7e-129  427.8  67.6   1   2     7e-50   2.2e-47  160.5  37.2     1   154     5   161     5   171 0.65 | transcript=PVPAM_080022600_t1 | gene=PVPAM_080022600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000008:819982-822067(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720004.1         -            381 10889at5820          -            305  8.7e-129  427.8  67.6   2   2   3.1e-85   9.5e-83  276.7  31.2    91   295   140   355   137   362 0.73 | transcript=PVPAM_080022600_t1 | gene=PVPAM_080022600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000008:819982-822067(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   1   8   1.9e-08     6e-06   24.4   7.4   189   247    11    68     2    71 0.89 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   2   8   1.4e-05    0.0043   15.1   3.2    41    83    59   101    57   103 0.94 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   3   8   4.6e-08   1.4e-05   23.2   6.8    41    83   105   147   102   151 0.82 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   4   8   2.9e-06    0.0009   17.3   7.2    34    83   149   198   142   201 0.89 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   5   8     3e-06   0.00093   17.2   6.9    39    83   200   244   195   245 0.88 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   6   8   4.1e-08   1.3e-05   23.4   3.3   201   243   235   276   234   277 0.87 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   7   8   8.6e-05     0.026   12.5   2.2    39    80   269   310   267   314 0.88 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719267.1         -            369 10889at5820          -            305   1.3e-29  102.2  75.9   8   8   4.8e-05     0.015   13.3   0.1   209   249   313   352   309   361 0.87 | transcript=PVPAM_060027400_t1 | gene=PVPAM_060027400 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat-containing protein 1, putative | transcript_product=MORN repeat-containing protein 1, putative | location=CASCJQ010000006:926233-927342(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718564.1         -            191 10889at5820          -            305   7.4e-21   73.4  17.0   1   2   7.7e-05     0.024   12.6   0.6   201   230    35    64    20    69 0.79 | transcript=PVPAM_040030800_t1 | gene=PVPAM_040030800 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000004:1077053-1078241(+) | protein_length=191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718564.1         -            191 10889at5820          -            305   7.4e-21   73.4  17.0   2   2   4.8e-21   1.5e-18   65.8  10.4   188   290    68   170    62   176 0.95 | transcript=PVPAM_040030800_t1 | gene=PVPAM_040030800 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000004:1077053-1078241(+) | protein_length=191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722269.1         -            326 10889at5820          -            305   4.9e-12   44.4  36.7   1   4   8.6e-06    0.0027   15.8   2.8    41    79    49    87    32    90 0.88 | transcript=PVPAM_120050600_t1 | gene=PVPAM_120050600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000012:1860357-1861867(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722269.1         -            326 10889at5820          -            305   4.9e-12   44.4  36.7   2   4   1.1e-07   3.3e-05   22.0   3.1    36    95    90   149    87   155 0.85 | transcript=PVPAM_120050600_t1 | gene=PVPAM_120050600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000012:1860357-1861867(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722269.1         -            326 10889at5820          -            305   4.9e-12   44.4  36.7   3   4   0.00026      0.08   10.9   8.4    40    84   163   207   144   211 0.79 | transcript=PVPAM_120050600_t1 | gene=PVPAM_120050600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000012:1860357-1861867(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722269.1         -            326 10889at5820          -            305   4.9e-12   44.4  36.7   4   4   2.4e-06   0.00075   17.5  15.0   195   289   168   265   158   272 0.84 | transcript=PVPAM_120050600_t1 | gene=PVPAM_120050600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000012:1860357-1861867(+) | protein_length=326 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 10889at5820          -            305   3.7e-09   35.0  17.6   1   3   3.3e-10     1e-07   30.2   8.1   183   271    13   103     1   105 0.78 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 10889at5820          -            305   3.7e-09   35.0  17.6   2   3   0.00082      0.25    9.3   1.7   190   227    91   127    85   141 0.83 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 10889at5820          -            305   3.7e-09   35.0  17.6   3   3      0.17        51    1.7   0.2   132   162   787   813   772   861 0.41 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723010.1         -            799 10889at5820          -            305   2.1e-08   32.5  20.5   1   2   6.7e-11   2.1e-08   32.5  20.5   128   276    54   205    29   223 0.74 | transcript=PVPAM_130051600_t1 | gene=PVPAM_130051600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2051921-2054702(+) | protein_length=799 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723010.1         -            799 10889at5820          -            305   2.1e-08   32.5  20.5   2   2       0.4   1.2e+02    0.4  10.4    98   181   564   650   524   666 0.39 | transcript=PVPAM_130051600_t1 | gene=PVPAM_130051600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2051921-2054702(+) | protein_length=799 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722885.1         -            148 10889at5820          -            305   6.8e-06   24.3   0.4   1   2   2.2e-08   6.8e-06   24.3   0.4   248   281    12    45     5    48 0.91 | transcript=PVPAM_130038700_t1 | gene=PVPAM_130038700 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000013:1501686-1502628(+) | protein_length=148 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722885.1         -            148 10889at5820          -            305   6.8e-06   24.3   0.4   2   2      0.16        48    1.8   0.9   240   262    49    71    47   107 0.75 | transcript=PVPAM_130038700_t1 | gene=PVPAM_130038700 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000013:1501686-1502628(+) | protein_length=148 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723456.1         -            559 10889at5820          -            305   0.00018   19.6  25.5   1   2       2.4   7.3e+02   -2.1   8.0    96   167    24    95     2   122 0.48 | transcript=PVPAM_140037800_t1 | gene=PVPAM_140037800 | organism=Plasmodium_vivax_PAM | gene_product=protein phosphatase PPM5, putative | transcript_product=protein phosphatase PPM5, putative | location=CASCJQ010000014:1410342-1413715(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723456.1         -            559 10889at5820          -            305   0.00018   19.6  25.5   2   2   5.9e-07   0.00018   19.6  25.5    77   215   249   383   189   391 0.63 | transcript=PVPAM_140037800_t1 | gene=PVPAM_140037800 | organism=Plasmodium_vivax_PAM | gene_product=protein phosphatase PPM5, putative | transcript_product=protein phosphatase PPM5, putative | location=CASCJQ010000014:1410342-1413715(+) | protein_length=559 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720335.1         -            630 10889at5820          -            305    0.0021   16.1  43.9   1   3   2.9e-05     0.009   14.0  15.5    75   174   197   291   176   316 0.46 | transcript=PVPAM_090010100_t1 | gene=PVPAM_090010100 | organism=Plasmodium_vivax_PAM | gene_product=radial spoke head protein, putative | transcript_product=radial spoke head protein, putative | location=CASCJQ010000009:324938-326830(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720335.1         -            630 10889at5820          -            305    0.0021   16.1  43.9   2   3   2.9e-05    0.0089   14.0  12.8    71   179   385   494   334   505 0.52 | transcript=PVPAM_090010100_t1 | gene=PVPAM_090010100 | organism=Plasmodium_vivax_PAM | gene_product=radial spoke head protein, putative | transcript_product=radial spoke head protein, putative | location=CASCJQ010000009:324938-326830(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720335.1         -            630 10889at5820          -            305    0.0021   16.1  43.9   3   3       2.3   7.2e+02   -2.1   0.8    53    86   581   618   570   629 0.53 | transcript=PVPAM_090010100_t1 | gene=PVPAM_090010100 | organism=Plasmodium_vivax_PAM | gene_product=radial spoke head protein, putative | transcript_product=radial spoke head protein, putative | location=CASCJQ010000009:324938-326830(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723827.1         -            400 10889at5820          -            305    0.0084   14.1  32.9   1   2     0.008       2.5    6.0   6.6   106   171    73   134     2   161 0.53 | transcript=PVPAM_140075000_t1 | gene=PVPAM_140075000 | organism=Plasmodium_vivax_PAM | gene_product=THUMP domain-containing protein, putative | transcript_product=THUMP domain-containing protein, putative | location=CASCJQ010000014:2942224-2943949(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723827.1         -            400 10889at5820          -            305    0.0084   14.1  32.9   2   2   2.7e-05    0.0084   14.1  18.3    87   182   241   339   227   371 0.53 | transcript=PVPAM_140075000_t1 | gene=PVPAM_140075000 | organism=Plasmodium_vivax_PAM | gene_product=THUMP domain-containing protein, putative | transcript_product=THUMP domain-containing protein, putative | location=CASCJQ010000014:2942224-2943949(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723393.1         -            244 10889at5820          -            305      0.02   12.9  16.2   1   1   8.5e-05     0.026   12.5  16.2    84   171    65   150    13   177 0.55 | transcript=PVPAM_140031200_t1 | gene=PVPAM_140031200 | organism=Plasmodium_vivax_PAM | gene_product=calmodulin, putative | transcript_product=calmodulin, putative | location=CASCJQ010000014:1152775-1153919(-) | protein_length=244 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718166.1         -            510 10889at5820          -            305       0.9    7.4  11.2   1   2    0.0012      0.37    8.7   1.3    99   128   126   164   105   242 0.36 | transcript=PVPAM_030016600_t1 | gene=PVPAM_030016600 | organism=Plasmodium_vivax_PAM | gene_product=PDCD2 domain-containing protein, putative | transcript_product=PDCD2 domain-containing protein, putative | location=CASCJQ010000003:497096-498628(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718166.1         -            510 10889at5820          -            305       0.9    7.4  11.2   2   2     0.041        13    3.7   2.9    88   160   264   336   246   366 0.47 | transcript=PVPAM_030016600_t1 | gene=PVPAM_030016600 | organism=Plasmodium_vivax_PAM | gene_product=PDCD2 domain-containing protein, putative | transcript_product=PDCD2 domain-containing protein, putative | location=CASCJQ010000003:497096-498628(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723091.1         -            132 10889at5820          -            305       3.4    5.5  19.8   1   1     0.013       3.9    5.4  19.8    92   164    17    84     2   114 0.39 | transcript=PVPAM_130059700_t1 | gene=PVPAM_130059700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2418230-2418763(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721327.1         -            513 10889at5820          -            305         4    5.3  14.6   1   1     0.027       8.3    4.3  14.6    88   170    12    94     4   116 0.35 | transcript=PVPAM_110023000_t1 | gene=PVPAM_110023000 | organism=Plasmodium_vivax_PAM | gene_product=ribosome biogenesis protein YTM1, putative | transcript_product=ribosome biogenesis protein YTM1, putative | location=CASCJQ010000011:752353-753894(-) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722103.1         -            177 10889at5820          -            305       4.3    5.2  13.1   1   1    0.0076       2.3    6.1  11.3   107   197    20   112     2   121 0.55 | transcript=PVPAM_120034100_t1 | gene=PVPAM_120034100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1160036-1160569(-) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718108.1         -            824 10889at5820          -            305       4.6    5.1  24.8   1   1     0.061        19    3.1  24.8   105   143   345   382   320   396 0.33 | transcript=PVPAM_030010400_t1 | gene=PVPAM_030010400 | organism=Plasmodium_vivax_PAM | gene_product=NYN domain-containing protein, putative | transcript_product=NYN domain-containing protein, putative | location=CASCJQ010000003:267451-270102(-) | protein_length=824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
