#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   1  13  4.2e-119  1.4e-115  386.1   1.2     1   260     1   301     1   303 0.88 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   2  13   6.7e-26   2.2e-22   77.3   0.1   263   347   338   442   336   460 0.80 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   3  13   4.4e-21   1.4e-17   61.3   0.9   340   396   468   524   452   530 0.93 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   4  13   5.8e-17   1.9e-13   47.7   0.4   399   444   615   660   605   665 0.90 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   5  13   1.7e-69   5.5e-66  221.7   9.0   440   648   688   941   675   944 0.84 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   6  13   0.00029      0.92    5.6   0.0   640   682  1080  1124  1075  1137 0.80 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   7  13   1.2e-24   3.8e-21   73.1   3.8   706   759  1243  1296  1217  1309 0.81 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   8  13   1.5e-30   4.8e-27   92.7   0.1   761   833  1425  1497  1422  1526 0.91 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6   9  13     3e-15   9.8e-12   42.0   0.1   844   894  1596  1652  1583  1680 0.80 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6  10  13   1.8e-75   5.8e-72  241.5  26.3   909  1149  1728  2017  1711  2023 0.85 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721433.1         -           2329 842at5820            -           1358         0 1500.5  94.6  11  13   2.4e-33   7.6e-30  102.0   0.7  1145  1216  2049  2120  2037  2124 0.92 | transcript=PVPAM_110033900_t1 | gene=PVPAM_110033900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:1221380-1228544(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
