#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   1  14   6.3e-43   4.1e-39  132.4   1.0     1    85     1    87     1    95 0.94 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   2  14   3.1e-87     2e-83  279.3  18.7    83   257   129   328   121   333 0.93 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   3  14   1.5e-50   9.6e-47  157.7  15.2   256   422   359   576   349   585 0.80 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   4  14   9.3e-25     6e-21   72.2   1.0   427   496   621   702   611   706 0.82 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   5  14   1.4e-91   9.3e-88  293.7  26.2   495   701   730   943   728   948 0.96 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   6  14   2.3e-32   1.5e-28   97.4  12.4   702   819   982  1126   980  1152 0.80 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   7  14   2.6e-33   1.7e-29  100.5   5.3   830   933  1216  1336  1200  1344 0.78 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   8  14   1.2e-69   7.7e-66  221.0   9.8   919  1078  1390  1569  1386  1592 0.87 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2   9  14   7.9e-44   5.1e-40  135.4   2.0  1089  1187  1633  1735  1630  1739 0.93 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2  10  14   1.3e-61   8.6e-58  194.3  16.0  1186  1296  1807  1917  1804  1922 0.98 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2  11  14  1.9e-114  1.2e-110  369.6  44.5  1291  1564  1948  2270  1942  2291 0.90 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2  12  14   1.9e-05      0.12    8.1   0.0  1562  1586  2323  2347  2318  2353 0.92 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2  13  14  1.6e-144    1e-140  469.3  23.7  1587  1903  2420  2771  2409  2774 0.91 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721267.1         -           3016 225at5820            -           2082         0 2812.9 288.2  14  14  2.6e-108  1.7e-104  349.3  16.6  1902  2082  2827  3013  2821  3013 0.97 | transcript=PVPAM_110016900_t1 | gene=PVPAM_110016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000011:504017-513067(+) | protein_length=3016 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/225at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/225at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/225at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:59 2026
# [ok]
