#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   1  16  1.9e-189  1.3e-185  617.9  43.1     1   344     1   364     1   371 0.96 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   2  16     2e-38   1.3e-34  116.8   6.8   345   467   462   613   455   622 0.84 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   3  16     0.037   2.4e+02   -3.5   0.0   467   483   661   677   659   679 0.90 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   4  16     1e-61   6.7e-58  194.1  19.0   509   747   797  1143   741  1149 0.75 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   5  16   9.5e-26   6.1e-22   74.8   1.4   753   830  1224  1303  1191  1306 0.84 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   6  16  5.8e-117  3.7e-113  377.4  24.3   827  1074  1325  1599  1318  1601 0.90 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   7  16   7.2e-60   4.6e-56  188.0   4.9  1074  1195  1654  1779  1651  1783 0.96 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   8  16   5.7e-54   3.7e-50  168.4  11.3  1195  1322  1824  1962  1820  1966 0.89 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4   9  16   1.3e-71   8.1e-68  227.0  10.4  1318  1446  2007  2144  1989  2151 0.90 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4  10  16    1e-122  6.7e-119  396.5  24.6  1444  1719  2204  2542  2201  2547 0.88 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722725.1         -           4216 92at5820             -           2904         0 4336.9 362.4  11  16  1.5e-235  9.7e-232  770.9  40.7  1719  2137  2640  3078  2638  3082 0.95 | transcript=PVPAM_130022600_t1 | gene=PVPAM_130022600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:780174-793469(+) | protein_length=4216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
