#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   1  25   2.5e-64   1.6e-60  203.0   3.8     1   161     5   182     5   188 0.89 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   2  25   3.1e-15     2e-11   40.1   0.0   161   221   243   317   241   327 0.89 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   3  25    0.0019        12    1.0   0.0   220   250   349   379   343   381 0.91 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   4  25   3.3e-06     0.021   10.2   0.0   249   277   423   451   418   469 0.90 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   5  25   1.9e-11   1.2e-07   27.6   0.0   349   384   637   672   556   675 0.79 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   6  25     3e-26   1.9e-22   76.7   0.1   385   522   700   902   695   918 0.74 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   7  25     2e-30   1.3e-26   90.5   0.0   537   684  1004  1180  1002  1191 0.81 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   8  25   2.6e-21   1.7e-17   60.3   0.0   670   752  1210  1283  1204  1287 0.82 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1   9  25   1.4e-54   8.8e-51  170.7   4.2   716   873  1297  1491  1292  1496 0.84 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  10  25   8.8e-83   5.7e-79  264.2   5.0   871  1052  1529  1717  1524  1721 0.94 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  11  25   7.2e-24   4.7e-20   68.8   0.0  1049  1121  1749  1827  1746  1837 0.86 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  12  25   3.5e-50   2.3e-46  156.1   1.9  1118  1247  1852  1991  1846  2009 0.90 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  13  25   1.9e-87   1.2e-83  279.7  11.9  1252  1450  2089  2295  2083  2305 0.94 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  14  25   1.4e-48   9.3e-45  150.7   0.3  1458  1584  2390  2526  2380  2541 0.90 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  15  25   4.5e-30   2.9e-26   89.4   0.0  1597  1697  2611  2728  2606  2729 0.87 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  16  25   4.6e-56   2.9e-52  175.6   0.0  1692  1869  2777  3009  2772  3013 0.76 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  17  25   3.6e-38   2.3e-34  116.2   3.1  1869  1977  3038  3164  3034  3169 0.83 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  18  25   2.8e-52   1.8e-48  163.0   4.1  1971  2125  3199  3386  3190  3389 0.82 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  19  25   9.2e-16   5.9e-12   41.9   0.0  2134  2189  3513  3568  3509  3572 0.94 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  20  25   3.5e-17   2.2e-13   46.6   0.0  2187  2247  3602  3664  3599  3668 0.89 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  21  25   2.5e-14   1.6e-10   37.1   0.1  2253  2294  3706  3747  3688  3752 0.92 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  22  25   3.1e-52     2e-48  162.9   0.0  2287  2413  3821  3953  3815  3961 0.93 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  23  25   3.1e-13     2e-09   33.5   0.1  2423  2466  4017  4060  4008  4068 0.90 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  24  25   3.8e-13   2.5e-09   33.2   0.0  2464  2494  4093  4123  4083  4127 0.88 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722113.1         -           4447 175at5820            -           2707         0 2784.1 121.1  25  25     7e-98   4.5e-94  314.3   9.5  2494  2707  4196  4440  4192  4440 0.90 | transcript=PVPAM_120035100_t1 | gene=PVPAM_120035100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1189352-1202999(+) | protein_length=4447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/175at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/175at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/175at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:31 2026
# [ok]
