#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   1  13         0         0 2378.6 212.7     1  1268     4  1330     4  1339 0.97 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   2  13  4.9e-186  5.2e-183  608.7  55.8  1266  1589  1393  1726  1385  1754 0.95 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   3  13  1.2e-105  1.3e-102  341.9  26.2  1572  1757  1774  1959  1757  1970 0.95 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   4  13  1.1e-108  1.1e-105  352.0  11.5  1749  1928  2236  2425  2231  2468 0.91 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   5  13  4.2e-136  4.5e-133  443.0  29.4  1921  2149  2572  2803  2563  2867 0.94 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   6  13         0         0 1078.4 122.0  2146  2746  2871  3555  2861  3589 0.91 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   7  13  1.4e-162  1.5e-159  530.9  34.1  2753  3012  3610  3869  3597  3875 0.98 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   8  13   4.6e-52     5e-49  164.0   5.5  3010  3102  3990  4084  3982  4090 0.91 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5   9  13   5.1e-95   5.5e-92  306.6  32.7  3100  3277  4206  4388  4201  4443 0.91 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5  10  13         0         0 1101.2  61.8  3273  3822  4476  5041  4433  5049 0.94 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5  11  13  7.6e-141  8.2e-138  458.7  33.1  3820  4074  5086  5351  5082  5369 0.95 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5  12  13  3.6e-119  3.8e-116  386.8  19.3  4084  4285  5576  5777  5548  5781 0.94 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 17at5820             -           4792         0 9059.3 780.5  13  13  4.5e-297  4.9e-294  977.3  41.7  4289  4792  5880  6401  5870  6401 0.97 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   1  10         6   6.5e+03  -24.2  32.0    32   353    52   382    40   402 0.60 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   2  10         6   6.5e+03  -10.0   6.5   536   640   468   570   461   599 0.49 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   3  10         6   6.5e+03  -30.1  32.0   688  1017   748  1087   688  1112 0.57 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   4  10   1.1e-12   1.1e-09   33.3  54.3  1135  1578  1346  1833  1310  1839 0.71 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   5  10     2e-42   2.2e-39  132.0  29.0  1616  2074  1917  2348  1892  2363 0.86 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   6  10   3.6e-27   3.8e-24   81.4   8.6  2213  2395  2491  2680  2444  2686 0.91 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   7  10   5.6e-20     6e-17   57.5  41.3  2623  3234  2910  3526  2759  3541 0.73 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   8  10   4.5e-43   4.9e-40  134.1  48.4  3310  3794  3564  4053  3538  4080 0.93 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2   9  10   6.7e-11   7.2e-08   27.4  12.4  3859  4006  4243  4391  4227  4398 0.84 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719185.1         -           5252 17at5820             -           4792  5.3e-166  552.3 282.2  10  10   2.5e-60   2.7e-57  191.4  40.1  4055  4758  4491  5219  4477  5248 0.82 | transcript=PVPAM_060019200_t1 | gene=PVPAM_060019200 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000006:617961-633771(-) | protein_length=5252 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   1  10    0.0026       2.8    2.2  20.1   157   325   249   423   230   434 0.68 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   2  10         6   6.5e+03   -9.8  18.8   356   506   622   782   579   847 0.74 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   3  10         6   6.5e+03  -39.3  43.9   611   855  1038  1281   973  1476 0.44 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   4  10         6   6.5e+03  -37.1  48.4   958  1195  1595  1842  1551  1987 0.45 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   5  10   3.9e-57   4.2e-54  180.8  62.3  1351  2139  2073  2852  2054  2860 0.81 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   6  10   1.2e-26   1.3e-23   79.6   9.2  2211  2408  2863  3070  2851  3076 0.85 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   7  10   4.7e-13   5.1e-10   34.5  15.2  2662  2955  3389  3689  3358  3701 0.75 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   8  10   9.1e-56   9.9e-53  176.3  76.7  3311  4068  4132  4908  4016  4914 0.82 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2   9  10   1.5e-33   1.6e-30  102.6  30.4  4129  4548  5066  5489  5045  5506 0.85 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719492.1         -           5861 17at5820             -           4792    1e-161  538.1 245.2  10  10   1.9e-18   2.1e-15   52.4  11.5  4551  4757  5603  5828  5596  5861 0.78 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   1  11         6   6.5e+03  -11.0  21.3   736   881  1054  1202  1050  1219 0.86 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   2  11   1.6e-09   1.8e-06   22.8  43.5  1294  1574  1214  1517  1192  1523 0.73 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720512.1         -           5292 17at5820             -           4792    3e-140  466.8 313.8   3  11   2.1e-43   2.3e-40  135.2  23.1  1601  2071  1609  2093  1594  2108 0.82 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
