#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   1  12   1.1e-29     7e-26   89.1   9.0     1    79    34   121    34   129 0.92 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   2  12   1.6e-46     1e-42  144.8   7.5    81   191   184   298   166   304 0.92 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   3  12   6.9e-31   4.4e-27   93.0   1.4   182   263   378   461   374   466 0.93 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   4  12   3.3e-13   2.1e-09   34.5   0.0   260   293   493   526   480   529 0.92 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   5  12      0.71   4.6e+03   -6.3   3.0   293   309   595   611   595   613 0.78 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   6  12   2.8e-23   1.8e-19   67.8   4.1   307   383   642   736   636   742 0.86 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   7  12   1.3e-78   8.5e-75  251.0   4.9   378   511   836   970   828   983 0.94 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   8  12   8.1e-43   5.2e-39  132.5   2.8   510   590   998  1080   995  1084 0.95 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8   9  12   1.6e-65     1e-61  207.7  13.3   593   725  1124  1264  1116  1268 0.92 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8  10  12   1.5e-36   9.5e-33  111.8   1.7   724   792  1310  1378  1306  1397 0.87 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720513.1         -           2165 1047at5820           -            938         0 1237.4 132.8  11  12   5.2e-19   3.4e-15   53.7   3.5   787   869  1645  1745  1638  1769 0.74 | transcript=PVPAM_090027800_t1 | gene=PVPAM_090027800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000009:1053896-1060393(-) | protein_length=2165 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
