#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   1  12   5.6e-07    0.0036   13.9   0.2    15    42    32    59     3    65 0.79 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   2  12   0.00045       2.9    4.3   0.0    42    67    87   112    79   116 0.89 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   3  12   6.9e-14   4.4e-10   36.8   0.4    58   134   137   251   121   257 0.69 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   4  12   8.9e-24   5.8e-20   69.5   1.7   132   184   313   365   310   379 0.92 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   5  12   2.5e-71   1.6e-67  227.0  39.5   190   376   428   655   421   676 0.88 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   6  12   4.7e-91     3e-87  292.4  16.6   381   566   774   964   769   967 0.96 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   7  12   3.8e-82   2.4e-78  262.9   9.9   562   706   997  1143   994  1154 0.96 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   8  12   1.2e-63   7.6e-60  201.6  18.3   705   824  1212  1331  1204  1339 0.96 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9   9  12   5.6e-32   3.6e-28   96.7   4.1   825   895  1391  1462  1384  1470 0.94 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9  10  12   3.8e-55   2.5e-51  173.4  16.8   893   996  1516  1625  1513  1628 0.94 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723712.1         -           1918 896at5820            -           1182         0 1617.5 202.9  11  12   7.3e-25   4.7e-21   73.1   0.3   996  1048  1667  1719  1662  1724 0.94 | transcript=PVPAM_140063600_t1 | gene=PVPAM_140063600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2515486-2521242(-) | protein_length=1918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
