#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   1  17   4.3e-77   2.8e-73  245.3  18.1     8   154    71   220    65   245 0.92 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   2  17   2.7e-19   1.7e-15   53.6   2.2   154   221   908   976   893   986 0.85 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   3  17   1.1e-76   7.1e-73  244.0  16.9   216   359  1112  1265  1103  1310 0.89 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   4  17   7.4e-08   0.00048   15.7   0.1   393   441  1463  1529  1441  1531 0.77 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   5  17     3e-66     2e-62  209.4  31.0   441   608  1556  1758  1553  1760 0.86 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   6  17  6.2e-168    4e-164  546.7  43.2   588   932  1924  2297  1918  2313 0.93 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   7  17   2.3e-14   1.5e-10   37.2   5.6   922   983  2316  2388  2298  2403 0.83 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   8  17   2.7e-61   1.7e-57  193.0  13.6   978  1096  2497  2616  2480  2621 0.94 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7   9  17  5.1e-108  3.3e-104  348.0  31.4  1096  1300  2706  2912  2703  2919 0.97 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  10  17  1.2e-284  7.7e-281  934.0  84.9  1297  1800  3052  3588  3049  3600 0.94 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723250.1         -           5340 109at5820            -           2731         0 4119.5 473.7  11  17   4.9e-66   3.1e-62  208.7  20.8  1796  1921  3652  3777  3637  3795 0.93 | transcript=PVPAM_140016900_t1 | gene=PVPAM_140016900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:543967-560115(-) | protein_length=5340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
