#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   1  14  1.6e-121    1e-117  393.0  24.7     2   270    13   292    12   300 0.96 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   2  14   2.2e-52   1.4e-48  163.7  11.1   267   382   359   478   349   487 0.91 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   3  14   5.2e-61   3.3e-57  192.3  11.0   388   528   535   682   531   693 0.94 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   4  14  1.1e-124  6.8e-121  403.5  30.2   520   734   831  1046   820  1052 0.97 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   5  14   3.4e-70   2.2e-66  222.8  28.8   738   897  1092  1276  1086  1279 0.85 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   6  14   9.8e-15   6.3e-11   38.8   0.0   895   943  1384  1433  1381  1436 0.93 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   7  14   2.2e-60   1.4e-56  190.2  21.1   941  1091  1459  1632  1451  1649 0.86 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   8  14   4.5e-39   2.9e-35  119.5   0.1  1093  1185  1767  1862  1755  1868 0.94 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1   9  14   7.6e-98   4.9e-94  314.4  12.9  1187  1422  1905  2187  1901  2198 0.90 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1  10  14   3.6e-77   2.3e-73  245.9   6.6  1418  1583  2269  2466  2267  2479 0.87 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1  11  14   4.6e-74     3e-70  235.6  18.4  1584  1735  2518  2683  2515  2695 0.92 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1  12  14   5.9e-17   3.8e-13   46.2   0.0  1731  1814  2747  2866  2744  2875 0.79 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1  13  14     1e-91   6.6e-88  294.1  13.7  1813  2054  2923  3191  2917  3199 0.90 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723304.1         -           3309 286at5820            -           2124         0 2911.9 266.1  14  14   7.2e-36   4.6e-32  108.9   2.8  2052  2124  3237  3309  3231  3309 0.96 | transcript=PVPAM_140022300_t1 | gene=PVPAM_140022300 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:768904-778969(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/286at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:14 2026
# [ok]
