#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   1  11   7.9e-25   5.1e-21   72.5   2.1     2    54    97   149    96   157 0.94 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   2  11   4.4e-10   2.9e-06   23.6   2.1    43    80   175   212   171   214 0.88 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   3  11  9.1e-142  5.9e-138  460.0  20.2    72   306   252   486   248   494 0.97 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   4  11     5e-88   3.3e-84  281.9   5.1   306   460   541   696   537   705 0.97 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   5  11  1.1e-168  6.9e-165  549.2  41.9   460   763   794  1154   785  1174 0.90 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   6  11    2e-135  1.3e-131  439.0  25.1   763  1000  1202  1439  1198  1447 0.98 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   7  11     4e-67   2.6e-63  212.6   1.0   996  1136  1497  1640  1493  1647 0.95 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   8  11   3.4e-16   2.2e-12   43.9   0.0  1138  1179  1683  1728  1675  1737 0.85 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7   9  11     1e-55   6.5e-52  174.9   1.7  1179  1317  1768  1929  1764  1938 0.91 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7  10  11   6.1e-25   3.9e-21   72.8   0.2  1328  1376  1998  2046  1992  2050 0.96 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718510.1         -           2255 522at5820            -           1458         0 2427.0 172.7  11  11   2.9e-43   1.9e-39  133.6   4.6  1381  1458  2178  2255  2167  2255 0.97 | transcript=PVPAM_040025400_t1 | gene=PVPAM_040025400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:855990-862978(+) | protein_length=2255 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
