#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720056.1         -            580 4457at5820           -            537         0 1213.3  26.6   1   1         0         0 1213.1  26.6     1   537    33   580    33   580 0.99 | transcript=PVPAM_080027800_t1 | gene=PVPAM_080027800 | organism=Plasmodium_vivax_PAM | gene_product=heat shock protein 60, putative | transcript_product=heat shock protein 60, putative | location=CASCJQ010000008:1047365-1049376(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723660.1         -            710 4457at5820           -            537  1.7e-107  358.7  25.4   1   2   2.9e-95   2.4e-92  308.8  12.9     1   419    71   498    71   511 0.97 | transcript=PVPAM_140058400_t1 | gene=PVPAM_140058400 | organism=Plasmodium_vivax_PAM | gene_product=60 kDa chaperonin, putative | transcript_product=60 kDa chaperonin, putative | location=CASCJQ010000014:2315160-2317685(-) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723660.1         -            710 4457at5820           -            537  1.7e-107  358.7  25.4   2   2   1.2e-18   9.5e-16   55.9   4.6   434   526   541   634   525   642 0.90 | transcript=PVPAM_140058400_t1 | gene=PVPAM_140058400 | organism=Plasmodium_vivax_PAM | gene_product=60 kDa chaperonin, putative | transcript_product=60 kDa chaperonin, putative | location=CASCJQ010000014:2315160-2317685(-) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721279.1         -            529 4457at5820           -            537   2.7e-15   54.5   6.7   1   2   2.2e-10   1.7e-07   28.7   3.1     7   103    20   111    16   238 0.88 | transcript=PVPAM_110018100_t1 | gene=PVPAM_110018100 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1, delta subunit, putative | transcript_product=T-complex protein 1, delta subunit, putative | location=CASCJQ010000011:558026-560321(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721279.1         -            529 4457at5820           -            537   2.7e-15   54.5   6.7   2   2   6.3e-10   5.1e-07   27.1   0.1   385   510   386   516   360   528 0.79 | transcript=PVPAM_110018100_t1 | gene=PVPAM_110018100 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1, delta subunit, putative | transcript_product=T-complex protein 1, delta subunit, putative | location=CASCJQ010000011:558026-560321(-) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720099.1         -            535 4457at5820           -            537   2.6e-13   47.9  14.2   1   2   4.7e-10   3.8e-07   27.6   5.8     6   210    25   243    20   268 0.72 | transcript=PVPAM_080032100_t1 | gene=PVPAM_080032100 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit epsilon, putative | transcript_product=T-complex protein 1 subunit epsilon, putative | location=CASCJQ010000008:1235751-1237358(-) | protein_length=535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720099.1         -            535 4457at5820           -            537   2.6e-13   47.9  14.2   2   2     2e-09   1.6e-06   25.5   1.3   381   508   384   517   371   533 0.71 | transcript=PVPAM_080032100_t1 | gene=PVPAM_080032100 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit epsilon, putative | transcript_product=T-complex protein 1 subunit epsilon, putative | location=CASCJQ010000008:1235751-1237358(-) | protein_length=535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720221.1         -            540 4457at5820           -            537   3.6e-12   44.1   5.9   1   2   1.7e-08   1.4e-05   22.4   1.5    14   132    29   142    17   190 0.86 | transcript=PVPAM_080044400_t1 | gene=PVPAM_080044400 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit eta, putative | transcript_product=T-complex protein 1 subunit eta, putative | location=CASCJQ010000008:1728057-1729848(+) | protein_length=540 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720221.1         -            540 4457at5820           -            537   3.6e-12   44.1   5.9   2   2   5.9e-09   4.7e-06   23.9   0.2   371   519   369   523   356   533 0.81 | transcript=PVPAM_080044400_t1 | gene=PVPAM_080044400 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit eta, putative | transcript_product=T-complex protein 1 subunit eta, putative | location=CASCJQ010000008:1728057-1729848(+) | protein_length=540 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720607.1         -            543 4457at5820           -            537   5.7e-11   40.2   3.4   1   2   5.5e-12   4.5e-09   33.9   1.6     6   145    12   150     8   207 0.83 | transcript=PVPAM_090037100_t1 | gene=PVPAM_090037100 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit alpha, putative | transcript_product=T-complex protein 1 subunit alpha, putative | location=CASCJQ010000009:1421873-1423746(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720607.1         -            543 4457at5820           -            537   5.7e-11   40.2   3.4   2   2    0.0019       1.6    5.7   0.0   379   417   375   414   365   436 0.78 | transcript=PVPAM_090037100_t1 | gene=PVPAM_090037100 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit alpha, putative | transcript_product=T-complex protein 1 subunit alpha, putative | location=CASCJQ010000009:1421873-1423746(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721544.1         -            543 4457at5820           -            537     8e-08   29.8   3.7   1   2   1.1e-08   8.5e-06   23.1   0.2    19   148    28   159    13   210 0.78 | transcript=PVPAM_110044900_t1 | gene=PVPAM_110044900 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit zeta, putative | transcript_product=T-complex protein 1 subunit zeta, putative | location=CASCJQ010000011:1669251-1671098(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721544.1         -            543 4457at5820           -            537     8e-08   29.8   3.7   2   2   0.00057      0.46    7.5   0.3   386   512   393   525   382   540 0.78 | transcript=PVPAM_110044900_t1 | gene=PVPAM_110044900 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit zeta, putative | transcript_product=T-complex protein 1 subunit zeta, putative | location=CASCJQ010000011:1669251-1671098(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718470.1         -            544 4457at5820           -            537   5.2e-07   27.1   0.9   1   2   6.4e-10   5.2e-07   27.1   0.9     7   126    23   141    17   188 0.84 | transcript=PVPAM_040021600_t1 | gene=PVPAM_040021600 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit theta, putative | transcript_product=T-complex protein 1 subunit theta, putative | location=CASCJQ010000004:707280-709172(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718470.1         -            544 4457at5820           -            537   5.2e-07   27.1   0.9   2   2     0.025        20    2.1   2.4   370   506   367   509   340   527 0.72 | transcript=PVPAM_040021600_t1 | gene=PVPAM_040021600 | organism=Plasmodium_vivax_PAM | gene_product=T-complex protein 1 subunit theta, putative | transcript_product=T-complex protein 1 subunit theta, putative | location=CASCJQ010000004:707280-709172(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4457at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4457at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4457at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:44 2026
# [ok]
