#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720442.1         -            294 10500at5820          -            250  1.3e-143  475.3  25.4   1   1    2e-145  1.1e-142  472.3  25.4     1   250     1   279     1   279 0.92 | transcript=PVPAM_090020700_t1 | gene=PVPAM_090020700 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC9, putative | transcript_product=palmitoyltransferase DHHC9, putative | location=CASCJQ010000009:747788-750049(+) | protein_length=294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720850.1         -            437 10500at5820          -            250   2.2e-26   91.4  26.0   1   1   1.7e-28   9.2e-26   89.3  26.0     7   231   152   405   144   410 0.68 | transcript=PVPAM_100011600_t1 | gene=PVPAM_100011600 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC7, putative | transcript_product=palmitoyltransferase DHHC7, putative | location=CASCJQ010000010:301705-304636(-) | protein_length=437 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719233.1         -            281 10500at5820          -            250   7.9e-25   86.3   8.0   1   1   2.3e-27   1.2e-24   85.7   8.0    11   230    26   264    13   268 0.66 | transcript=PVPAM_060024000_t1 | gene=PVPAM_060024000 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC10, putative | transcript_product=palmitoyltransferase DHHC10, putative | location=CASCJQ010000006:811347-814019(+) | protein_length=281 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721534.1         -            284 10500at5820          -            250   1.3e-24   85.6  29.7   1   1   2.4e-24   1.3e-21   75.7  29.7     7   232    24   262    19   270 0.67 | transcript=PVPAM_110043900_t1 | gene=PVPAM_110043900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC2, putative | transcript_product=palmitoyltransferase DHHC2, putative | location=CASCJQ010000011:1610925-1612592(+) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718451.1         -            272 10500at5820          -            250   6.8e-19   66.9  21.0   1   1   6.4e-21   3.4e-18   64.5  21.0     8   164    10   166     4   254 0.79 | transcript=PVPAM_040019700_t1 | gene=PVPAM_040019700 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC11, putative | transcript_product=palmitoyltransferase DHHC11, putative | location=CASCJQ010000004:629271-631608(+) | protein_length=272 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723392.1         -           1013 10500at5820          -            250   1.2e-17   62.7  27.1   1   1   9.2e-19     5e-16   57.5  27.1     9   219    45   290    38   331 0.66 | transcript=PVPAM_140031100_t1 | gene=PVPAM_140031100 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC4, putative | transcript_product=palmitoyltransferase DHHC4, putative | location=CASCJQ010000014:1148101-1151923(+) | protein_length=1013 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723380.1         -            297 10500at5820          -            250   3.3e-15   54.8  22.6   1   2   2.9e-16   1.5e-13   49.3  17.8     8   159    40   195    34   216 0.71 | transcript=PVPAM_140029900_t1 | gene=PVPAM_140029900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC8, putative | transcript_product=palmitoyltransferase DHHC8, putative | location=CASCJQ010000014:1083862-1086487(+) | protein_length=297 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723380.1         -            297 10500at5820          -            250   3.3e-15   54.8  22.6   2   2    0.0016      0.84    7.6   2.2   147   218   200   276   188   289 0.69 | transcript=PVPAM_140029900_t1 | gene=PVPAM_140029900 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC8, putative | transcript_product=palmitoyltransferase DHHC8, putative | location=CASCJQ010000014:1083862-1086487(+) | protein_length=297 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720269.1         -            611 10500at5820          -            250   5.9e-14   50.7  11.0   1   2       6.8   3.6e+03   -4.3   1.6   141   147   272   278   241   321 0.53 | transcript=PVPAM_080049200_t1 | gene=PVPAM_080049200 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC1, putative | transcript_product=palmitoyltransferase DHHC1, putative | location=CASCJQ010000008:1907073-1909842(-) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720269.1         -            611 10500at5820          -            250   5.9e-14   50.7  11.0   2   2   1.1e-16   5.9e-14   50.7  11.0    75   199   413   546   404   586 0.72 | transcript=PVPAM_080049200_t1 | gene=PVPAM_080049200 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC1, putative | transcript_product=palmitoyltransferase DHHC1, putative | location=CASCJQ010000008:1907073-1909842(-) | protein_length=611 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719773.1         -            525 10500at5820          -            250   6.7e-10   37.4   8.7   1   3       1.3   7.1e+02   -2.0   0.1    44    65    36    60     7    64 0.68 | transcript=PVPAM_070038700_t1 | gene=PVPAM_070038700 | organism=Plasmodium_vivax_PAM | gene_product=palmitoyltransferase DHHC6, putative | transcript_product=palmitoyltransferase DHHC6, putative | location=CASCJQ010000007:1411119-1414091(-) | protein_length=525 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
