#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719595.1         -            719 4609at5820           -            472  1.3e-231  767.9   8.9   1   4  9.4e-121    5e-118  393.3   0.2     6   215    24   235    20   249 0.97 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 4609at5820           -            472  1.3e-231  767.9   8.9   2   4   2.7e-59   1.5e-56  190.7   0.0   219   334   370   486   343   489 0.93 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 4609at5820           -            472  1.3e-231  767.9   8.9   3   4     6e-56   3.2e-53  179.6   1.1   335   456   524   654   519   659 0.94 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719595.1         -            719 4609at5820           -            472  1.3e-231  767.9   8.9   4   4     0.002       1.1    6.4   0.0   452   471   689   708   686   709 0.90 | transcript=PVPAM_070020900_t1 | gene=PVPAM_070020900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:732429-734588(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723553.1         -            836 4609at5820           -            472   9.3e-15   52.8  39.5   1   4   1.3e-07   7.1e-05   20.3   0.3    46   121   102   176    65   177 0.87 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723553.1         -            836 4609at5820           -            472   9.3e-15   52.8  39.5   2   4   1.4e-10   7.8e-08   30.0   1.7   238   335   146   243   145   251 0.90 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723553.1         -            836 4609at5820           -            472   9.3e-15   52.8  39.5   3   4   8.4e-05     0.045   11.0   4.7    43   131   250   343   246   371 0.78 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723553.1         -            836 4609at5820           -            472   9.3e-15   52.8  39.5   4   4     5e-06    0.0027   15.1  15.4   244   397   348   509   341   522 0.78 | transcript=PVPAM_140047700_t1 | gene=PVPAM_140047700 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000014:1815230-1817740(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721417.1         -           1636 4609at5820           -            472   1.7e-09   35.5  13.2   1   4     0.037        20    2.3   8.9   278   373   493   593   442   635 0.70 | transcript=PVPAM_110032000_t1 | gene=PVPAM_110032000 | organism=Plasmodium_vivax_PAM | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=CASCJQ010000011:1169221-1174642(-) | protein_length=1636 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721417.1         -           1636 4609at5820           -            472   1.7e-09   35.5  13.2   2   4   3.1e-12   1.7e-09   35.5  13.2    45   193   638   779   630   782 0.89 | transcript=PVPAM_110032000_t1 | gene=PVPAM_110032000 | organism=Plasmodium_vivax_PAM | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=CASCJQ010000011:1169221-1174642(-) | protein_length=1636 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721417.1         -           1636 4609at5820           -            472   1.7e-09   35.5  13.2   3   4     0.099        53    0.9  15.1    57   187   761   893   752   904 0.82 | transcript=PVPAM_110032000_t1 | gene=PVPAM_110032000 | organism=Plasmodium_vivax_PAM | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=CASCJQ010000011:1169221-1174642(-) | protein_length=1636 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721417.1         -           1636 4609at5820           -            472   1.7e-09   35.5  13.2   4   4     0.095        51    0.9   0.6    97   148  1188  1242  1183  1266 0.75 | transcript=PVPAM_110032000_t1 | gene=PVPAM_110032000 | organism=Plasmodium_vivax_PAM | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=CASCJQ010000011:1169221-1174642(-) | protein_length=1636 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 4609at5820           -            472   2.9e-09   34.7  26.2   1   4   1.7e-09   9.4e-07   26.4   5.7   108   297   129   325   120   326 0.80 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 4609at5820           -            472   2.9e-09   34.7  26.2   2   4   1.7e-07   9.4e-05   19.8   4.6    58   201   235   372   229   381 0.83 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 4609at5820           -            472   2.9e-09   34.7  26.2   3   4   0.00044      0.24    8.6   2.5   228   347   369   489   356   496 0.77 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720184.1         -            631 4609at5820           -            472   2.9e-09   34.7  26.2   4   4    0.0063       3.4    4.8   2.8    96   164   496   563   486   580 0.80 | transcript=PVPAM_080040600_t1 | gene=PVPAM_080040600 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:1578300-1580195(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719999.1         -            817 4609at5820           -            472   6.2e-07   27.0   9.1   1   1   1.2e-09   6.2e-07   27.0   9.1    53   154   212   311   159   347 0.78 | transcript=PVPAM_080022100_t1 | gene=PVPAM_080022100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:802942-805593(+) | protein_length=817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 4609at5820           -            472   0.00048   17.5   1.5   1   2    0.0021       1.1    6.4   0.2    83   188   247   351   243   365 0.74 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722056.1         -           1043 4609at5820           -            472   0.00048   17.5   1.5   2   2   0.00024      0.13    9.5   0.1   332   386   435   489   421   522 0.87 | transcript=PVPAM_120029400_t1 | gene=PVPAM_120029400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:932186-935317(-) | protein_length=1043 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719747.1         -           1212 4609at5820           -            472     0.001   16.5  13.1   1   4      0.52   2.8e+02   -1.5   0.2   384   462   339   418   332   428 0.71 | transcript=PVPAM_070036100_t1 | gene=PVPAM_070036100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1296296-1299934(-) | protein_length=1212 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719747.1         -           1212 4609at5820           -            472     0.001   16.5  13.1   2   4   1.9e-06     0.001   16.5  13.1   212   374   429   600   419   618 0.70 | transcript=PVPAM_070036100_t1 | gene=PVPAM_070036100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1296296-1299934(-) | protein_length=1212 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719747.1         -           1212 4609at5820           -            472     0.001   16.5  13.1   3   4   0.00032      0.17    9.1   0.7    59   127   646   714   636   720 0.91 | transcript=PVPAM_070036100_t1 | gene=PVPAM_070036100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1296296-1299934(-) | protein_length=1212 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719747.1         -           1212 4609at5820           -            472     0.001   16.5  13.1   4   4       2.8   1.5e+03   -3.9   0.1    91   125  1112  1146  1108  1158 0.68 | transcript=PVPAM_070036100_t1 | gene=PVPAM_070036100 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:1296296-1299934(-) | protein_length=1212 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718465.1         -            302 4609at5820           -            472     0.001   16.4   5.7   1   2   2.1e-05     0.011   13.0   0.5    93   149    58   114    43   133 0.71 | transcript=PVPAM_040021100_t1 | gene=PVPAM_040021100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:688103-689011(-) | protein_length=302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718465.1         -            302 4609at5820           -            472     0.001   16.4   5.7   2   2    0.0027       1.5    6.0   0.6    15   156   135   280   131   294 0.76 | transcript=PVPAM_040021100_t1 | gene=PVPAM_040021100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:688103-689011(-) | protein_length=302 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720704.1         -            735 4609at5820           -            472      0.16    9.2  12.5   1   2   4.2e-05     0.023   12.0   3.2   349   414   251   316   205   330 0.77 | transcript=PVPAM_090046900_t1 | gene=PVPAM_090046900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000009:1895232-1897439(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720704.1         -            735 4609at5820           -            472      0.16    9.2  12.5   2   2     0.042        22    2.1   1.9    69   161   469   558   457   593 0.63 | transcript=PVPAM_090046900_t1 | gene=PVPAM_090046900 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000009:1895232-1897439(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720016.1         -            543 4609at5820           -            472      0.21    8.8  56.4   1   4   2.2e-05     0.012   12.9   0.8    13    93    44   123    36   124 0.82 | transcript=PVPAM_080023800_t1 | gene=PVPAM_080023800 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:851964-853595(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720016.1         -            543 4609at5820           -            472      0.21    8.8  56.4   2   4   8.7e-06    0.0047   14.3  23.8   233   394   115   281   109   297 0.84 | transcript=PVPAM_080023800_t1 | gene=PVPAM_080023800 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:851964-853595(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720016.1         -            543 4609at5820           -            472      0.21    8.8  56.4   3   4       4.7   2.5e+03   -4.7   6.6   333   371   323   361   303   402 0.72 | transcript=PVPAM_080023800_t1 | gene=PVPAM_080023800 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:851964-853595(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720016.1         -            543 4609at5820           -            472      0.21    8.8  56.4   4   4     0.019        10    3.2   4.3   334   377   489   534   466   542 0.79 | transcript=PVPAM_080023800_t1 | gene=PVPAM_080023800 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000008:851964-853595(-) | protein_length=543 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719570.1         -            769 4609at5820           -            472       2.5    5.3  30.2   1   5     0.055        30    1.7   2.4   401   460   239   301   224   310 0.81 | transcript=PVPAM_070018400_t1 | gene=PVPAM_070018400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:654090-656399(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719570.1         -            769 4609at5820           -            472       2.5    5.3  30.2   2   5    0.0082       4.4    4.4   0.0    54    86   433   465   425   487 0.84 | transcript=PVPAM_070018400_t1 | gene=PVPAM_070018400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:654090-656399(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719570.1         -            769 4609at5820           -            472       2.5    5.3  30.2   3   5      0.42   2.3e+02   -1.2   0.6   357   384   514   541   509   569 0.73 | transcript=PVPAM_070018400_t1 | gene=PVPAM_070018400 | organism=Plasmodium_vivax_PAM | gene_product=heptatricopeptide repeat-containing protein, putative | transcript_product=heptatricopeptide repeat-containing protein, putative | location=CASCJQ010000007:654090-656399(-) | protein_length=769 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
