#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   1  17    0.0011       2.4    3.7   0.3    12    43   141   182   131   191 0.73 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   2  17   2.4e-11   5.2e-08   29.1   1.3    59   113   328   397   309   403 0.74 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   3  17   1.5e-34   3.3e-31  106.0   1.0   113   200   466   557   442   569 0.88 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   4  17  4.4e-124  9.5e-121  403.0  22.2   190   451   589   873   559   884 0.85 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   5  17   5.1e-53   1.1e-49  167.3   6.5   446   545  1001  1105   998  1107 0.94 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   6  17     2e-48   4.3e-45  152.0   3.0   545   633  1202  1290  1199  1299 0.97 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   7  17   8.6e-32   1.9e-28   96.9   0.3   640   722  1432  1524  1424  1527 0.87 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   8  17   4.5e-36   9.8e-33  111.1   0.5   726   798  1631  1703  1618  1708 0.96 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3   9  17   9.7e-23   2.1e-19   66.9   0.2   804   848  1786  1830  1780  1835 0.92 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3  10  17   3.1e-89   6.6e-86  287.4   9.7   849  1020  1962  2159  1957  2171 0.87 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718485.1         -           3700 250at5820            -           2184         0 3439.2 257.3  11  17  1.2e-141  2.6e-138  461.2  16.1  1024  1269  2191  2442  2175  2449 0.97 | transcript=PVPAM_040023000_t1 | gene=PVPAM_040023000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:751255-762424(-) | protein_length=3700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
