#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   1  10     1e-45   6.5e-42  141.9   4.5     1    90     1    90     1    95 0.98 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   2  10   3.5e-08   0.00022   17.5   0.1    88   120   172   207   156   210 0.88 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   3  10     1e-65   6.5e-62  208.1  24.0   119   232   236   349   228   353 0.98 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   4  10   2.2e-68   1.4e-64  216.9  23.8   232   369   448   592   439   594 0.93 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   5  10   3.2e-13     2e-09   34.2   0.3   366   405   705   744   701   753 0.88 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   6  10  3.4e-101   2.2e-97  325.7  26.9   403   589   875  1065   855  1068 0.94 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   7  10  2.7e-107  1.7e-103  345.9  31.0   589   777  1110  1298  1102  1301 0.98 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   8  10   8.1e-71   5.2e-67  225.0  16.1   775   898  1497  1620  1490  1626 0.96 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2   9  10  3.1e-181    2e-177  590.8  36.5   906  1207  1702  2009  1692  2025 0.97 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723744.1         -           2235 746at5820            -           1276         0 2161.6 233.2  10  10     2e-34   1.3e-30  104.4   5.4  1213  1276  2169  2232  2157  2232 0.96 | transcript=PVPAM_140066800_t1 | gene=PVPAM_140066800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:2660349-2667429(-) | protein_length=2235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/746at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/746at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/746at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:37 2026
# [ok]
