#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   1  12   1.9e-48     6e-45  151.8  19.2     1   155     1   188     1   214 0.81 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   2  12   1.8e-31   5.7e-28   95.6  20.9   107   281   225   402   192   437 0.65 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   3  12   0.00032         1    5.2   2.8   268   292   441   465   433   494 0.81 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   4  12   0.00048       1.5    4.7   0.7   286   326   583   623   555   649 0.72 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   5  12   1.2e-07   0.00038   16.6   0.8   337   393   717   777   711   801 0.67 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   6  12         0         0 1243.4  74.5   377   988   868  1537   857  1542 0.92 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   7  12     3e-62   9.7e-59  197.5  44.5   981  1208  1630  1855  1617  1871 0.75 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   8  12   0.00011      0.36    6.8   6.5  1133  1171  1886  1924  1843  1944 0.75 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1   9  12    0.0039        13    1.7   5.7  1163  1225  1948  2027  1931  2036 0.72 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1  10  12    0.0017       5.5    2.9   8.8  1132  1243  1961  2075  1958  2081 0.71 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1  11  12   2.5e-05     0.081    8.9   7.2  1224  1259  2084  2122  2076  2131 0.85 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722073.1         -           2266 576at5820            -           1368         0 1853.8 277.1  12  12   5.5e-53   1.8e-49  166.8  26.1  1232  1368  2120  2266  2119  2266 0.87 | transcript=PVPAM_120031100_t1 | gene=PVPAM_120031100 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1022537-1029337(+) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721952.1         -           1181 576at5820            -           1368   2.1e-28   97.0  16.0   1   5     0.072   2.3e+02   -2.5   6.1   218   310    52   143    40   160 0.73 | transcript=PVPAM_120018800_t1 | gene=PVPAM_120018800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:592362-595907(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721952.1         -           1181 576at5820            -           1368   2.1e-28   97.0  16.0   2   5      0.34   1.1e+03   -4.8   1.7   292   331   265   304   211   321 0.55 | transcript=PVPAM_120018800_t1 | gene=PVPAM_120018800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:592362-595907(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721952.1         -           1181 576at5820            -           1368   2.1e-28   97.0  16.0   3   5      0.29   9.4e+02   -4.6   0.6  1106  1141   555   590   537   609 0.59 | transcript=PVPAM_120018800_t1 | gene=PVPAM_120018800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:592362-595907(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721952.1         -           1181 576at5820            -           1368   2.1e-28   97.0  16.0   4   5     0.004        13    1.6   0.6   672   730   711   764   705   779 0.85 | transcript=PVPAM_120018800_t1 | gene=PVPAM_120018800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:592362-595907(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721952.1         -           1181 576at5820            -           1368   2.1e-28   97.0  16.0   5   5   6.5e-32   2.1e-28   97.0  16.0   738   898   873  1034   838  1071 0.93 | transcript=PVPAM_120018800_t1 | gene=PVPAM_120018800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:592362-595907(+) | protein_length=1181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/576at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:14 2026
# [ok]
