#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   1  20   2.3e-89   1.5e-85  285.8   7.9     2   170     6   176     5   180 0.97 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   2  20   5.6e-82   3.6e-78  261.3   1.1   164   376   209   444   203   450 0.91 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   3  20   9.7e-58   6.2e-54  180.9   0.3   375   488   514   627   510   631 0.98 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   4  20   4.7e-37     3e-33  112.2  19.4   488   591   662   792   658   799 0.83 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   5  20   4.2e-09   2.7e-05   19.5   0.1   589   644   825   894   815   907 0.78 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   6  20  3.6e-142  2.3e-138  461.0   0.8   639  1034   957  1422   954  1431 0.88 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   7  20   2.3e-60   1.5e-56  189.6   0.1  1028  1186  1505  1695  1497  1699 0.86 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   8  20   1.1e-39   7.1e-36  120.9   0.1  1186  1295  1749  1876  1743  1897 0.86 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7   9  20     5e-66   3.2e-62  208.4   2.3  1304  1440  1930  2076  1924  2087 0.92 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  10  20   9.1e-09   5.9e-05   18.4   1.0  1434  1466  2138  2172  2132  2174 0.81 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  11  20   5.5e-15   3.6e-11   39.0   0.2  1465  1500  2221  2256  2218  2263 0.94 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  12  20   3.5e-66   2.2e-62  208.9   8.6  1500  1636  2360  2501  2357  2504 0.93 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  13  20   1.7e-34   1.1e-30  103.7   0.9  1635  1711  2553  2629  2548  2638 0.94 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  14  20  2.9e-108  1.8e-104  348.5   9.3  1719  2021  2677  3055  2665  3057 0.83 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  15  20  2.6e-158  1.7e-154  514.5  16.1  2021  2312  3087  3394  3072  3397 0.95 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718958.1         -           4448 83at5820             -           2879         0 3751.9 206.7  16  20   1.4e-48   9.1e-45  150.5   0.3  2326  2418  3475  3568  3468  3586 0.92 | transcript=PVPAM_050035000_t1 | gene=PVPAM_050035000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000005:1238409-1252898(+) | protein_length=4448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
