#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   1  20   1.6e-99     1e-95  319.9  37.9    13   268    49   383    43   389 0.85 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   2  20  5.5e-187  3.6e-183  610.0  33.6   266   610   422   793   420   795 0.94 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   3  20   1.3e-33   8.4e-30  101.2   0.7   605   678   861   940   855   947 0.89 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   4  20   9.2e-51     6e-47  158.1   9.1   680   784   987  1094   980  1100 0.94 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   5  20   2.7e-59   1.8e-55  186.4   9.1   780   945  1145  1347  1126  1356 0.85 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   6  20   1.8e-19   1.2e-15   54.2   0.3   945  1004  1435  1495  1422  1522 0.83 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   7  20   2.4e-25   1.6e-21   73.7   1.2   990  1049  1540  1599  1533  1605 0.95 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   8  20  1.6e-137    1e-133  445.9  31.3  1044  1277  1634  1885  1629  1906 0.92 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3   9  20   3.5e-13   2.3e-09   33.4   9.5  1275  1348  2027  2105  1990  2129 0.70 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  10  20   4.3e-47   2.8e-43  145.9  12.9  1328  1459  2229  2376  2195  2380 0.83 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  11  20   9.1e-22   5.9e-18   61.9   7.1  1424  1516  2412  2509  2398  2523 0.80 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  12  20  3.8e-101   2.5e-97  325.2  38.2  1506  1739  2611  2891  2592  2907 0.81 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  13  20  4.9e-162  3.2e-158  527.3  18.7  1743  2044  3157  3479  3140  3484 0.94 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  14  20   2.3e-50   1.5e-46  156.7  10.2  2045  2139  3512  3606  3508  3610 0.96 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  15  20  4.3e-109  2.8e-105  351.6  37.3  2151  2368  3795  4059  3771  4072 0.85 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717984.1         -           4971 74at5820             -           2856         0 4009.9 415.3  16  20   3.8e-07    0.0024   13.4   0.1  2365  2387  4098  4120  4095  4133 0.92 | transcript=PVPAM_020021600_t1 | gene=PVPAM_020021600 | organism=Plasmodium_vivax_PAM | gene_product=anaphase-promoting complex subunit 1, putative | transcript_product=anaphase-promoting complex subunit 1, putative | location=CASCJQ010000002:703735-718650(-) | protein_length=4971 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
