#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   1  11     0.001       6.5    2.0   0.2    18    58   122   161   105   166 0.72 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   2  11     5e-12   3.2e-08   29.5   2.1    34    78   163   207   152   215 0.91 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   3  11         0         0 1228.0  74.6    72   778   227   979   223   983 0.95 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   4  11   6.3e-06     0.041    9.3   0.0   773   802  1029  1058  1024  1065 0.87 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   5  11   8.5e-12   5.5e-08   28.7   0.0   805   839  1130  1164  1117  1173 0.90 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   6  11  4.5e-146  2.9e-142  474.0  34.6   834  1166  1209  1613  1205  1632 0.87 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   7  11     4e-38   2.6e-34  116.0   1.9  1164  1246  1658  1748  1652  1752 0.92 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   8  11   3.5e-11   2.3e-07   26.7   1.2  1246  1299  1779  1844  1775  1851 0.83 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6   9  11   3.1e-18     2e-14   50.1   0.4  1292  1341  1884  1933  1882  1941 0.93 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6  10  11   1.7e-95   1.1e-91  306.3  20.9  1340  1571  1970  2238  1962  2279 0.88 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722506.1         -           2754 280at5820            -           1963         0 2885.0 241.6  11  11    7e-199  4.5e-195  649.1  48.8  1568  1963  2301  2747  2285  2747 0.91 | transcript=PVPAM_120074500_t1 | gene=PVPAM_120074500 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2895222-2905822(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/280at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/280at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/280at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:57 2026
# [ok]
