#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   1  14   3.8e-26   2.4e-22   76.7   2.3     1    59     1    59     1    64 0.97 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   2  14   2.4e-92   1.5e-88  296.2  28.7    57   239    87   285    79   295 0.92 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   3  14   5.3e-58   3.5e-54  182.3   8.8   237   340   378   481   370   493 0.97 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   4  14  5.4e-108  3.5e-104  348.1  38.1   337   541   628   836   617   844 0.94 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   5  14   1.1e-75   7.3e-72  240.9  26.9   543   714   884  1075   857  1087 0.80 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   6  14   8.6e-80   5.6e-76  254.5  10.4   719   864  1144  1292  1132  1306 0.95 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   7  14     1e-83   6.6e-80  267.5  15.5   853  1040  1334  1559  1333  1562 0.87 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   8  14   1.6e-43     1e-39  134.3   1.5  1039  1113  1593  1667  1586  1684 0.95 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2   9  14   6.9e-10   4.5e-06   22.7   0.1  1114  1148  1709  1743  1704  1749 0.92 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2  10  14  1.6e-137    1e-133  446.0  42.8  1147  1378  1777  2015  1771  2021 0.96 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2  11  14  2.1e-114  1.3e-110  369.3  35.3  1376  1600  2075  2301  2069  2307 0.98 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2  12  14   1.5e-59   9.9e-56  187.4  31.5  1600  1749  2335  2519  2331  2527 0.87 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2  13  14  2.2e-102   1.4e-98  329.5  14.6  1751  1961  2618  2855  2610  2863 0.89 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723379.1         -           3032 254at5820            -           2098         0 3284.4 367.2  14  14   3.6e-64   2.3e-60  202.7  12.5  1956  2098  2886  3032  2873  3032 0.93 | transcript=PVPAM_140029800_t1 | gene=PVPAM_140029800 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000014:1073698-1082796(-) | protein_length=3032 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/254at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/254at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:40 2026
# [ok]
