#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   1  17   7.2e-05      0.46    6.3   0.3     1    16     1    16     1    20 0.93 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   2  17   1.8e-93   1.2e-89  300.1  22.0    15   191    80   267    77   277 0.94 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   3  17   2.7e-06     0.017   11.1   0.1   187   215   294   322   281   372 0.76 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   4  17   4.9e-36   3.2e-32  109.6   0.4   227   307   455   543   444   549 0.90 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   5  17   5.3e-56   3.4e-52  175.8   9.2   298   412   600   723   591   734 0.87 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   6  17  3.6e-108  2.3e-104  348.8  31.1   407   612   780   997   774  1001 0.94 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   7  17   3.2e-31   2.1e-27   93.7  10.0   611   672  1097  1158  1077  1167 0.86 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   8  17   9.6e-29   6.2e-25   85.5   7.1   672   735  1300  1363  1290  1365 0.93 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3   9  17   3.6e-64   2.3e-60  202.9  15.8   735   873  1396  1552  1387  1564 0.87 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  10  17   2.7e-12   1.7e-08   30.9   0.1   871   917  1621  1672  1617  1701 0.75 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  11  17   2.7e-42   1.7e-38  130.4   0.4   932  1053  1739  1872  1713  1876 0.84 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  12  17   5.6e-56   3.6e-52  175.8  12.8  1051  1181  1921  2059  1918  2066 0.95 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  13  17   2.1e-07    0.0014   14.7   0.0  1173  1217  2108  2160  2106  2167 0.82 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  14  17   1.6e-91     1e-87  293.6  20.9  1218  1376  2217  2378  2214  2385 0.97 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  15  17   7.2e-66   4.7e-62  208.6   7.4  1375  1541  2420  2635  2407  2653 0.81 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  16  17   2.1e-39   1.3e-35  120.8  29.5  1544  1664  2754  2909  2748  2923 0.80 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722310.1         -           3120 376at5820            -           1789         0 2455.3 287.3  17  17   6.1e-68   3.9e-64  215.4  16.0  1655  1789  2964  3120  2940  3120 0.86 | transcript=PVPAM_120054700_t1 | gene=PVPAM_120054700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:1999155-2008517(-) | protein_length=3120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/376at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/376at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/376at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:34 2026
# [ok]
