#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   1  14   1.1e-76   7.2e-73  244.6  26.3     1   167     1   206     1   224 0.83 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   2  14     0.094     6e+02   -3.4  18.2   125   227   271   377   260   418 0.58 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   3  14     2e-17   1.3e-13   48.5  11.7   194   240   439   488   392   511 0.77 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   4  14   3.7e-07    0.0024   14.5   4.8   215   274   538   599   509   611 0.80 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   5  14   1.6e-16     1e-12   45.5   6.8   255   315   618   678   604   695 0.80 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   6  14      0.16     1e+03   -4.1   6.6   307   345   698   741   685   776 0.58 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   7  14         1   6.5e+03   -7.5  14.5   304   336   854   886   792   905 0.64 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   8  14   1.3e-17   8.2e-14   49.1  21.9   239   379   831   992   821  1008 0.58 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8   9  14   1.5e-08    0.0001   19.1   6.0   380   417  1057  1094  1042  1113 0.86 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8  10  14   1.2e-18   7.5e-15   52.6  16.6   380   500  1094  1217  1090  1222 0.73 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719317.1         -           1895 3211at5820           -            949         0 1122.1 439.8  11  14   1.2e-23   7.6e-20   69.1  14.4   445   529  1213  1303  1206  1349 0.77 | transcript=PVPAM_060032400_t1 | gene=PVPAM_060032400 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000006:1109886-1115893(-) | protein_length=1895 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
