#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   1  10   8.7e-16   5.6e-12   42.5   2.2     1    38    10    47    10    53 0.94 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   2  10   8.9e-22   5.7e-18   62.3   0.0    36   102    99   168    96   171 0.94 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   3  10   1.2e-78   7.6e-75  250.8   3.1   103   305   208   451   206   462 0.81 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   4  10  1.4e-110  9.2e-107  356.6   2.6   306   600   508   876   502   881 0.85 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   5  10     0.022   1.4e+02   -1.9   0.1   600   618   920   938   919   942 0.87 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   6  10     8e-21   5.2e-17   59.2   0.0   616   702   963  1068   944  1070 0.80 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   7  10   0.00017       1.1    5.1   0.0   707   730  1171  1194  1160  1203 0.90 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   8  10  2.6e-167  1.7e-163  544.6  25.7   729  1066  1262  1622  1256  1641 0.94 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1   9  10  1.3e-152  8.5e-149  495.8  52.1  1075  1372  1666  1981  1654  1987 0.94 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718474.1         -           2073 747at5820            -           1392         0 1816.0 122.1  10  10   7.7e-07     0.005   12.8   0.5  1368  1392  2049  2073  2035  2073 0.94 | transcript=PVPAM_040022000_t1 | gene=PVPAM_040022000 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000004:719505-727674(+) | protein_length=2073 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
