#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 7201at5820           -            178  3.4e-103  341.1   8.2   1   1  2.2e-105  1.8e-102  338.8   8.2     1   178    88   289    88   289 0.93 -
GCA_040114635.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 7201at5820           -            178   8.3e-08   30.4   0.9   1   3   0.00098      0.77    7.7   0.1    22    60   151   189   135   198 0.84 -
GCA_040114635.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 7201at5820           -            178   8.3e-08   30.4   0.9   2   3   8.7e-07   0.00068   17.7   0.4     2    98   227   330   226   374 0.77 -
GCA_040114635.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 7201at5820           -            178   8.3e-08   30.4   0.9   3   3      0.15   1.2e+02    0.6   0.0    21    73   393   446   378   447 0.79 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 7201at5820           -            178    0.0003   18.8   0.6   1   2    0.0097       7.6    4.5   0.0    22    56   281   314   270   322 0.71 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 7201at5820           -            178    0.0003   18.8   0.6   2   2     2e-06    0.0016   16.4   0.3     2    61   305   362   304   371 0.85 -
GCA_040114635.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 7201at5820           -            178   0.00038   18.5   6.4   1   2   5.8e-05     0.045   11.7   1.2     1    68    38   106    38   143 0.68 -
GCA_040114635.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 7201at5820           -            178   0.00038   18.5   6.4   2   2   0.00044      0.35    8.8   0.2   116   142   201   227   113   243 0.69 -
GCA_040114635.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 7201at5820           -            178   0.00067   17.7   0.3   1   2       3.5   2.7e+03   -3.9   0.1    79    89   167   177   165   181 0.81 -
GCA_040114635.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 7201at5820           -            178   0.00067   17.7   0.3   2   2   1.7e-06    0.0013   16.7   0.0    32   135   198   309   182   320 0.79 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 7201at5820           -            178    0.0013   16.7   0.0   1   3     0.098        77    1.2   0.0    28    55   152   178   138   187 0.63 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 7201at5820           -            178    0.0013   16.7   0.0   2   3      0.21   1.6e+02    0.1   0.0   111   155   211   253   192   257 0.82 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 7201at5820           -            178    0.0013   16.7   0.0   3   3   0.00014      0.11   10.5   0.0     4    58   351   404   343   420 0.88 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7201at5820           -            178    0.0023   15.9   0.7   1   2   1.8e-05     0.014   13.4   0.1     4    60   103   155   100   163 0.85 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7201at5820           -            178    0.0023   15.9   0.7   2   2      0.32   2.5e+02   -0.5   0.0     3    48   275   317   263   321 0.72 -
GCA_040114635.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 7201at5820           -            178    0.0033   15.4   0.2   1   2   6.1e-05     0.048   11.6   0.1     4    80   271   353   268   361 0.71 -
GCA_040114635.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 7201at5820           -            178    0.0033   15.4   0.2   2   2    0.0046       3.6    5.5   0.0     8    55   319   365   318   382 0.88 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7201at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7201at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7201at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:17:38 2026
# [ok]
