#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1413200|PVP01_1413200.1|unknown -            297 9476at5820           -            246  5.4e-126  417.6  26.7   1   1  4.3e-129  6.8e-126  417.3  26.7     1   246    33   297    33   297 0.95 -
GCA_040114635.1|PVP01_1439800|PVP01_1439800.1|unknown -            836 9476at5820           -            246   1.3e-07   30.0  40.7   1   5       0.1   1.6e+02    0.2   0.1    97   128    81   112    58   117 0.78 -
GCA_040114635.1|PVP01_1439800|PVP01_1439800.1|unknown -            836 9476at5820           -            246   1.3e-07   30.0  40.7   2   5   5.5e-07   0.00086   17.4   1.2    38   125    96   183    72   189 0.83 -
GCA_040114635.1|PVP01_1439800|PVP01_1439800.1|unknown -            836 9476at5820           -            246   1.3e-07   30.0  40.7   3   5   0.00011      0.17    9.9   2.0    62   115   194   247   186   250 0.90 -
GCA_040114635.1|PVP01_1439800|PVP01_1439800.1|unknown -            836 9476at5820           -            246   1.3e-07   30.0  40.7   4   5    0.0046       7.2    4.6   5.8    32   138   241   349   237   359 0.76 -
GCA_040114635.1|PVP01_1439800|PVP01_1439800.1|unknown -            836 9476at5820           -            246   1.3e-07   30.0  40.7   5   5   4.9e-05     0.077   11.0  10.6   101   211   377   494   364   505 0.76 -
GCA_040114635.1|PVP01_1444700|PVP01_1444700.1|unknown -           1233 9476at5820           -            246    0.0016   16.6   0.8   1   1   2.4e-06    0.0037   15.3   0.8    59   139   403   485   401   503 0.89 -
GCA_040114635.1|PVP01_0822200|PVP01_0822200.1|unknown -            634 9476at5820           -            246    0.0017   16.5   5.2   1   3    0.0089        14    3.6   0.1    60   126   177   243   163   252 0.91 -
GCA_040114635.1|PVP01_0822200|PVP01_0822200.1|unknown -            634 9476at5820           -            246    0.0017   16.5   5.2   2   3   9.3e-06     0.015   13.4   0.3    55   149   350   444   308   462 0.80 -
GCA_040114635.1|PVP01_0822200|PVP01_0822200.1|unknown -            634 9476at5820           -            246    0.0017   16.5   5.2   3   3      0.21   3.4e+02   -0.9   0.1   136   169   522   555   514   567 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9476at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:23:13 2026
# [ok]
