#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1202600|PVP01_1202600.1|unknown -            466 7562at5820           -            393  3.1e-176  584.5  31.3   1   1    6e-178  1.7e-175  582.0  31.3     1   393     1   466     1   466 0.90 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 7562at5820           -            393   5.4e-20   70.1   4.4   1   3   7.9e-07   0.00023   18.6   0.1    82   175   232   332   211   343 0.82 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 7562at5820           -            393   5.4e-20   70.1   4.4   2   3     2e-14   5.7e-12   43.7   0.3    75   146   354   425   339   459 0.91 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 7562at5820           -            393   5.4e-20   70.1   4.4   3   3    0.0016      0.46    7.8   0.0    99   133   463   497   450   498 0.92 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7562at5820           -            393   9.8e-18   62.6   8.5   1   4   6.5e-08   1.8e-05   22.2   0.0   101   173   117   193   102   211 0.87 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7562at5820           -            393   9.8e-18   62.6   8.5   2   4   3.9e-08   1.1e-05   22.9   2.5   100   195   362   460   341   468 0.74 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7562at5820           -            393   9.8e-18   62.6   8.5   3   4   8.2e-06    0.0023   15.3   0.1    82   174   469   567   462   571 0.81 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7562at5820           -            393   9.8e-18   62.6   8.5   4   4       1.6   4.6e+02   -2.1   0.0   101   133   626   658   620   659 0.92 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7562at5820           -            393   1.4e-14   52.2   4.6   1   5      0.28        81    0.4   0.0   116   135    32    51    17    57 0.85 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7562at5820           -            393   1.4e-14   52.2   4.6   2   5   0.00084      0.24    8.7   0.0   100   136    65   101    59   105 0.91 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7562at5820           -            393   1.4e-14   52.2   4.6   3   5   6.7e-11   1.9e-08   32.0   0.1    94   175   101   189    99   193 0.84 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7562at5820           -            393   1.4e-14   52.2   4.6   4   5   0.00038      0.11    9.8   0.1    99   181   193   277   189   286 0.85 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7562at5820           -            393   1.4e-14   52.2   4.6   5   5      0.48   1.4e+02   -0.4   0.0   159   175   303   319   292   321 0.80 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 7562at5820           -            393   3.4e-13   47.7  26.1   1   3     2e-10   5.7e-08   30.5   0.6    58   174   357   479   352   485 0.89 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 7562at5820           -            393   3.4e-13   47.7  26.1   2   3   1.1e-08   3.1e-06   24.7   0.0    97   146   482   531   473   535 0.87 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 7562at5820           -            393   3.4e-13   47.7  26.1   3   3   0.00075      0.21    8.8   2.2   102   186   529   622   528   635 0.72 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7562at5820           -            393     5e-09   34.0  12.1   1   4    0.0096       2.8    5.2   0.6   102   142    33    72    24   112 0.62 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7562at5820           -            393     5e-09   34.0  12.1   2   4   3.1e-05    0.0089   13.4   1.2    98   147   114   162   109   193 0.83 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7562at5820           -            393     5e-09   34.0  12.1   3   4    0.0019      0.54    7.5   0.2   101   163   199   261   185   286 0.78 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7562at5820           -            393     5e-09   34.0  12.1   4   4   4.6e-05     0.013   12.8   0.0    61   130   250   319   245   323 0.79 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 7562at5820           -            393   1.7e-08   32.2  20.0   1   5   6.2e-07   0.00018   19.0   0.3    77   172    22   121     3   125 0.83 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 7562at5820           -            393   1.7e-08   32.2  20.0   2   5     7e-05      0.02   12.2   0.6   101   173    88   164    86   173 0.87 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 7562at5820           -            393   1.7e-08   32.2  20.0   3   5    0.0002     0.057   10.7   0.2   102   157   247   304   239   308 0.92 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 7562at5820           -            393   1.7e-08   32.2  20.0   4   5   2.4e-06   0.00068   17.1   0.1   100   166   289   359   287   371 0.77 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 7562at5820           -            393   1.7e-08   32.2  20.0   5   5      0.37     1e+02   -0.0   2.4   166   204   610   653   545   675 0.68 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 7562at5820           -            393   3.1e-08   31.3   2.4   1   3   1.1e-10   3.1e-08   31.3   2.4    98   214     9   136     4   143 0.83 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 7562at5820           -            393   3.1e-08   31.3   2.4   2   3      0.65   1.9e+02   -0.8   0.1   149   242   149   210   139   218 0.47 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 7562at5820           -            393   3.1e-08   31.3   2.4   3   3       1.6   4.7e+02   -2.2   1.4   198   275   250   330   235   344 0.65 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 7562at5820           -            393   1.5e-07   29.1  11.6   1   4       4.5   1.3e+03   -3.6   0.6   251   293    91   134    88   144 0.61 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 7562at5820           -            393   1.5e-07   29.1  11.6   2   4   3.3e-06   0.00093   16.6   0.3   100   176   317   397   292   401 0.83 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 7562at5820           -            393   1.5e-07   29.1  11.6   3   4   5.6e-07   0.00016   19.1   0.1    99   157   400   458   394   475 0.90 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 7562at5820           -            393   1.5e-07   29.1  11.6   4   4      0.84   2.4e+02   -1.2   0.1    73   134   504   573   487   581 0.66 -
GCA_040114635.1|PVP01_1259000|PVP01_1259000.1|unknown -           1228 7562at5820           -            393   1.6e-06   25.7   1.2   1   1   8.6e-09   2.5e-06   25.1   1.2    74   151    77   154    17   160 0.91 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 7562at5820           -            393   2.2e-06   25.3   7.5   1   4   1.3e-05    0.0039   14.6   0.1    93   137    53    98    44   101 0.86 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 7562at5820           -            393   2.2e-06   25.3   7.5   2   4   0.00019     0.054   10.8   0.1    99   138   102   141    98   146 0.94 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 7562at5820           -            393   2.2e-06   25.3   7.5   3   4       1.1   3.1e+02   -1.6   0.0   102   133   338   369   270   380 0.63 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 7562at5820           -            393   2.2e-06   25.3   7.5   4   4      0.11        30    1.7   0.2   114   134   393   413   381   418 0.87 -
GCA_040114635.1|PVP01_0704300|PVP01_0704300.1|unknown -           1013 7562at5820           -            393   6.7e-06   23.7   7.2   1   5     0.022       6.3    4.0   7.6    82   189    33   148     4   179 0.47 -
GCA_040114635.1|PVP01_0704300|PVP01_0704300.1|unknown -           1013 7562at5820           -            393   6.7e-06   23.7   7.2   2   5     0.028       7.9    3.7   0.3   101   140   185   226   178   229 0.84 -
GCA_040114635.1|PVP01_0704300|PVP01_0704300.1|unknown -           1013 7562at5820           -            393   6.7e-06   23.7   7.2   3   5   2.3e-08   6.7e-06   23.7   7.2    95   159   223   287   210   336 0.72 -
GCA_040114635.1|PVP01_0704300|PVP01_0704300.1|unknown -           1013 7562at5820           -            393   6.7e-06   23.7   7.2   4   5     0.004       1.1    6.4   3.1   172   251   421   498   411   604 0.73 -
GCA_040114635.1|PVP01_0704300|PVP01_0704300.1|unknown -           1013 7562at5820           -            393   6.7e-06   23.7   7.2   5   5         1     3e+02   -1.5   0.2   364   390   834   860   828   929 0.84 -
GCA_040114635.1|PVP01_1468300|PVP01_1468300.1|unknown -            565 7562at5820           -            393   8.2e-06   23.4   0.1   1   1   6.7e-08   1.9e-05   22.2   0.1   100   176    68   158    51   166 0.71 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 7562at5820           -            393   2.3e-05   21.9  13.9   1   5     0.069        20    2.4   0.3   132   175   222   267   200   289 0.58 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 7562at5820           -            393   2.3e-05   21.9  13.9   2   5       3.4   9.8e+02   -3.2   0.2   261   281   390   410   386   427 0.80 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 7562at5820           -            393   2.3e-05   21.9  13.9   3   5       2.2   6.4e+02   -2.6   0.2    19    65   476   527   470   532 0.56 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 7562at5820           -            393   2.3e-05   21.9  13.9   4   5    0.0016      0.45    7.8   1.1    99   155   591   649   573   682 0.74 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 7562at5820           -            393   2.3e-05   21.9  13.9   5   5   7.9e-08   2.3e-05   21.9  13.9   101   314   707   933   700   940 0.80 -
