#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1266300|PVP01_1266300.1|unknown -            763 6648at5820           -            520  5.9e-196  650.5  25.8   1   1  6.7e-196    7e-193  640.3  25.8     1   520     1   763     1   763 0.89 -
GCA_040114635.1|PVP01_0920100|PVP01_0920100.1|unknown -            478 6648at5820           -            520   4.5e-12   43.7  13.4   1   3   4.3e-15   4.5e-12   43.7  13.4    52   259    56   281     5   325 0.77 -
GCA_040114635.1|PVP01_0920100|PVP01_0920100.1|unknown -            478 6648at5820           -            520   4.5e-12   43.7  13.4   2   3      0.12   1.3e+02   -0.6   0.3   376   433   357   414   290   426 0.57 -
GCA_040114635.1|PVP01_0920100|PVP01_0920100.1|unknown -            478 6648at5820           -            520   4.5e-12   43.7  13.4   3   3      0.16   1.7e+02   -1.1   0.4   473   513   429   470   359   477 0.60 -
GCA_040114635.1|PVP01_1412400|PVP01_1412400.1|unknown -            458 6648at5820           -            520     8e-11   39.6  28.5   1   4     3e-08   3.2e-05   21.1  14.4     3   160     6   159     4   162 0.79 -
GCA_040114635.1|PVP01_1412400|PVP01_1412400.1|unknown -            458 6648at5820           -            520     8e-11   39.6  28.5   2   4   3.9e-10   4.1e-07   27.4   0.1   184   251   155   223   148   231 0.89 -
GCA_040114635.1|PVP01_1412400|PVP01_1412400.1|unknown -            458 6648at5820           -            520     8e-11   39.6  28.5   3   4     0.039        41    1.0   1.6   273   345   281   348   257   423 0.56 -
GCA_040114635.1|PVP01_1412400|PVP01_1412400.1|unknown -            458 6648at5820           -            520     8e-11   39.6  28.5   4   4     0.096     1e+02   -0.3   0.4   404   429   362   387   356   457 0.55 -
GCA_040114635.1|PVP01_1437100|PVP01_1437100.1|unknown -            611 6648at5820           -            520   4.2e-09   33.9  80.6   1   3   6.6e-09   6.9e-06   23.3  53.8     1   248     2   304     2   308 0.76 -
GCA_040114635.1|PVP01_1437100|PVP01_1437100.1|unknown -            611 6648at5820           -            520   4.2e-09   33.9  80.6   2   3     0.073        77    0.1   0.6   256   348   371   456   358   463 0.51 -
GCA_040114635.1|PVP01_1437100|PVP01_1437100.1|unknown -            611 6648at5820           -            520   4.2e-09   33.9  80.6   3   3   2.8e-07   0.00029   18.0  12.6   385   511   466   603   451   609 0.80 -
GCA_040114635.1|PVP01_0918700|PVP01_0918700.1|unknown -            155 6648at5820           -            520   1.9e-06   25.2   0.5   1   1   1.8e-09   1.9e-06   25.2   0.5    57   144    61   145     6   153 0.80 -
GCA_040114635.1|PVP01_0531600|PVP01_0531600.1|unknown -            146 6648at5820           -            520    0.0041   14.2   8.1   1   1   4.3e-06    0.0045   14.0   8.1     7   129     8   132     2   141 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6648at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6648at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6648at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:15:02 2026
# [ok]
