#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1434300|PVP01_1434300.1|unknown -             68 15483at5820          -             56   8.1e-34  113.7   6.1   1   1   6.6e-37     1e-33  113.4   6.1     1    56     7    67     7    67 0.95 -
GCA_040114635.1|PVP01_1424200|PVP01_1424200.1|unknown -             98 15483at5820          -             56   0.00096   17.4   2.3   1   2      0.02        31    2.9   0.6    17    42     7    27     4    47 0.74 -
GCA_040114635.1|PVP01_1424200|PVP01_1424200.1|unknown -             98 15483at5820          -             56   0.00096   17.4   2.3   2   2     1e-05     0.016   13.5   0.0     8    38    58    89    53    94 0.87 -
GCA_040114635.1|PVP01_1340100|PVP01_1340100.1|unknown -            340 15483at5820          -             56      0.56    8.5   6.3   1   5       0.4   6.3e+02   -1.2   0.0    22    34   130   142   121   146 0.83 -
GCA_040114635.1|PVP01_1340100|PVP01_1340100.1|unknown -            340 15483at5820          -             56      0.56    8.5   6.3   2   5       1.7   2.6e+03   -3.2   0.0    12    26   170   184   164   188 0.73 -
GCA_040114635.1|PVP01_1340100|PVP01_1340100.1|unknown -            340 15483at5820          -             56      0.56    8.5   6.3   3   5      0.15   2.3e+02    0.2   0.1    35    55   249   269   245   270 0.84 -
GCA_040114635.1|PVP01_1340100|PVP01_1340100.1|unknown -            340 15483at5820          -             56      0.56    8.5   6.3   4   5      0.83   1.3e+03   -2.2   0.0    17    25   273   281   272   283 0.85 -
GCA_040114635.1|PVP01_1340100|PVP01_1340100.1|unknown -            340 15483at5820          -             56      0.56    8.5   6.3   5   5   0.00043      0.67    8.3   0.2    19    34   287   302   278   306 0.89 -
GCA_040114635.1|PVP01_0915500|PVP01_0915500.1|unknown -            394 15483at5820          -             56       1.8    6.9   7.7   1   2   0.00028      0.44    8.9   2.8     2    23    81   102    80   105 0.90 -
GCA_040114635.1|PVP01_0915500|PVP01_0915500.1|unknown -            394 15483at5820          -             56       1.8    6.9   7.7   2   2       0.4   6.3e+02   -1.2   0.2    13    20   142   149   131   151 0.68 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/15483at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/15483at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/15483at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:01:37 2026
# [ok]
