#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1146500|PVP01_1146500.1|unknown -            975 2651at5820           -            741  2.9e-200  665.6  13.6   1   1  6.1e-203  3.8e-200  665.2  13.6    12   325    90   404    78   417 0.97 -
GCA_040114635.1|PVP01_1451200|PVP01_1451200.1|unknown -            763 2651at5820           -            741  2.9e-126  421.0  17.0   1   1  8.5e-129  5.3e-126  420.1  17.0    16   730    36   753    31   761 0.89 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown -           1101 2651at5820           -            741   1.1e-40  138.0  13.2   1   5   4.3e-36   2.7e-33  113.6   0.3    21   191    25   189    16   202 0.92 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown -           1101 2651at5820           -            741   1.1e-40  138.0  13.2   2   5     0.003       1.9    5.0   0.0   231   289   290   348   275   354 0.84 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown -           1101 2651at5820           -            741   1.1e-40  138.0  13.2   3   5    0.0018       1.1    5.7   0.1   338   423   449   533   439   535 0.84 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown -           1101 2651at5820           -            741   1.1e-40  138.0  13.2   4   5   0.00039      0.25    7.9   0.7   424   512   636   723   627   743 0.84 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown -           1101 2651at5820           -            741   1.1e-40  138.0  13.2   5   5   6.3e-05      0.04   10.5   0.1   642   726  1009  1098   987  1100 0.83 -
GCA_040114635.1|PVP01_1255900|PVP01_1255900.1|unknown -            832 2651at5820           -            741   3.5e-39  133.0   0.3   1   3   1.5e-27   9.6e-25   85.3   0.7    18   200    16   200     1   231 0.84 -
GCA_040114635.1|PVP01_1255900|PVP01_1255900.1|unknown -            832 2651at5820           -            741   3.5e-39  133.0   0.3   2   3   4.9e-11   3.1e-08   30.7   0.0   369   520   406   560   304   569 0.72 -
GCA_040114635.1|PVP01_1255900|PVP01_1255900.1|unknown -            832 2651at5820           -            741   3.5e-39  133.0   0.3   3   3   1.5e-05    0.0097   12.6   0.0   647   717   712   783   660   797 0.79 -
GCA_040114635.1|PVP01_1424700|PVP01_1424700.1|unknown -            771 2651at5820           -            741   2.2e-31  107.2  10.1   1   3   2.7e-25   1.7e-22   77.8   1.9     4   158    92   234    90   256 0.90 -
GCA_040114635.1|PVP01_1424700|PVP01_1424700.1|unknown -            771 2651at5820           -            741   2.2e-31  107.2  10.1   2   3   1.5e-08   9.4e-06   22.5   0.3   343   499   370   541   352   558 0.71 -
GCA_040114635.1|PVP01_1424700|PVP01_1424700.1|unknown -            771 2651at5820           -            741   2.2e-31  107.2  10.1   3   3   4.1e-05     0.026   11.2   0.1   648   726   561   639   553   648 0.90 -
GCA_040114635.1|PVP01_0803600|PVP01_0803600.1|unknown -           1250 2651at5820           -            741   7.6e-10   36.0   1.5   1   3   1.9e-09   1.2e-06   25.5   1.1    89   177   319   407   301   475 0.83 -
GCA_040114635.1|PVP01_0803600|PVP01_0803600.1|unknown -           1250 2651at5820           -            741   7.6e-10   36.0   1.5   2   3    0.0051       3.2    4.2   0.0   449   521   820   892   802   923 0.79 -
GCA_040114635.1|PVP01_0803600|PVP01_0803600.1|unknown -           1250 2651at5820           -            741   7.6e-10   36.0   1.5   3   3     0.021        13    2.2   0.0   600   728  1057  1188  1037  1195 0.78 -
GCA_040114635.1|PVP01_1223900|PVP01_1223900.1|unknown -            456 2651at5820           -            741   7.9e-10   36.0   0.2   1   1   2.2e-12   1.4e-09   35.2   0.2    21   158    72   201    64   218 0.83 -
GCA_040114635.1|PVP01_1114800|PVP01_1114800.1|unknown -            443 2651at5820           -            741   5.5e-07   26.6   0.5   1   1   1.3e-09   7.9e-07   26.1   0.5    22   173     8   172     3   195 0.72 -
GCA_040114635.1|PVP01_1114900|PVP01_1114900.1|unknown -            443 2651at5820           -            741   5.5e-07   26.6   0.5   1   1   1.3e-09   7.9e-07   26.1   0.5    22   173     8   172     3   195 0.72 -
GCA_040114635.1|PVP01_0924000|PVP01_0924000.1|unknown -            547 2651at5820           -            741   2.3e-05   21.2   0.4   1   1   5.7e-08   3.6e-05   20.6   0.4    11   174   101   279    96   318 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2651at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2651at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2651at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:07:51 2026
# [ok]
