#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13693at5820          -            216  2.1e-125  415.1  39.6   1   1    1e-127  2.1e-125  415.1  39.6     1   215    84   309    84   311 0.97 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13693at5820          -            216   2.4e-32  110.9   7.9   1   4   6.5e-09   1.3e-06   26.7   0.0     7    76    16    85    12    96 0.94 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13693at5820          -            216   2.4e-32  110.9   7.9   2   4   3.7e-09   7.6e-07   27.5   0.6     6    80   103   176    98   190 0.88 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13693at5820          -            216   2.4e-32  110.9   7.9   3   4   1.3e-07   2.6e-05   22.5   0.5     7    78   193   263   185   280 0.80 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13693at5820          -            216   2.4e-32  110.9   7.9   4   4   1.7e-11   3.5e-09   35.2   0.0     2    87   444   528   443   535 0.93 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13693at5820          -            216   2.4e-14   52.0   0.6   1   3   3.5e-06   0.00071   17.8   0.0     9    69    90   150    87   159 0.89 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13693at5820          -            216   2.4e-14   52.0   0.6   2   3   3.6e-07   7.2e-05   21.0   0.0     5    83   185   264   181   337 0.86 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13693at5820          -            216   2.4e-14   52.0   0.6   3   3    0.0012      0.24    9.6   0.0     7    89   372   454   369   473 0.83 -
GCA_040114635.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 13693at5820          -            216   5.7e-13   47.5   0.9   1   1   3.2e-15   6.5e-13   47.3   0.9     4    94     5    95     2   114 0.87 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   6.4e-13   47.4   0.2   1   4       4.5   9.1e+02   -2.2   0.8   147   168    10    32     3    49 0.47 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   6.4e-13   47.4   0.2   2   4   0.00019     0.038   12.2   0.0     9    72    89   151    84   161 0.81 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   6.4e-13   47.4   0.2   3   4   3.1e-13   6.3e-11   40.9   0.1     7    81   170   242   166   251 0.87 -
