#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 7976at5820           -            295    3e-144  478.4  23.1   1   1  4.6e-147  3.6e-144  478.1  23.1     1   295    36   374    36   374 0.94 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 7976at5820           -            295   4.4e-57  192.2  54.3   1   6   9.1e-10   7.2e-07   27.4   2.4   216   270    97   154    84   155 0.82 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 7976at5820           -            295   4.4e-57  192.2  54.3   2   6   1.7e-18   1.4e-15   56.0   5.9   206   274   145   219   137   225 0.82 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 7976at5820           -            295   4.4e-57  192.2  54.3   3   6   1.2e-09   9.3e-07   27.0   0.4   218   273   222   279   216   284 0.84 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 7976at5820           -            295   4.4e-57  192.2  54.3   4   6   3.4e-13   2.6e-10   38.7   4.9   168   267   288   407   285   418 0.75 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 7976at5820           -            295   4.4e-57  192.2  54.3   5   6     2e-16   1.6e-13   49.2  11.6    37   128   891   987   878  1004 0.83 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 7976at5820           -            295   4.4e-57  192.2  54.3   6   6   7.9e-07   0.00062   17.7   0.1    76   135  1007  1072   995  1080 0.77 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 7976at5820           -            295   6.9e-50  168.6  57.9   1   4    0.0031       2.4    6.0   0.2    55    74   207   226   200   231 0.81 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 7976at5820           -            295   6.9e-50  168.6  57.9   2   4   5.4e-28   4.3e-25   87.2  18.5     1   135   213   359   213   362 0.86 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 7976at5820           -            295   6.9e-50  168.6  57.9   3   4   2.2e-22   1.7e-19   68.8  15.4    19   128   359   475   358   477 0.91 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 7976at5820           -            295   6.9e-50  168.6  57.9   4   4   6.3e-14   4.9e-11   41.1   8.0    39   115   443   520   435   531 0.87 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 7976at5820           -            295   4.6e-32  110.1  35.3   1   4     7e-13   5.5e-10   37.6   3.5    44   137   181   281   158   293 0.79 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 7976at5820           -            295   4.6e-32  110.1  35.3   2   4   8.7e-11   6.8e-08   30.7   2.9    38   246   317   370   288   375 0.57 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 7976at5820           -            295   4.6e-32  110.1  35.3   3   4   9.9e-19   7.8e-16   56.8   7.4    10   130   350   483   349   488 0.83 -
