#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1212200|PVP01_1212200.1|unknown -            817 3060at5820           -            709    6e-138  459.7  15.3   1   1  1.3e-139  1.6e-136  455.0  15.3    10   706    32   814    26   817 0.82 -
GCA_040114635.1|PVP01_1225400|PVP01_1225400.1|unknown -           1974 3060at5820           -            709   4.2e-67  225.5   8.1   1   2   2.8e-40   3.5e-37  126.6   0.0    54   249    50   273    28   284 0.80 -
GCA_040114635.1|PVP01_1225400|PVP01_1225400.1|unknown -           1974 3060at5820           -            709   4.2e-67  225.5   8.1   2   2   3.4e-31   4.3e-28   96.6   5.5   261   601   348   734   339   747 0.75 -
GCA_040114635.1|PVP01_1030300|PVP01_1030300.1|unknown -            800 3060at5820           -            709   1.4e-54  184.2   6.7   1   1   1.4e-57   1.7e-54  183.8   6.7     1    98    10   114    10   117 0.93 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 3060at5820           -            709   2.9e-31  107.1  23.6   1   4   1.6e-11     2e-08   31.6   0.4    29   166    32   187     7   198 0.76 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 3060at5820           -            709   2.9e-31  107.1  23.6   2   4   2.9e-12   3.7e-09   34.0   1.8   176   250   284   359   272   411 0.81 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 3060at5820           -            709   2.9e-31  107.1  23.6   3   4    0.0072       9.1    3.0   0.0   279   318   542   583   536   592 0.82 -
GCA_040114635.1|PVP01_1135200|PVP01_1135200.1|unknown -           1989 3060at5820           -            709   2.9e-31  107.1  23.6   4   4     2e-13   2.5e-10   37.9   4.8   391   531   718   888   712   896 0.76 -
GCA_040114635.1|PVP01_1448000|PVP01_1448000.1|unknown -           1858 3060at5820           -            709   4.9e-22   76.6   4.3   1   3   6.7e-08   8.4e-05   19.6   0.2    60   118    89   148    55   161 0.85 -
GCA_040114635.1|PVP01_1448000|PVP01_1448000.1|unknown -           1858 3060at5820           -            709   4.9e-22   76.6   4.3   2   3     5e-07   0.00062   16.7   0.1   122   165   179   222   176   237 0.90 -
GCA_040114635.1|PVP01_1448000|PVP01_1448000.1|unknown -           1858 3060at5820           -            709   4.9e-22   76.6   4.3   3   3   3.3e-14   4.2e-11   40.4   0.0   180   318   265   428   253   441 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3060at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3060at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3060at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:05:39 2026
# [ok]
