#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1416900|PVP01_1416900.1|unknown -            341 3113at5820           -            540   1.3e-16   58.8   0.7   1   1   4.4e-18   1.1e-15   55.7   0.7   139   378    20   232     8   245 0.80 -
GCA_040114635.1|PVP01_1317900|PVP01_1317900.1|unknown -            706 3113at5820           -            540     8e-13   46.2   1.5   1   3   1.7e-05    0.0042   14.2   0.4   148   220    19    88     8   103 0.84 -
GCA_040114635.1|PVP01_1317900|PVP01_1317900.1|unknown -            706 3113at5820           -            540     8e-13   46.2   1.5   2   3   4.2e-09   1.1e-06   26.0   0.0   278   380   120   220   102   236 0.82 -
GCA_040114635.1|PVP01_1317900|PVP01_1317900.1|unknown -            706 3113at5820           -            540     8e-13   46.2   1.5   3   3     0.031       7.8    3.4   0.0   510   534   278   302   227   310 0.81 -
GCA_040114635.1|PVP01_1416000|PVP01_1416000.1|unknown -            368 3113at5820           -            540   8.7e-13   46.1   5.6   1   2     0.011       2.7    4.9   1.2   148   209   107   172    91   208 0.64 -
GCA_040114635.1|PVP01_1416000|PVP01_1416000.1|unknown -            368 3113at5820           -            540   8.7e-13   46.1   5.6   2   2   3.1e-14   7.9e-12   43.0   0.3   279   376   210   301   199   338 0.87 -
GCA_040114635.1|PVP01_1115000|PVP01_1115000.1|unknown -            288 3113at5820           -            540   5.1e-12   43.6   0.8   1   3   0.00023     0.057   10.4   0.4   149   211     4    62     2    76 0.80 -
GCA_040114635.1|PVP01_1115000|PVP01_1115000.1|unknown -            288 3113at5820           -            540   5.1e-12   43.6   0.8   2   3   1.1e-09   2.8e-07   27.9   0.0   278   381   102   198    95   219 0.85 -
GCA_040114635.1|PVP01_1115000|PVP01_1115000.1|unknown -            288 3113at5820           -            540   5.1e-12   43.6   0.8   3   3     0.087        22    1.9   0.0   514   540   257   286   251   286 0.78 -
GCA_040114635.1|PVP01_0407500|PVP01_0407500.1|unknown -            526 3113at5820           -            540     4e-11   40.7   6.3   1   3     0.046        11    2.8   1.7   152   236    59   146    44   167 0.67 -
GCA_040114635.1|PVP01_0407500|PVP01_0407500.1|unknown -            526 3113at5820           -            540     4e-11   40.7   6.3   2   3   2.9e-11   7.2e-09   33.2   0.0   280   380   172   265   160   290 0.81 -
GCA_040114635.1|PVP01_0407500|PVP01_0407500.1|unknown -            526 3113at5820           -            540     4e-11   40.7   6.3   3   3    0.0071       1.8    5.5   0.0   512   534   298   320   293   327 0.89 -
GCA_040114635.1|PVP01_0827800|PVP01_0827800.1|unknown -            494 3113at5820           -            540   1.7e-09   35.2   0.4   1   2    0.0014      0.36    7.8   1.4   134   208   106   186   101   210 0.65 -
