#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5643at5820           -            472  1.2e-282  936.1   9.3   1   1  4.8e-285  1.7e-282  935.6   9.3     1   472     1   497     1   497 0.96 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.7e-21   75.0   5.3   1   4         2   6.9e+02   -2.8   5.1    96   185    54   145    43   207 0.69 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.7e-21   75.0   5.3   2   4     5e-08   1.8e-05   22.2   0.0   342   396   296   353   284   355 0.89 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.7e-21   75.0   5.3   3   4   5.2e-10   1.8e-07   28.8   0.0   228   319   352   440   352   443 0.90 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.7e-21   75.0   5.3   4   4   1.2e-13   4.2e-11   40.7   1.2   238   362   404   529   402   575 0.76 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472   3.2e-20   70.8  13.6   1   4   1.5e-11   5.3e-09   33.8   0.1   360   454   113   215    89   221 0.81 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472   3.2e-20   70.8  13.6   2   4   2.6e-10   9.2e-08   29.7   1.8   214   394   341   523   337   534 0.77 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472   3.2e-20   70.8  13.6   3   4    0.0024      0.85    6.7   0.1   371   396   542   567   531   575 0.82 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472   3.2e-20   70.8  13.6   4   4    0.0028      0.98    6.5   0.1   364   394   626   659   609   660 0.79 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5643at5820           -            472   2.7e-19   67.7   9.7   1   3   4.4e-11   1.5e-08   32.3   1.3   269   411    20   163    15   175 0.79 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5643at5820           -            472   2.7e-19   67.7   9.7   2   3   1.9e-07   6.8e-05   20.3   0.1   338   396   173   234   162   245 0.83 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5643at5820           -            472   2.7e-19   67.7   9.7   3   3   1.8e-07   6.3e-05   20.4   0.1   334   393   261   322   252   324 0.82 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5643at5820           -            472   1.6e-16   58.6   3.7   1   3   2.1e-11   7.3e-09   33.4   3.3   239   397    18   189    13   196 0.70 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5643at5820           -            472   1.6e-16   58.6   3.7   2   3   2.3e-07     8e-05   20.0   0.0   347   437   178   277   164   288 0.75 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5643at5820           -            472   1.6e-16   58.6   3.7   3   3     0.019       6.5    3.8   0.0   336   359   297   320   281   322 0.84 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 5643at5820           -            472   6.3e-16   56.6   4.5   1   2      0.61   2.1e+02   -1.2   9.8   103   157   199   254   176   310 0.77 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 5643at5820           -            472   6.3e-16   56.6   4.5   2   2   1.8e-18   6.3e-16   56.6   4.5   207   433   373   608   363   618 0.84 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 5643at5820           -            472   1.2e-13   49.1  11.8   1   3   2.1e-10   7.3e-08   30.1   0.5   213   316    65   165     6   181 0.88 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 5643at5820           -            472   1.2e-13   49.1  11.8   2   3   8.3e-08   2.9e-05   21.5   0.2   237   356   247   366   232   371 0.78 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 5643at5820           -            472   1.2e-13   49.1  11.8   3   3     0.045        16    2.6   1.0   280   390   543   652   514   684 0.77 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5643at5820           -            472   4.8e-10   37.2  20.8   1   3       5.9   2.1e+03   -4.4   0.8   148   208   229   289   200   293 0.60 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5643at5820           -            472   4.8e-10   37.2  20.8   2   3   2.6e-05    0.0092   13.2   0.5   360   427   318   394   313   402 0.81 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5643at5820           -            472   4.8e-10   37.2  20.8   3   3   1.2e-11   4.2e-09   34.1   6.6   206   394   416   612   403   612 0.79 -
GCA_040114635.1|PVP01_1259000|PVP01_1259000.1|unknown -           1228 5643at5820           -            472     1e-07   29.6   0.1   1   1   4.1e-10   1.4e-07   29.1   0.1   308   400    41   143    21   151 0.77 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 5643at5820           -            472   8.6e-07   26.5   0.9   1   2   0.00041      0.14    9.3   0.0   364   397   204   237   155   254 0.84 -
GCA_040114635.1|PVP01_1033200|PVP01_1033200.1|unknown -            944 5643at5820           -            472   8.6e-07   26.5   0.9   2   2   5.2e-06    0.0018   15.6   0.1   342   396   280   339   270   344 0.80 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 5643at5820           -            472     2e-06   25.3   8.8   1   2   4.5e-05     0.016   12.5   0.2   364   398    12    49     3    60 0.59 -
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 5643at5820           -            472     2e-06   25.3   8.8   2   2   6.2e-06    0.0022   15.3   4.2   212   401    73   265    57   277 0.78 -
GCA_040114635.1|PVP01_1448900|PVP01_1448900.1|unknown -            754 5643at5820           -            472     6e-06   23.7   6.9   1   2    0.0049       1.7    5.8   2.1   200   289    16   107     6   141 0.56 -
GCA_040114635.1|PVP01_1448900|PVP01_1448900.1|unknown -            754 5643at5820           -            472     6e-06   23.7   6.9   2   2   4.1e-07   0.00014   19.2   0.1   247   354   188   306   185   311 0.73 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 5643at5820           -            472     7e-06   23.5   2.3   1   2    0.0001     0.036   11.3   0.1   357   400   271   318   259   327 0.77 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 5643at5820           -            472     7e-06   23.5   2.3   2   2     2e-07     7e-05   20.2   0.4   342   405   299   366   296   370 0.82 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 5643at5820           -            472   1.3e-05   22.6   4.5   1   5       2.4   8.5e+02   -3.2   0.0   407   433    19    45    12    70 0.71 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 5643at5820           -            472   1.3e-05   22.6   4.5   2   5      0.21        73    0.4   0.0   263   320   138   197   117   203 0.66 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 5643at5820           -            472   1.3e-05   22.6   4.5   3   5   4.5e-05     0.016   12.5   0.3   326   471   340   477   290   478 0.60 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 5643at5820           -            472   1.3e-05   22.6   4.5   4   5    0.0099       3.5    4.7   0.0   348   396   547   601   523   659 0.75 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 5643at5820           -            472   1.3e-05   22.6   4.5   5   5       0.4   1.4e+02   -0.6   0.0   102   144   736   780   729   849 0.64 -
GCA_040114635.1|PVP01_1225400|PVP01_1225400.1|unknown -           1974 5643at5820           -            472   7.6e-05   20.1   0.5   1   2   2.2e-06   0.00076   16.8   0.1   231   359  1702  1827  1698  1834 0.78 -
GCA_040114635.1|PVP01_1225400|PVP01_1225400.1|unknown -           1974 5643at5820           -            472   7.6e-05   20.1   0.5   2   2      0.25        88    0.1   0.0   215   268  1914  1970  1910  1972 0.78 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 5643at5820           -            472   0.00012   19.5   0.0   1   1   7.3e-07   0.00025   18.4   0.0   368   435   329   407   318   450 0.78 -
GCA_040114635.1|PVP01_0318300|PVP01_0318300.1|unknown -            646 5643at5820           -            472   0.00062   17.1   0.4   1   1   4.9e-06    0.0017   15.6   0.4   313   447   294   434   261   454 0.70 -
GCA_040114635.1|PVP01_0618600|PVP01_0618600.1|unknown -            706 5643at5820           -            472   0.00071   16.9   1.8   1   2   0.00026     0.089   10.0   0.1   238   401   184   223   176   244 0.57 -
GCA_040114635.1|PVP01_0618600|PVP01_0618600.1|unknown -            706 5643at5820           -            472   0.00071   16.9   1.8   2   2    0.0097       3.4    4.8   0.1   372   412   303   344   254   360 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5643at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5643at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5643at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:14:30 2026
# [ok]
