#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 12195at5820          -            218  1.3e-107  356.8  28.6   1   1    3e-110  2.7e-107  355.8  28.6     3   217     7   249     5   250 0.92 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 12195at5820          -            218   1.3e-14   52.7  40.6   1   2   0.00011     0.099   10.6  18.1    76   168    33   136    17   143 0.65 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 12195at5820          -            218   1.3e-14   52.7  40.6   2   2   9.5e-15   8.5e-12   43.5  16.0    39   201   136   306   132   313 0.85 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12195at5820          -            218   6.5e-14   50.5   4.5   1   2     0.037        33    2.4   0.4   109   154    33    74     2    89 0.61 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 12195at5820          -            218   6.5e-14   50.5   4.5   2   2   7.2e-17   6.5e-14   50.5   4.5    91   203    76   191    71   196 0.76 -
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 12195at5820          -            218   4.5e-07   28.1   3.7   1   2    0.0057       5.1    5.0   3.1    89   148    18    79     5    82 0.71 -
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 12195at5820          -            218   4.5e-07   28.1   3.7   2   2     5e-10   4.5e-07   28.1   3.7   128   206    83   159    80   165 0.90 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 12195at5820          -            218   2.7e-05   22.3  15.1   1   4    0.0007      0.63    8.0   0.1   135   174    37    73    21    75 0.82 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 12195at5820          -            218   2.7e-05   22.3  15.1   2   4   0.00095      0.85    7.6   0.6   130   153    76    99    72   117 0.75 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 12195at5820          -            218   2.7e-05   22.3  15.1   3   4     0.001      0.92    7.5   1.4   128   168   117   157    98   162 0.81 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 12195at5820          -            218   2.7e-05   22.3  15.1   4   4    0.0012         1    7.3   0.4   143   198   260   315   247   323 0.73 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 12195at5820          -            218   4.8e-05   21.5   0.2   1   3    0.0029       2.6    6.0   1.3    96   162    24    86     3   104 0.81 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 12195at5820          -            218   4.8e-05   21.5   0.2   2   3   5.4e-08   4.8e-05   21.5   0.2   127   201   100   172    89   179 0.88 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 12195at5820          -            218   4.8e-05   21.5   0.2   3   3       6.6     6e+03   -5.0   5.0    21    41   211   231   186   277 0.62 -
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 12195at5820          -            218      0.19    9.7  10.4   1   1   0.00048      0.43    8.5  10.4    88   198    42   154    13   161 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12195at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12195at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12195at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:56:10 2026
# [ok]
