#                                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1255900|PVP01_1255900.1|unknown     -            832 2097at5820           -            830         0 2007.8   4.5   1   1         0         0 2007.6   4.5     1   830     1   832     1   832 1.00 -
GCA_040114635.1|PVP01_0803600|PVP01_0803600.1|unknown     -           1250 2097at5820           -            830  3.8e-139  463.2   6.0   1   3   1.3e-62   6.3e-60  201.2   3.7    54   464   272   709   256   738 0.89 -
GCA_040114635.1|PVP01_0803600|PVP01_0803600.1|unknown     -           1250 2097at5820           -            830  3.8e-139  463.2   6.0   2   3   5.7e-30   2.8e-27   93.2   0.1   475   596   807   928   796   945 0.93 -
GCA_040114635.1|PVP01_0803600|PVP01_0803600.1|unknown     -           1250 2097at5820           -            830  3.8e-139  463.2   6.0   3   3   2.6e-52   1.2e-49  167.1   0.0   609   799  1001  1195   979  1200 0.93 -
GCA_040114635.1|PVP01_1206500|PVP01_1206500.1|unknown     -           1381 2097at5820           -            830   2.5e-45  152.8   5.8   1   4   1.6e-18   7.7e-16   55.3   0.2    12    77     6    71     1    81 0.91 -
GCA_040114635.1|PVP01_1206500|PVP01_1206500.1|unknown     -           1381 2097at5820           -            830   2.5e-45  152.8   5.8   2   4      0.03        15    1.5   0.0   279   377   389   493   364   533 0.68 -
GCA_040114635.1|PVP01_1206500|PVP01_1206500.1|unknown     -           1381 2097at5820           -            830   2.5e-45  152.8   5.8   3   4   4.8e-13   2.3e-10   37.2   0.3   454   573   702   822   688   835 0.85 -
GCA_040114635.1|PVP01_1206500|PVP01_1206500.1|unknown     -           1381 2097at5820           -            830   2.5e-45  152.8   5.8   4   4   1.9e-19   9.3e-17   58.4   0.0   661   804  1191  1334  1181  1348 0.94 -
GCA_040114635.1|PVP01_1451200|PVP01_1451200.1|unknown     -            763 2097at5820           -            830   1.9e-35  120.2   5.0   1   3   1.1e-21   5.4e-19   65.8   0.3    18   159    40   181    35   197 0.86 -
GCA_040114635.1|PVP01_1451200|PVP01_1451200.1|unknown     -            763 2097at5820           -            830   1.9e-35  120.2   5.0   2   3   1.3e-13   6.2e-11   39.1   0.3   424   590   424   589   316   596 0.83 -
GCA_040114635.1|PVP01_1451200|PVP01_1451200.1|unknown     -            763 2097at5820           -            830   1.9e-35  120.2   5.0   3   3   1.3e-06   0.00064   15.9   0.0   707   786   668   745   608   759 0.83 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown     -           1101 2097at5820           -            830   1.1e-23   81.3   5.5   1   3   1.5e-19   7.5e-17   58.7   0.0    18   212    24   208    15   218 0.84 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown     -           1101 2097at5820           -            830   1.1e-23   81.3   5.5   2   3   3.8e-07   0.00018   17.7   1.1   477   558   650   730   637   750 0.77 -
GCA_040114635.1|PVP01_1453500|PVP01_1453500.1|unknown     -           1101 2097at5820           -            830   1.1e-23   81.3   5.5   3   3    0.0023       1.1    5.2   0.2   695   786   999  1094   913  1099 0.78 -
GCA_040114635.1|PVP01_1146500|PVP01_1146500.1|unknown     -            975 2097at5820           -            830   2.9e-23   79.9   1.4   1   2   6.7e-26   3.3e-23   79.7   0.6    18   181    98   261    88   288 0.84 -
GCA_040114635.1|PVP01_1146500|PVP01_1146500.1|unknown     -            975 2097at5820           -            830   2.9e-23   79.9   1.4   2   2       1.6   7.8e+02   -4.2   0.0   322   345   363   387   359   392 0.78 -
GCA_040114635.1|PVP01_1424700|PVP01_1424700.1|unknown     -            771 2097at5820           -            830   2.4e-20   70.3   0.1   1   2   8.1e-22   3.9e-19   66.2   0.1    12   172   103   252    93   260 0.84 -
GCA_040114635.1|PVP01_1424700|PVP01_1424700.1|unknown     -            771 2097at5820           -            830   2.4e-20   70.3   0.1   2   2     0.028        14    1.6   0.0   710   780   560   629   528   651 0.80 -
GCA_040114635.1|PVP01_1223900|PVP01_1223900.1|unknown     -            456 2097at5820           -            830   1.2e-10   38.2   0.2   1   2   1.5e-12   7.2e-10   35.6   0.1    13   155    66   200    61   226 0.77 -
GCA_040114635.1|PVP01_1223900|PVP01_1223900.1|unknown     -            456 2097at5820           -            830   1.2e-10   38.2   0.2   2   2     0.075        36    0.2   0.0   365   409   271   314   256   338 0.84 -
GCA_040114635.1|PVP01_API02800|PVP01_API02800.1_1|unknown -            409 2097at5820           -            830   3.7e-08   29.9   0.3   1   1   1.1e-10   5.4e-08   29.4   0.3    14   155     7   140     2   176 0.78 -
GCA_040114635.1|PVP01_API02800|PVP01_API02800.1|unknown   -            409 2097at5820           -            830   3.7e-08   29.9   0.3   1   1   1.1e-10   5.4e-08   29.4   0.3    14   155     7   140     2   176 0.78 -
GCA_040114635.1|PVP01_1114800|PVP01_1114800.1|unknown     -            443 2097at5820           -            830   1.9e-05   21.0   0.1   1   1   5.8e-08   2.8e-05   20.4   0.1    13   156     1   158     1   203 0.62 -
GCA_040114635.1|PVP01_1114900|PVP01_1114900.1|unknown     -            443 2097at5820           -            830   1.9e-05   21.0   0.1   1   1   5.8e-08   2.8e-05   20.4   0.1    13   156     1   158     1   203 0.62 -
GCA_040114635.1|PVP01_0204900|PVP01_0204900.1|unknown     -            767 2097at5820           -            830      0.11    8.5   0.9   1   1   0.00044      0.21    7.6   0.6    91   154   120   183    57   192 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2097at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2097at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2097at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:04:49 2026
# [ok]
