#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1111800|PVP01_1111800.1|unknown -            181 13688at5820          -            142   7.5e-88  290.4  11.0   1   1   3.2e-90   9.2e-88  290.1  11.0     1   142    26   176    26   176 0.97 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 13688at5820          -            142   2.3e-15   55.4   1.7   1   2   7.3e-06    0.0021   16.7   0.0    22   109    17   104    10   109 0.88 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 13688at5820          -            142   2.3e-15   55.4   1.7   2   2     2e-12   5.7e-10   37.9   0.5    26   106   108   187   104   202 0.91 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13688at5820          -            142     3e-15   55.1  10.7   1   4   4.2e-06    0.0012   17.4   0.0    27    98    18    89    11   101 0.90 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13688at5820          -            142     3e-15   55.1  10.7   2   4   1.5e-05    0.0042   15.7   0.6    26   110   105   189    87   212 0.79 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13688at5820          -            142     3e-15   55.1  10.7   3   4     0.056        16    4.1   0.5    57    92   222   257   193   265 0.78 -
GCA_040114635.1|PVP01_1442500|PVP01_1442500.1|unknown -            882 13688at5820          -            142     3e-15   55.1  10.7   4   4   1.6e-07   4.6e-05   22.0   0.1    25   105   449   528   426   540 0.88 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13688at5820          -            142   1.8e-11   42.8   0.1   1   3   0.00044      0.13   10.9   0.0    20    89    83   152    75   173 0.91 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13688at5820          -            142   1.8e-11   42.8   0.1   2   3   0.00015     0.043   12.4   0.0    24   100   186   265   167   275 0.87 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 13688at5820          -            142   1.8e-11   42.8   0.1   3   3   1.5e-05    0.0043   15.7   0.0    28   116   375   463   367   479 0.85 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13688at5820          -            142   3.2e-10   38.8  11.7   1   3      0.35     1e+02    1.5   0.7    43   109    36    97     7   122 0.62 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13688at5820          -            142   3.2e-10   38.8  11.7   2   3   1.7e-07   4.9e-05   21.9   0.6    44   100   134   194   130   208 0.76 -
GCA_040114635.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13688at5820          -            142   3.2e-10   38.8  11.7   3   3   2.3e-07   6.6e-05   21.5   0.2    27   101   211   284   205   294 0.85 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13688at5820          -            142   7.7e-09   34.3   0.0   1   2    0.0085       2.4    6.7   0.0    23   106     5    90     2   110 0.81 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13688at5820          -            142   7.7e-09   34.3   0.0   2   2   1.3e-08   3.8e-06   25.6   0.0    39   102   169   231   137   241 0.76 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13688at5820          -            142   1.2e-07   30.4   2.9   1   2     0.017       4.9    5.8   0.0    54    84   116   145    87   161 0.71 -
GCA_040114635.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13688at5820          -            142   1.2e-07   30.4   2.9   2   2   5.2e-08   1.5e-05   23.6   1.7    25   123   170   272   157   284 0.75 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13688at5820          -            142   4.4e-07   28.6   0.8   1   2   8.6e-06    0.0025   16.4   0.1    22    77   115   170    99   192 0.83 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13688at5820          -            142   4.4e-07   28.6   0.8   2   2   0.00056      0.16   10.6   0.1    25   112   202   287   191   302 0.84 -
GCA_040114635.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13688at5820          -            142   1.4e-06   27.0   1.2   1   2   4.7e-09   1.4e-06   27.0   1.2    22   104    86   169    75   199 0.83 -
GCA_040114635.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13688at5820          -            142   1.4e-06   27.0   1.2   2   2       5.9   1.7e+03   -2.5   0.4   120   139   240   259   229   295 0.65 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 13688at5820          -            142   6.1e-06   24.9   5.1   1   3     0.082        24    3.5   0.1    26    84    87   145    76   165 0.81 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 13688at5820          -            142   6.1e-06   24.9   5.1   2   3   3.8e-06    0.0011   17.6   0.8    17   106   176   267   162   286 0.82 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 13688at5820          -            142   6.1e-06   24.9   5.1   3   3   4.1e-06    0.0012   17.5   0.2    27   103   400   476   395   500 0.83 -
GCA_040114635.1|PVP01_0820700|PVP01_0820700.1|unknown -            299 13688at5820          -            142   1.4e-05   23.7   2.3   1   2   5.4e-08   1.5e-05   23.6   0.0    19    99    30   110    18   123 0.89 -
GCA_040114635.1|PVP01_0820700|PVP01_0820700.1|unknown -            299 13688at5820          -            142   1.4e-05   23.7   2.3   2   2       3.9   1.1e+03   -1.9   1.1    90   112   215   237   181   257 0.70 -
GCA_040114635.1|PVP01_0907900|PVP01_0907900.1|unknown -            754 13688at5820          -            142   3.7e-05   22.4   0.7   1   2       3.1   8.8e+02   -1.6   0.9   110   129   278   297   267   353 0.47 -
GCA_040114635.1|PVP01_0907900|PVP01_0907900.1|unknown -            754 13688at5820          -            142   3.7e-05   22.4   0.7   2   2   1.3e-07   3.7e-05   22.4   0.7    16   105   358   442   342   447 0.82 -
GCA_040114635.1|PVP01_1016700|PVP01_1016700.1|unknown -            314 13688at5820          -            142   4.6e-05   22.0   1.5   1   3   6.6e-06    0.0019   16.8   0.0    24    93     7    74     2    86 0.84 -
GCA_040114635.1|PVP01_1016700|PVP01_1016700.1|unknown -            314 13688at5820          -            142   4.6e-05   22.0   1.5   2   3     0.077        22    3.6   0.0    66    89   144   167   137   192 0.76 -
GCA_040114635.1|PVP01_1016700|PVP01_1016700.1|unknown -            314 13688at5820          -            142   4.6e-05   22.0   1.5   3   3       7.2   2.1e+03   -2.8   0.4    42    61   265   284   245   296 0.60 -
GCA_040114635.1|PVP01_1120100|PVP01_1120100.1|unknown -            670 13688at5820          -            142   0.00017   20.2   2.5   1   2      0.35     1e+02    1.5   0.3    55    99    59   102    32   128 0.66 -
GCA_040114635.1|PVP01_1120100|PVP01_1120100.1|unknown -            670 13688at5820          -            142   0.00017   20.2   2.5   2   2   3.6e-06     0.001   17.7   0.1    23   100   129   207   116   215 0.81 -
GCA_040114635.1|PVP01_1030600|PVP01_1030600.1|unknown -            328 13688at5820          -            142   0.00018   20.1   0.0   1   1   6.4e-07   0.00018   20.1   0.0    32    95    19    83     8   104 0.80 -
GCA_040114635.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13688at5820          -            142   0.00024   19.7   0.9   1   2   0.00016     0.046   12.3   0.5    28   109    13    95     5   109 0.74 -
GCA_040114635.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13688at5820          -            142   0.00024   19.7   0.9   2   2     0.013       3.8    6.1   0.0    22    57   117   152   105   178 0.86 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13688at5820          -            142   0.00031   19.4   0.6   1   3       2.3   6.6e+02   -1.2   0.0    70   112   455   499   419   519 0.69 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13688at5820          -            142   0.00031   19.4   0.6   2   3      0.13        36    2.9   0.0    28   119   563   657   553   672 0.73 -
GCA_040114635.1|PVP01_1142400|PVP01_1142400.1|unknown -            757 13688at5820          -            142   0.00031   19.4   0.6   3   3   0.00012     0.033   12.8   0.1    27   101   680   753   671   756 0.85 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 13688at5820          -            142   0.00039   19.0   7.8   1   3   7.4e-05     0.021   13.4   0.1    55   114   673   732   639   743 0.86 -
