#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 12097at5820          -            172   2.1e-98  325.7   4.2   1   1  9.7e-101   4.1e-98  324.8   4.2     1   172     1   190     1   190 0.95 -
GCA_040114635.1|PVP01_1407800|PVP01_1407800.1|unknown -            505 12097at5820          -            172   9.6e-35  118.5   7.1   1   2   1.6e-25   6.5e-23   80.0   0.6     5   106   222   324   218   358 0.87 -
GCA_040114635.1|PVP01_1407800|PVP01_1407800.1|unknown -            505 12097at5820          -            172   9.6e-35  118.5   7.1   2   2   8.1e-14   3.4e-11   41.8   0.7   107   171   433   501   381   502 0.86 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 12097at5820          -            172   1.3e-12   46.5   0.5   1   3      0.02       8.5    4.7   0.1    25   121   103   201    83   204 0.71 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 12097at5820          -            172   1.3e-12   46.5   0.5   2   3   2.2e-06   0.00093   17.6   0.0    31   105   204   285   200   319 0.79 -
GCA_040114635.1|PVP01_1112500|PVP01_1112500.1|unknown -            513 12097at5820          -            172   1.3e-12   46.5   0.5   3   3     2e-07   8.2e-05   21.0   0.0    30    96   388   458   367   485 0.81 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 12097at5820          -            172   4.8e-12   44.6  23.2   1   5       1.4   5.8e+02   -1.3   0.1    72   104    20    54     6    78 0.60 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 12097at5820          -            172   4.8e-12   44.6  23.2   2   5    0.0016      0.65    8.4   0.2    95   142    73   121    31   125 0.82 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 12097at5820          -            172   4.8e-12   44.6  23.2   3   5   1.1e-09   4.5e-07   28.4   2.5    12   139    88   216    79   223 0.81 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 12097at5820          -            172   4.8e-12   44.6  23.2   4   5   3.4e-05     0.014   13.8   5.9    32    95   202   271   199   321 0.76 -
GCA_040114635.1|PVP01_1339100|PVP01_1339100.1|unknown -            507 12097at5820          -            172   4.8e-12   44.6  23.2   5   5   1.2e-07   4.8e-05   21.8   0.3    29    96   413   484   400   501 0.82 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 12097at5820          -            172   1.2e-09   36.8   2.4   1   2     0.006       2.5    6.5   0.1     9    51    19    57    10   104 0.68 -
GCA_040114635.1|PVP01_1328900|PVP01_1328900.1|unknown -            482 12097at5820          -            172   1.2e-09   36.8   2.4   2   2   3.3e-10   1.4e-07   30.1   0.3    12    91   109   187    98   202 0.82 -
GCA_040114635.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 12097at5820          -            172   8.2e-05   21.1   0.1   1   1   2.2e-07   9.3e-05   20.9   0.1    10    91    14    93     6   109 0.76 -
GCA_040114635.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 12097at5820          -            172   9.1e-05   20.9   1.0   1   1   2.3e-07   9.8e-05   20.8   1.0     9    91     7    89     1   117 0.76 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 12097at5820          -            172   0.00022   19.7   0.0   1   2     0.047        20    3.5   0.0   106   142     6    42     2    74 0.85 -
GCA_040114635.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 12097at5820          -            172   0.00022   19.7   0.0   2   2   3.7e-05     0.016   13.6   0.0    29    93   170   237   158   247 0.86 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 12097at5820          -            172   0.00031   19.2   0.6   1   3     0.024        10    4.5   0.1    19    88   651   720   639   733 0.67 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 12097at5820          -            172   0.00031   19.2   0.6   2   3     0.003       1.3    7.4   0.0    29    92   759   826   730   844 0.78 -
GCA_040114635.1|PVP01_1232900|PVP01_1232900.1|unknown -           1033 12097at5820          -            172   0.00031   19.2   0.6   3   3     0.038        16    3.8   0.0    33    79   970  1016   960  1026 0.86 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 12097at5820          -            172   0.00045   18.6   0.3   1   2      0.02       8.4    4.7   0.0    28    60   132   168   121   204 0.75 -
GCA_040114635.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 12097at5820          -            172   0.00045   18.6   0.3   2   2   0.00011     0.044   12.2   0.0    27    89   215   279   186   298 0.77 -
GCA_040114635.1|PVP01_1454200|PVP01_1454200.1|unknown -            500 12097at5820          -            172   0.00052   18.4   1.0   1   4       1.8   7.5e+02   -1.6   0.1   108   129    17    38     9    70 0.69 -
GCA_040114635.1|PVP01_1454200|PVP01_1454200.1|unknown -            500 12097at5820          -            172   0.00052   18.4   1.0   2   4       6.8   2.9e+03   -3.5   0.3    63   105   172   215   161   226 0.61 -
GCA_040114635.1|PVP01_1454200|PVP01_1454200.1|unknown -            500 12097at5820          -            172   0.00052   18.4   1.0   3   4       5.8   2.4e+03   -3.3   0.0     8    19   376   387   373   393 0.80 -
GCA_040114635.1|PVP01_1454200|PVP01_1454200.1|unknown -            500 12097at5820          -            172   0.00052   18.4   1.0   4   4   1.2e-06   0.00052   18.4   1.0    30    87   433   493   392   498 0.88 -
GCA_040114635.1|PVP01_0311800|PVP01_0311800.1|unknown -           1047 12097at5820          -            172   0.00057   18.3   0.9   1   2       2.1   8.8e+02   -1.8   0.0    10    30   548   568   539   577 0.72 -
GCA_040114635.1|PVP01_0311800|PVP01_0311800.1|unknown -           1047 12097at5820          -            172   0.00057   18.3   0.9   2   2   1.4e-06   0.00057   18.3   0.9    51   114   969  1033   965  1037 0.91 -
GCA_040114635.1|PVP01_0919900|PVP01_0919900.1|unknown -            316 12097at5820          -            172    0.0015   16.9   0.0   1   1   5.2e-06    0.0022   16.4   0.0    29   137    85   200    69   206 0.86 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 12097at5820          -            172     0.019   13.4   8.8   1   4   0.00031      0.13   10.6   0.1   107   149   105   152    92   178 0.80 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 12097at5820          -            172     0.019   13.4   8.8   2   4         3   1.3e+03   -2.4   0.0    22    49   193   220   176   224 0.68 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 12097at5820          -            172     0.019   13.4   8.8   3   4      0.17        73    1.7   1.6    78   131   282   337   274   353 0.76 -
GCA_040114635.1|PVP01_0719300|PVP01_0719300.1|unknown -            485 12097at5820          -            172     0.019   13.4   8.8   4   4     0.013       5.5    5.3   1.7     8    67   311   373   304   389 0.68 -
GCA_040114635.1|PVP01_0820700|PVP01_0820700.1|unknown -            299 12097at5820          -            172     0.025   13.0   0.0   1   1   0.00011     0.044   12.2   0.0    12    84    38   110    30   151 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12097at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12097at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12097at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:55:52 2026
# [ok]
