#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0510400|PVP01_0510400.1|unknown -            318 9386at5820           -            279  5.3e-176  581.9   3.5   1   1    1e-178    7e-176  581.5   3.5    10   279    32   313    25   313 0.97 -
GCA_040114635.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 9386at5820           -            279   5.8e-16   56.9   2.9   1   1   1.5e-18   1.1e-15   56.0   2.9    11   268    11   290     4   300 0.74 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 9386at5820           -            279     1e-09   36.4   0.4   1   3     0.032        23    2.4   0.0    15    50    40    75    33    86 0.86 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 9386at5820           -            279     1e-09   36.4   0.4   2   3   0.00063      0.44    8.0   0.1    18    77   752   813   740   826 0.77 -
GCA_040114635.1|PVP01_0703600|PVP01_0703600.1|unknown -           1119 9386at5820           -            279     1e-09   36.4   0.4   3   3   4.3e-08     3e-05   21.7   0.0    12    87  1030  1108  1022  1117 0.84 -
GCA_040114635.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 9386at5820           -            279   6.4e-08   30.5   3.5   1   3    0.0034       2.4    5.6   0.1   197   231     6    40     2    69 0.74 -
GCA_040114635.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 9386at5820           -            279   6.4e-08   30.5   3.5   2   3   1.2e-05    0.0082   13.7   0.5   157   269    44   155    37   165 0.77 -
GCA_040114635.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 9386at5820           -            279   6.4e-08   30.5   3.5   3   3   4.9e-05     0.034   11.7   0.0    14    66   184   233   165   240 0.85 -
GCA_040114635.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 9386at5820           -            279   1.1e-07   29.7   0.9   1   4   8.4e-08   5.9e-05   20.7   0.0     4   112    24   134    21   140 0.82 -
GCA_040114635.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 9386at5820           -            279   1.1e-07   29.7   0.9   2   4   0.00041      0.29    8.7   0.1   188   268   123   200   112   211 0.74 -
GCA_040114635.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 9386at5820           -            279   1.1e-07   29.7   0.9   3   4    0.0034       2.4    5.6   0.2    23   128   140   258   134   285 0.64 -
GCA_040114635.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 9386at5820           -            279   1.1e-07   29.7   0.9   4   4       0.3   2.1e+02   -0.7   0.0    13    63   234   281   221   307 0.64 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 9386at5820           -            279   6.4e-07   27.2   9.7   1   4   0.00037      0.26    8.8   0.0    24    90    61   142    42   153 0.62 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 9386at5820           -            279   6.4e-07   27.2   9.7   2   4      0.25   1.7e+02   -0.5   0.0    16    39   251   274   237   313 0.70 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 9386at5820           -            279   6.4e-07   27.2   9.7   3   4    0.0085       5.9    4.3   1.2   231   277   446   494   433   496 0.77 -
GCA_040114635.1|PVP01_1429200|PVP01_1429200.1|unknown -            606 9386at5820           -            279   6.4e-07   27.2   9.7   4   4   1.4e-06   0.00095   16.8   0.1    10    76   521   587   513   599 0.90 -
GCA_040114635.1|PVP01_1442000|PVP01_1442000.1|unknown -            306 9386at5820           -            279   3.4e-06   24.8   0.4   1   3      0.49   3.5e+02   -1.5   0.0   213   269    21    71     2    81 0.51 -
GCA_040114635.1|PVP01_1442000|PVP01_1442000.1|unknown -            306 9386at5820           -            279   3.4e-06   24.8   0.4   2   3   3.9e-05     0.027   12.0   0.0    10    84    91   163    83   175 0.77 -
GCA_040114635.1|PVP01_1442000|PVP01_1442000.1|unknown -            306 9386at5820           -            279   3.4e-06   24.8   0.4   3   3   0.00015       0.1   10.1   0.0   201   253   229   279   216   302 0.49 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 9386at5820           -            279   4.2e-06   24.5  12.7   1   5    0.0011      0.78    7.2   0.1    17    55    16    55     8    64 0.78 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 9386at5820           -            279   4.2e-06   24.5  12.7   2   5     0.039        27    2.2   0.1    48    75    70    97    58   118 0.75 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 9386at5820           -            279   4.2e-06   24.5  12.7   3   5    0.0006      0.42    8.1   0.1     7    93   110   200   104   216 0.72 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 9386at5820           -            279   4.2e-06   24.5  12.7   4   5   0.00028       0.2    9.2   0.0    11    41   217   247   207   268 0.82 -
GCA_040114635.1|PVP01_0306800|PVP01_0306800.1|unknown -            380 9386at5820           -            279   4.2e-06   24.5  12.7   5   5     0.016        11    3.4   0.7   239   277   341   379   328   380 0.90 -
GCA_040114635.1|PVP01_0707300|PVP01_0707300.1|unknown -            515 9386at5820           -            279     0.033   11.7   0.2   1   1   6.6e-05     0.046   11.3   0.2   195   275    91   166    77   170 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9386at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9386at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9386at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:22:56 2026
# [ok]
