#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1013800|PVP01_1013800.1|unknown -            699 5024at5820           -            513   1.6e-51  174.1  12.3   1   1   2.1e-54   2.2e-51  173.6  12.3     9   108    68   168    40   169 0.90 -
GCA_040114635.1|PVP01_1252000|PVP01_1252000.1|unknown -            411 5024at5820           -            513   5.7e-12   43.6   4.0   1   6     0.023        24    1.9   0.1   157   177    52    72     8    78 0.68 -
GCA_040114635.1|PVP01_1252000|PVP01_1252000.1|unknown -            411 5024at5820           -            513   5.7e-12   43.6   4.0   2   6   1.9e-13     2e-10   38.5   0.6   277   357    88   170    80   172 0.82 -
GCA_040114635.1|PVP01_1252000|PVP01_1252000.1|unknown -            411 5024at5820           -            513   5.7e-12   43.6   4.0   3   6     0.081        85    0.1   0.0   391   408   178   195   176   212 0.84 -
GCA_040114635.1|PVP01_1252000|PVP01_1252000.1|unknown -            411 5024at5820           -            513   5.7e-12   43.6   4.0   4   6   4.6e-06    0.0048   14.1   0.1   458   513   222   279   213   279 0.85 -
GCA_040114635.1|PVP01_1252000|PVP01_1252000.1|unknown -            411 5024at5820           -            513   5.7e-12   43.6   4.0   5   6       1.4   1.4e+03   -3.9   2.4    55    77   306   330   296   371 0.73 -
GCA_040114635.1|PVP01_1252000|PVP01_1252000.1|unknown -            411 5024at5820           -            513   5.7e-12   43.6   4.0   6   6       0.3   3.2e+02   -1.8   0.1   373   413   350   388   343   408 0.70 -
GCA_040114635.1|PVP01_1466400|PVP01_1466400.1|unknown -           1106 5024at5820           -            513   1.7e-08   32.1  11.9   1   4      0.37   3.9e+02   -2.1   0.7    47    73   520   545   513   553 0.75 -
GCA_040114635.1|PVP01_1466400|PVP01_1466400.1|unknown -           1106 5024at5820           -            513   1.7e-08   32.1  11.9   2   4    0.0001      0.11    9.7   0.3   155   195   801   842   784   876 0.75 -
GCA_040114635.1|PVP01_1466400|PVP01_1466400.1|unknown -           1106 5024at5820           -            513   1.7e-08   32.1  11.9   3   4   0.00012      0.13    9.4   1.3   275   372   865   965   837   999 0.69 -
GCA_040114635.1|PVP01_1466400|PVP01_1466400.1|unknown -           1106 5024at5820           -            513   1.7e-08   32.1  11.9   4   4   1.8e-07   0.00019   18.8   0.0   456   513  1013  1071   999  1071 0.88 -
GCA_040114635.1|PVP01_1429800|PVP01_1429800.1|unknown -            303 5024at5820           -            513   3.3e-06   24.6   1.8   1   3     0.028        30    1.6   0.1   153   182    52    81    12   101 0.72 -
GCA_040114635.1|PVP01_1429800|PVP01_1429800.1|unknown -            303 5024at5820           -            513   3.3e-06   24.6   1.8   2   3     6e-08   6.2e-05   20.4   0.1   279   356   109   186    75   189 0.83 -
GCA_040114635.1|PVP01_1429800|PVP01_1429800.1|unknown -            303 5024at5820           -            513   3.3e-06   24.6   1.8   3   3     0.063        66    0.5   0.0   484   512   271   300   228   301 0.77 -
GCA_040114635.1|PVP01_0935900|PVP01_0935900.1|unknown -            855 5024at5820           -            513   1.3e-05   22.6   1.2   1   2    0.0002      0.21    8.7   0.1   270   331   588   663   536   682 0.73 -
GCA_040114635.1|PVP01_0935900|PVP01_0935900.1|unknown -            855 5024at5820           -            513   1.3e-05   22.6   1.2   2   2   1.7e-05     0.018   12.3   0.1   456   496   776   816   769   829 0.88 -
GCA_040114635.1|PVP01_1430000|PVP01_1430000.1|unknown -            563 5024at5820           -            513   2.8e-05   21.5  26.2   1   3       3.9   4.1e+03   -5.4   7.2   199   241    53    95    19   131 0.45 -
GCA_040114635.1|PVP01_1430000|PVP01_1430000.1|unknown -            563 5024at5820           -            513   2.8e-05   21.5  26.2   2   3   2.7e-08   2.8e-05   21.5  26.2   193   362   261   440   145   489 0.78 -
GCA_040114635.1|PVP01_1430000|PVP01_1430000.1|unknown -            563 5024at5820           -            513   2.8e-05   21.5  26.2   3   3    0.0062       6.5    3.8   0.1   455   485   488   518   473   532 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5024at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5024at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5024at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:10:58 2026
# [ok]
