#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0302700|PVP01_0302700.1|unknown -            383 7611at5820           -            340  7.2e-185  612.3  31.3   1   1  5.8e-188  9.1e-185  612.0  31.3     3   340    12   383    10   383 0.92 -
GCA_040114635.1|PVP01_1017300|PVP01_1017300.1|unknown -           1346 7611at5820           -            340   4.9e-11   40.8  15.9   1   3     7e-09   1.1e-05   23.2   0.1    24   181   334   511   320   522 0.74 -
GCA_040114635.1|PVP01_1017300|PVP01_1017300.1|unknown -           1346 7611at5820           -            340   4.9e-11   40.8  15.9   2   3      0.36   5.7e+02   -2.2   1.4   123   169   630   675   615   703 0.72 -
GCA_040114635.1|PVP01_1017300|PVP01_1017300.1|unknown -           1346 7611at5820           -            340   4.9e-11   40.8  15.9   3   3   9.8e-10   1.5e-06   26.0   3.3   209   335  1180  1311  1115  1316 0.82 -
GCA_040114635.1|PVP01_0520400|PVP01_0520400.1|unknown -            884 7611at5820           -            340   0.00056   17.6  22.7   1   5      0.15   2.3e+02   -0.8   1.0   108   161   142   194   118   216 0.57 -
GCA_040114635.1|PVP01_0520400|PVP01_0520400.1|unknown -            884 7611at5820           -            340   0.00056   17.6  22.7   2   5   4.3e-06    0.0068   14.0   0.9    20    53   334   368   324   424 0.73 -
GCA_040114635.1|PVP01_0520400|PVP01_0520400.1|unknown -            884 7611at5820           -            340   0.00056   17.6  22.7   3   5       1.3   2.1e+03   -4.0   0.1    95   109   456   470   447   478 0.71 -
GCA_040114635.1|PVP01_0520400|PVP01_0520400.1|unknown -            884 7611at5820           -            340   0.00056   17.6  22.7   4   5   0.00046      0.72    7.4   0.0   192   254   593   657   574   680 0.84 -
GCA_040114635.1|PVP01_0520400|PVP01_0520400.1|unknown -            884 7611at5820           -            340   0.00056   17.6  22.7   5   5   8.3e-05      0.13    9.8   1.3   281   320   829   868   787   884 0.73 -
GCA_040114635.1|PVP01_1006600|PVP01_1006600.1|unknown -            590 7611at5820           -            340    0.0049   14.5   0.9   1   2   2.4e-05     0.038   11.6   0.2    22    77   110   162    95   233 0.84 -
GCA_040114635.1|PVP01_1006600|PVP01_1006600.1|unknown -            590 7611at5820           -            340    0.0049   14.5   0.9   2   2     0.098   1.5e+02   -0.3   0.0   281   305   489   514   482   549 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7611at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7611at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7611at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:19:21 2026
# [ok]
