#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 8708at5820           -            293  3.5e-185  612.6   5.3   1   1  6.9e-188  4.3e-185  612.3   5.3     9   293    64   350    47   350 0.98 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   1   4   6.8e-05     0.042   11.6   0.1    56   107   393   442   344   486 0.78 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   2   4   4.9e-08   3.1e-05   21.9   0.1   191   250   579   639   538   664 0.82 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   3   4     0.083        52    1.5   0.0    63    94  1181  1212  1138  1230 0.71 -
GCA_040114635.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.9e-15   55.4   5.7   4   4   2.6e-07   0.00016   19.5   0.0   189   247  1354  1412  1335  1432 0.84 -
GCA_040114635.1|PVP01_1259100|PVP01_1259100.1|unknown -           1570 8708at5820           -            293     1e-10   39.9   0.2   1   1   3.8e-13   2.4e-10   38.7   0.2    63   282   705   913   700   920 0.82 -
GCA_040114635.1|PVP01_1322800|PVP01_1322800.1|unknown -            695 8708at5820           -            293   1.8e-10   39.1   0.4   1   1   4.5e-13   2.8e-10   38.5   0.4    58   248    48   231    29   269 0.85 -
GCA_040114635.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   4.5e-10   37.8  13.4   1   4   9.7e-05     0.061   11.1   0.1    58    95   192   229   162   251 0.80 -
GCA_040114635.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   4.5e-10   37.8  13.4   2   4   9.1e-06    0.0057   14.5   0.7   178   284   351   453   337   461 0.86 -
GCA_040114635.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   4.5e-10   37.8  13.4   3   4    0.0015      0.93    7.2   0.0    65    94   593   622   587   637 0.87 -
GCA_040114635.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   4.5e-10   37.8  13.4   4   4   0.00011     0.068   10.9   0.9   174   275   680   777   650   785 0.82 -
GCA_040114635.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293     2e-09   35.7   3.2   1   4     0.084        53    1.4   0.0    73    96   116   139   107   146 0.88 -
GCA_040114635.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293     2e-09   35.7   3.2   2   4   2.7e-05     0.017   12.9   0.1   182   258   222   298   205   315 0.88 -
GCA_040114635.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293     2e-09   35.7   3.2   3   4   0.00051      0.32    8.7   0.0    61    96   371   411   349   419 0.73 -
GCA_040114635.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293     2e-09   35.7   3.2   4   4   0.00025      0.16    9.7   0.1   181   249   472   540   455   560 0.80 -
GCA_040114635.1|PVP01_1214900|PVP01_1214900.1|unknown -            823 8708at5820           -            293     3e-08   31.8   5.3   1   3      0.22   1.4e+02    0.1   0.1     2    34   304   337   303   355 0.77 -
GCA_040114635.1|PVP01_1214900|PVP01_1214900.1|unknown -            823 8708at5820           -            293     3e-08   31.8   5.3   2   3   1.4e-07   8.8e-05   20.4   0.1    54   100   500   546   485   573 0.86 -
GCA_040114635.1|PVP01_1214900|PVP01_1214900.1|unknown -            823 8708at5820           -            293     3e-08   31.8   5.3   3   3   5.6e-05     0.035   11.9   0.2   189   279   718   805   704   809 0.86 -
GCA_040114635.1|PVP01_0946200|PVP01_0946200.1|unknown -            783 8708at5820           -            293   1.8e-05   22.7   2.0   1   2   7.9e-06    0.0049   14.7   0.1    58   108   568   616   538   634 0.84 -
GCA_040114635.1|PVP01_0946200|PVP01_0946200.1|unknown -            783 8708at5820           -            293   1.8e-05   22.7   2.0   2   2    0.0017       1.1    7.0   0.3   195   267   703   774   664   782 0.81 -
GCA_040114635.1|PVP01_1315500|PVP01_1315500.1|unknown -            257 8708at5820           -            293   0.00065   17.6   0.1   1   1   1.5e-06   0.00096   17.0   0.1    63   101    24    62    13    80 0.88 -
GCA_040114635.1|PVP01_0820500|PVP01_0820500.1|unknown -           2632 8708at5820           -            293   0.00098   17.0   0.2   1   1     3e-06    0.0019   16.1   0.2    58    97   822   861   811   871 0.89 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8708at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8708at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8708at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:20:05 2026
# [ok]
