#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 5740at5820           -            398  3.6e-190  630.7  44.9   1   1  6.8e-193  5.4e-190  630.1  44.9    10   380    24   414    20   425 0.94 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 5740at5820           -            398   1.2e-55  187.7  44.1   1   4   1.9e-21   1.5e-18   65.6  14.0   130   270    94   232    70   235 0.88 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 5740at5820           -            398   1.2e-55  187.7  44.1   2   4   1.2e-25   9.1e-23   79.4   3.3    77   252   227   410   223   416 0.87 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 5740at5820           -            398   1.2e-55  187.7  44.1   3   4   1.2e-16   9.4e-14   49.8   9.6   238   339   893   994   888  1015 0.86 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 5740at5820           -            398   1.2e-55  187.7  44.1   4   4   7.5e-05     0.059   10.9   0.1   157   193  1015  1051  1008  1069 0.84 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 5740at5820           -            398   3.6e-51  173.0  51.1   1   2   2.7e-33   2.1e-30  104.6  30.7    60   269   201   412   193   414 0.87 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 5740at5820           -            398   3.6e-51  173.0  51.1   2   2   3.5e-26   2.7e-23   81.2  12.5   203   316   407   520   405   527 0.92 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 5740at5820           -            398   3.5e-45  153.2  23.7   1   2   7.5e-34   5.9e-31  106.4  16.7    68   272    32   231    26   236 0.92 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 5740at5820           -            398   3.5e-45  153.2  23.7   2   2   3.8e-17     3e-14   51.4   0.6   212   313   237   340   234   348 0.87 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 5740at5820           -            398   3.4e-40  136.8  34.8   1   3      0.84   6.6e+02   -2.4   0.1   102   150    66   117    63   123 0.63 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 5740at5820           -            398   3.4e-40  136.8  34.8   2   3   3.6e-36   2.8e-33  114.0  20.4    59   334   185   483   155   486 0.84 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 5740at5820           -            398   3.4e-40  136.8  34.8   3   3   8.8e-13   6.9e-10   37.0   6.4   225   315   434   529   433   551 0.86 -
GCA_040114635.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 5740at5820           -            398   6.7e-20   70.0  11.7   1   1   1.2e-22   9.8e-20   69.5  11.7   133   266    95   230    90   236 0.90 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 5740at5820           -            398   3.2e-16   57.9   5.1   1   2   2.2e-12   1.7e-09   35.7   0.9    57   128   116   188    99   194 0.88 -
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 5740at5820           -            398   3.2e-16   57.9   5.1   2   2   9.4e-09   7.4e-06   23.8   0.2    76   125   197   246   193   249 0.96 -
GCA_040114635.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 5740at5820           -            398   9.6e-09   33.3   7.4   1   2      0.45   3.6e+02   -1.5   0.0   306   328    21    43    17    67 0.67 -
GCA_040114635.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 5740at5820           -            398   9.6e-09   33.3   7.4   2   2   1.2e-11   9.6e-09   33.3   7.4    50   146    73   173    57   179 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5740at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5740at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5740at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:15:02 2026
# [ok]
