#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0947100|PVP01_0947100.1|unknown -            340 10835at5820          -            259  1.1e-132  439.7  36.5   1   1  2.3e-135  1.3e-132  439.4  36.5     4   259    73   328    70   328 0.98 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10835at5820          -            259     7e-25   86.4  72.8   1   5   2.2e-10   1.2e-07   29.9  15.4    40   199    34   195    19   226 0.82 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10835at5820          -            259     7e-25   86.4  72.8   2   5   1.4e-06   0.00078   17.4   1.1    55   123   790   862   776   880 0.83 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10835at5820          -            259     7e-25   86.4  72.8   3   5    0.0001     0.059   11.3   6.3   123   209   967  1057   961  1061 0.84 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10835at5820          -            259     7e-25   86.4  72.8   4   5   4.7e-06    0.0027   15.7  17.0    39   222  1040  1233  1031  1241 0.77 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 10835at5820          -            259     7e-25   86.4  72.8   5   5   4.9e-13   2.8e-10   38.6   6.4    83   202  1229  1354  1219  1368 0.85 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 10835at5820          -            259   4.2e-16   57.6  48.7   1   3   9.4e-10   5.4e-07   27.8  21.4   108   216    20   130     2   132 0.82 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 10835at5820          -            259   4.2e-16   57.6  48.7   2   3   2.5e-08   1.4e-05   23.1   9.4    70   163    97   186    96   202 0.53 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 10835at5820          -            259   4.2e-16   57.6  48.7   3   3   5.4e-08   3.1e-05   22.1  12.5   108   181   197   276   191   297 0.81 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 10835at5820          -            259   3.2e-13   48.2  30.8   1   2   5.7e-16   3.2e-13   48.2  30.8    30   203    31   204     4   216 0.88 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 10835at5820          -            259   3.2e-13   48.2  30.8   2   2      0.28   1.6e+02    0.0   5.8   143   203   211   266   204   294 0.54 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 10835at5820          -            259   1.9e-08   32.6   8.5   1   2   3.3e-11   1.9e-08   32.6   8.5    35   138    54   160    50   173 0.83 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 10835at5820          -            259   1.9e-08   32.6   8.5   2   2      0.48   2.7e+02   -0.7   0.5    66   108   247   288   242   314 0.71 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 10835at5820          -            259   2.9e-07   28.7   9.9   1   2   2.9e-08   1.6e-05   22.9   3.8   136   219    41   124     9   124 0.78 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 10835at5820          -            259   2.9e-07   28.7   9.9   2   2   1.3e-06   0.00073   17.5   2.8   128   206   101   188    97   194 0.70 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 10835at5820          -            259   1.6e-06   26.2  22.3   1   1   2.9e-09   1.6e-06   26.2  22.3    61   225    79   200    69   229 0.55 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 10835at5820          -            259   0.00025   19.0  12.3   1   2   6.9e-05      0.04   11.8   0.2    53    94    27    68     7    72 0.80 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 10835at5820          -            259   0.00025   19.0  12.3   2   2   0.00033      0.19    9.6   6.8    77   198   173   291   156   331 0.80 -
GCA_040114635.1|PVP01_0705200|PVP01_0705200.1|unknown -            414 10835at5820          -            259   0.00029   18.9   8.7   1   2     0.013       7.3    4.4   0.8    66   136   168   217   139   223 0.46 -
GCA_040114635.1|PVP01_0705200|PVP01_0705200.1|unknown -            414 10835at5820          -            259   0.00029   18.9   8.7   2   2   1.5e-06   0.00087   17.3   1.6    78   135   272   332   267   337 0.83 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 10835at5820          -            259   0.00042   18.3   5.4   1   1   1.2e-06    0.0007   17.6   5.4   136   234    45   150    21   174 0.73 -
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 10835at5820          -            259   0.00082   17.4   9.5   1   1     2e-06    0.0011   16.9   9.5    62   160    25   120     6   148 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10835at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10835at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10835at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:57:53 2026
# [ok]
