#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 10295at5820          -            222  1.7e-123  408.8  22.1   1   1  8.8e-123    7e-120  396.9  22.1     1   210    24   246    24   278 0.92 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10295at5820          -            222     2e-44  150.2  44.1   1   6   2.8e-19   2.2e-16   58.5   9.6    95   210    96   215    93   220 0.85 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10295at5820          -            222     2e-44  150.2  44.1   2   6   7.1e-11   5.6e-08   31.0   1.7   132   217   198   283   197   288 0.82 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10295at5820          -            222     2e-44  150.2  44.1   3   6   8.9e-18     7e-15   53.6   1.0   101   208   289   408   285   414 0.85 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10295at5820          -            222     2e-44  150.2  44.1   4   6   7.7e-07    0.0006   17.8   2.6   126   182   882   939   875   950 0.82 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10295at5820          -            222     2e-44  150.2  44.1   5   6   1.9e-09   1.5e-06   26.3   9.4    85   172   901   992   893  1010 0.80 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10295at5820          -            222     2e-44  150.2  44.1   6   6    0.0016       1.3    6.9   0.1   130   156  1029  1055  1000  1061 0.85 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10295at5820          -            222   6.2e-39  132.2  34.1   1   3     9e-14   7.1e-11   40.5   5.4    94   192    32   132    27   134 0.89 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10295at5820          -            222   6.2e-39  132.2  34.1   2   3   6.8e-19   5.3e-16   57.2   8.9    94   209    93   210    91   213 0.92 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10295at5820          -            222   6.2e-39  132.2  34.1   3   3   2.7e-20   2.1e-17   61.8   3.9    92   209   213   338   210   346 0.85 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10295at5820          -            222   6.8e-36  122.3  60.4   1   4   1.8e-19   1.4e-16   59.1  13.2    89   209   204   333   126   335 0.86 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10295at5820          -            222   6.8e-36  122.3  60.4   2   4   5.6e-15   4.4e-12   44.4   9.3    94   209   271   394   269   397 0.86 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10295at5820          -            222   6.8e-36  122.3  60.4   3   4   6.2e-13   4.8e-10   37.7   9.1    94   192   338   438   336   458 0.80 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10295at5820          -            222   6.8e-36  122.3  60.4   4   4   1.2e-08   9.1e-06   23.8   5.0    84   153   449   520   438   532 0.81 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10295at5820          -            222   1.2e-23   82.2  40.6   1   4     2e-13   1.6e-10   39.3   3.5    79   152    66   146    30   152 0.80 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10295at5820          -            222   1.2e-23   82.2  40.6   2   4   9.3e-13   7.3e-10   37.2  10.2    95   210   155   272   148   275 0.87 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10295at5820          -            222   1.2e-23   82.2  40.6   3   4   6.6e-06    0.0052   14.8   7.6    95   168   277   353   273   357 0.78 -
GCA_040114635.1|PVP01_1223200|PVP01_1223200.1|unknown -            482 10295at5820          -            222   1.2e-23   82.2  40.6   4   4    0.0088       6.9    4.5   0.1   113   153   370   415   365   419 0.73 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10295at5820          -            222   3.6e-22   77.4  37.0   1   4   2.5e-07    0.0002   19.4   7.0    36   177   121   282    86   297 0.59 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10295at5820          -            222   3.6e-22   77.4  37.0   2   4   2.5e-10     2e-07   29.2   3.0   127   211   306   396   299   401 0.82 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10295at5820          -            222   3.6e-22   77.4  37.0   3   4   2.2e-08   1.7e-05   22.9   0.4    94   149   402   461   397   465 0.66 -
GCA_040114635.1|PVP01_1215900|PVP01_1215900.1|unknown -            565 10295at5820          -            222   3.6e-22   77.4  37.0   4   4   3.5e-08   2.8e-05   22.2   4.1    93   152   466   529   462   545 0.81 -
GCA_040114635.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 10295at5820          -            222   1.8e-11   42.4  12.4   1   2       2.2   1.7e+03   -3.3   0.0    31    50    19    38    16    48 0.81 -
