#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11664at5820          -            281    9e-147  486.3  49.2   1   1  2.1e-149    1e-146  486.1  49.2     1   281     1   301     1   301 0.95 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11664at5820          -            281   3.4e-20   71.0  70.8   1   7   1.7e-08   8.4e-06   23.8  12.7    62   157     7   104     3   110 0.88 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11664at5820          -            281   3.4e-20   71.0  70.8   2   7   1.4e-09   6.7e-07   27.4   6.8    22   126    79   184    79   277 0.88 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11664at5820          -            281   3.4e-20   71.0  70.8   3   7       5.4   2.6e+03   -4.1   0.1    14    38   374   397   362   403 0.49 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11664at5820          -            281   3.4e-20   71.0  70.8   4   7    0.0022       1.1    7.1   0.1    35    93   791   855   764   898 0.64 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11664at5820          -            281   3.4e-20   71.0  70.8   5   7    0.0012      0.57    7.9  12.8    60   168   970  1079   965  1123 0.70 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11664at5820          -            281   3.4e-20   71.0  70.8   6   7   1.8e-08   8.8e-06   23.7   4.6    50   159  1165  1285  1146  1293 0.80 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 11664at5820          -            281   3.4e-20   71.0  70.8   7   7   2.1e-11     1e-08   33.3   5.0    12   138  1226  1353  1216  1364 0.60 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 11664at5820          -            281     7e-16   56.9  34.7   1   1   2.5e-18   1.2e-15   56.1  34.7    23   230    25   242     9   283 0.77 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 11664at5820          -            281   8.7e-14   50.0  33.1   1   2   9.1e-14   4.4e-11   41.1  14.7    81   159    76   154    69   154 0.96 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 11664at5820          -            281   8.7e-14   50.0  33.1   2   2   2.4e-08   1.2e-05   23.3  10.4    37   102   142   210   141   219 0.89 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11664at5820          -            281     3e-13   48.2  10.9   1   2   6.3e-16     3e-13   48.2  10.9    53   170    28   149    11   169 0.79 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11664at5820          -            281     3e-13   48.2  10.9   2   2      0.27   1.3e+02    0.2   0.2   138   181   249   293   243   322 0.73 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 11664at5820          -            281   4.2e-13   47.8  14.0   1   1   2.6e-15   1.2e-12   46.2  14.0    34   158    25   156     3   187 0.74 -
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 11664at5820          -            281   9.7e-12   43.3  14.3   1   1   2.9e-14   1.4e-11   42.7  14.3    16   127    23   140     6   149 0.77 -
GCA_040114635.1|PVP01_0947100|PVP01_0947100.1|unknown -            340 11664at5820          -            281   9.8e-10   36.7  26.6   1   1   3.2e-12   1.6e-09   36.0  26.6    30   234   120   326    97   330 0.81 -
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 11664at5820          -            281   9.2e-09   33.5  15.5   1   2   3.8e-10   1.8e-07   29.2   9.6    85   159    23   100     3   110 0.75 -
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 11664at5820          -            281   9.2e-09   33.5  15.5   2   2    0.0013      0.61    7.8   0.7   235   279   105   147   100   149 0.62 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 11664at5820          -            281     5e-05   21.3   5.2   1   2   6.1e-07   0.00029   18.7   4.5    71   151    45   132     9   142 0.60 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 11664at5820          -            281     5e-05   21.3   5.2   2   2     0.023        11    3.7   0.1   234   278   122   164   119   167 0.84 -
GCA_040114635.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 11664at5820          -            281   8.7e-05   20.5  15.1   1   1     8e-06    0.0039   15.0  14.0   144   278    82   225    57   228 0.74 -
GCA_040114635.1|PVP01_0705200|PVP01_0705200.1|unknown -            414 11664at5820          -            281    0.0053   14.6   6.6   1   2     0.008       3.9    5.2   0.5   155   194   115   154    72   219 0.81 -
GCA_040114635.1|PVP01_0705200|PVP01_0705200.1|unknown -            414 11664at5820          -            281    0.0053   14.6   6.6   2   2   9.4e-05     0.045   11.5   0.9   103   154   274   329   270   337 0.47 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 11664at5820          -            281       0.4    8.4  11.4   1   3    0.0063         3    5.6   0.8    57   116     7    67     3    70 0.78 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 11664at5820          -            281       0.4    8.4  11.4   2   3      0.15        74    1.0   0.1    79    99   174   194   171   203 0.78 -
GCA_040114635.1|PVP01_1136900|PVP01_1136900.1|unknown -           1583 11664at5820          -            281       0.4    8.4  11.4   3   3     0.003       1.4    6.6   1.0   103   138   238   273   220   294 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11664at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11664at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11664at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:01:08 2026
# [ok]
