#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1446300|PVP01_1446300.1|unknown -            438 9135at5820           -            339   2.7e-94  314.4  15.3   1   1   4.9e-97   3.4e-94  314.1  15.3     1   162     1   162     1   178 0.98 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 9135at5820           -            339   1.2e-18   65.7  86.9   1   4   1.1e-10   7.6e-08   30.2  17.9    20   105    14   100     8   105 0.86 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 9135at5820           -            339   1.2e-18   65.7  86.9   2   4   3.2e-11   2.2e-08   31.9  18.5    22   121    61   153    59   158 0.87 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 9135at5820           -            339   1.2e-18   65.7  86.9   3   4   1.4e-08     1e-05   23.2  12.6    17   125   100   202    97   206 0.81 -
GCA_040114635.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 9135at5820           -            339   1.2e-18   65.7  86.9   4   4   8.4e-08   5.9e-05   20.7  13.9    35   149   185   298   166   310 0.78 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 9135at5820           -            339   8.4e-08   30.0  11.7   1   3   0.00046      0.32    8.4   2.0     8    83    15    92    10    94 0.80 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 9135at5820           -            339   8.4e-08   30.0  11.7   2   3   1.9e-09   1.3e-06   26.1   3.5    19    90    73   144    71   147 0.93 -
GCA_040114635.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 9135at5820           -            339   8.4e-08   30.0  11.7   3   3     0.002       1.4    6.3   0.0   116   153   145   185   143   195 0.80 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 9135at5820           -            339   4.1e-07   27.8  16.6   1   3   2.4e-07   0.00017   19.2   4.5    13    88    26   100    14   101 0.79 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 9135at5820           -            339   4.1e-07   27.8  16.6   2   3   3.1e-08   2.1e-05   22.1   4.2    35   100    93   159    89   170 0.80 -
GCA_040114635.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 9135at5820           -            339   4.1e-07   27.8  16.6   3   3      0.15     1e+02    0.2   0.4   107   180   267   340   249   359 0.68 -
GCA_040114635.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 9135at5820           -            339   1.4e-06   26.0  11.2   1   1   2.4e-09   1.7e-06   25.8  11.2     1   161     1   158     1   170 0.86 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 9135at5820           -            339   0.00036   18.1  37.3   1   3   2.5e-06    0.0017   15.8  16.8    17   100    69   154    53   158 0.86 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 9135at5820           -            339   0.00036   18.1  37.3   2   3   1.9e-05     0.013   13.0  12.3    19    83   140   206   138   221 0.88 -
GCA_040114635.1|PVP01_0728700|PVP01_0728700.1|unknown -            635 9135at5820           -            339   0.00036   18.1  37.3   3   3      0.12        86    0.4   0.3   293   337   571   615   559   617 0.76 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   1   8   6.3e-06    0.0044   14.5   2.8    40    78    68   106    32   111 0.84 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   2   8    0.0012       0.8    7.1   3.1    45   175   118   248   109   272 0.73 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   3   8    0.0016       1.1    6.6   0.1    24   125   771   878   759   907 0.68 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   4   8      0.11        76    0.6  14.9    25   159   990  1124   970  1137 0.78 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   5   8      0.36   2.5e+02   -1.1   0.2    64   100  1149  1185  1120  1209 0.59 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   6   8      0.42     3e+02   -1.4   0.4    29    71  1156  1200  1146  1238 0.58 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   7   8    0.0046       3.2    5.1   1.7    22    77  1227  1284  1216  1289 0.61 -
GCA_040114635.1|PVP01_1317100|PVP01_1317100.1|unknown -           1481 9135at5820           -            339    0.0017   15.9  62.5   8   8   0.00024      0.17    9.3   1.0    45    92  1296  1343  1291  1351 0.84 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 9135at5820           -            339    0.0022   15.5  47.1   1   4    0.0019       1.3    6.4   7.6    27    81    17    73     7    78 0.82 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 9135at5820           -            339    0.0022   15.5  47.1   2   4    0.0001     0.072   10.5   8.8    37    82    74   118    68   122 0.84 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 9135at5820           -            339    0.0022   15.5  47.1   3   4   4.3e-05      0.03   11.8   5.6    43    99   123   180   119   200 0.84 -
GCA_040114635.1|PVP01_1254900|PVP01_1254900.1|unknown -            361 9135at5820           -            339    0.0022   15.5  47.1   4   4     0.023        16    2.8   5.3    22    81   192   247   186   277 0.77 -
GCA_040114635.1|PVP01_1321400|PVP01_1321400.1|unknown -            281 9135at5820           -            339     0.038   11.4  16.1   1   1   5.7e-05      0.04   11.4  13.5    12   202    22   215    18   223 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9135at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9135at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9135at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:22:03 2026
# [ok]
