#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1414800|PVP01_1414800.1|unknown -            400 9069at5820           -            368  1.5e-137  456.9  28.1   1   1  2.1e-140  1.8e-137  456.6  28.1     1   259     1   270     1   279 0.96 -
GCA_040114635.1|PVP01_0810600|PVP01_0810600.1|unknown -            188 9069at5820           -            368   1.8e-10   38.7   0.8   1   1   2.4e-13   2.1e-10   38.5   0.8    81   182    53   160    20   174 0.86 -
GCA_040114635.1|PVP01_0509200|PVP01_0509200.1|unknown -            185 9069at5820           -            368   2.6e-08   31.7  10.8   1   2   6.8e-08   6.1e-05   20.6   7.9   150   230    35   113    16   116 0.80 -
GCA_040114635.1|PVP01_0509200|PVP01_0509200.1|unknown -            185 9069at5820           -            368   2.6e-08   31.7  10.8   2   2   6.6e-08   5.9e-05   20.6   4.0   147   241    65   162    64   174 0.78 -
GCA_040114635.1|PVP01_0618800|PVP01_0618800.1|unknown -            482 9069at5820           -            368   1.2e-05   22.9   0.8   1   3     0.038        34    1.6   0.1   131   171    10    52     5    99 0.64 -
GCA_040114635.1|PVP01_0618800|PVP01_0618800.1|unknown -            482 9069at5820           -            368   1.2e-05   22.9   0.8   2   3    0.0037       3.4    5.0   0.0   128   182    54   114    39   119 0.69 -
GCA_040114635.1|PVP01_0618800|PVP01_0618800.1|unknown -            482 9069at5820           -            368   1.2e-05   22.9   0.8   3   3     3e-07   0.00027   18.4   0.1    64   179    91   210    67   219 0.77 -
GCA_040114635.1|PVP01_0607100|PVP01_0607100.1|unknown -           1913 9069at5820           -            368   4.7e-05   20.9   0.2   1   4   5.2e-08   4.7e-05   20.9   0.2    79   154  1077  1157  1065  1160 0.85 -
GCA_040114635.1|PVP01_0607100|PVP01_0607100.1|unknown -           1913 9069at5820           -            368   4.7e-05   20.9   0.2   2   4   0.00059      0.53    7.6   2.5   100   240  1170  1318  1160  1329 0.64 -
GCA_040114635.1|PVP01_0607100|PVP01_0607100.1|unknown -           1913 9069at5820           -            368   4.7e-05   20.9   0.2   3   4         7   6.3e+03   -6.9   5.0   216   244  1445  1475  1433  1478 0.53 -
GCA_040114635.1|PVP01_0607100|PVP01_0607100.1|unknown -           1913 9069at5820           -            368   4.7e-05   20.9   0.2   4   4      0.71   6.4e+02   -2.5   0.4   329   357  1658  1683  1648  1688 0.51 -
GCA_040114635.1|PVP01_0919600|PVP01_0919600.1|unknown -            366 9069at5820           -            368   7.1e-05   20.3   0.3   1   1   1.4e-07   0.00013   19.5   0.3    91   169   277   360   251   364 0.83 -
GCA_040114635.1|PVP01_0004230|PVP01_0004230.1|unknown -            316 9069at5820           -            368     0.067   10.6   1.3   1   2   0.00012      0.11    9.9   0.5   210   268   156   215   147   238 0.87 -
GCA_040114635.1|PVP01_0004230|PVP01_0004230.1|unknown -            316 9069at5820           -            368     0.067   10.6   1.3   2   2      0.42   3.7e+02   -1.8   0.0   228   264   251   288   244   298 0.70 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9069at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9069at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9069at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:21:47 2026
# [ok]
