#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1026000|PVP01_1026000.1|unknown -            355 10396at5820          -            298  2.2e-142  472.0  16.6   1   1  1.8e-145  2.9e-142  471.6  16.6     6   287    25   312    21   326 0.94 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   1  13       1.1   1.8e+03   -3.7   0.2   150   182   310   342   296   373 0.72 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   2  13      0.17   2.7e+02   -1.1   0.5   210   277   511   581   505   593 0.79 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   3  13      0.31   4.9e+02   -1.9   0.1    19    46   596   623   589   642 0.61 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   4  13    0.0024       3.8    5.0   0.0   179   198   879   898   876   903 0.85 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   5  13    0.0066        10    3.6   0.2   240   276   918   956   904   975 0.76 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   6  13       1.1   1.8e+03   -3.7   0.1   226   278   989  1042   986  1050 0.74 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   7  13   5.8e-05     0.091   10.3   0.2   124   234  1127  1229  1118  1242 0.84 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   8  13       1.4   2.2e+03   -4.0   0.0   189   247  1296  1354  1294  1363 0.56 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4   9  13   8.4e-08   0.00013   19.7   3.7    96   283  1545  1716  1525  1729 0.74 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4  10  13   2.9e-05     0.045   11.3   0.1   157   197  1892  1932  1861  1999 0.68 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4  11  13     0.027        42    1.6   0.1   239   273  2012  2047  1972  2059 0.78 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4  12  13   5.3e-09   8.4e-06   23.6   0.1    50   198  2229  2390  2218  2402 0.81 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 10396at5820          -            298   4.6e-18   63.9  67.4  13  13   2.1e-08   3.3e-05   21.7   5.6    62   220  2541  2706  2496  2733 0.67 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 10396at5820          -            298   1.2e-10   39.5  40.1   1   6      0.41   6.5e+02   -2.3   0.0   183   194   286   297   281   305 0.83 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 10396at5820          -            298   1.2e-10   39.5  40.1   2   6    0.0018       2.8    5.5   3.0   107   194   483   566   480   569 0.83 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 10396at5820          -            298   1.2e-10   39.5  40.1   3   6    0.0024       3.7    5.1   1.4   158   180   673   695   600   702 0.57 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 10396at5820          -            298   1.2e-10   39.5  40.1   4   6    0.0018       2.8    5.5   0.1   119   197   846   925   807   943 0.71 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 10396at5820          -            298   1.2e-10   39.5  40.1   5   6   1.2e-10   1.8e-07   29.1   8.6   119   264  1201  1333  1134  1346 0.73 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 10396at5820          -            298   1.2e-10   39.5  40.1   6   6   4.8e-05     0.075   10.6   0.8   156   208  1628  1680  1557  1711 0.80 -
GCA_040114635.1|PVP01_0303800|PVP01_0303800.1|unknown -            487 10396at5820          -            298   1.5e-06   26.0   3.7   1   1   1.7e-09   2.6e-06   25.3   3.7   103   197   129   229    35   280 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10396at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10396at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10396at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:56:04 2026
# [ok]
