#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 8053at5820           -            274  6.3e-157  519.5   9.9   1   1  1.2e-158  2.2e-156  517.7   9.9     1   274    21   324    21   324 0.94 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 8053at5820           -            274   2.1e-27   94.7   9.0   1   4   9.5e-08   1.7e-05   22.8   0.1     7   255   115   216   107   228 0.48 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 8053at5820           -            274   2.1e-27   94.7   9.0   2   4   1.5e-07   2.7e-05   22.2   0.5    29   110   341   425   322   443 0.86 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 8053at5820           -            274   2.1e-27   94.7   9.0   3   4   2.2e-12   3.9e-10   38.1   0.2    12    86   493   567   487   578 0.89 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 8053at5820           -            274   2.1e-27   94.7   9.0   4   4   0.00025     0.045   11.6   0.0    10    38   627   655   617   659 0.80 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8053at5820           -            274   3.1e-18   64.6   3.9   1   3   1.5e-12   2.7e-10   38.6   0.2    11   125    17   141     9   143 0.83 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8053at5820           -            274   3.1e-18   64.6   3.9   2   3   2.3e-11   4.1e-09   34.7   0.5    13   127   112   230   112   236 0.87 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8053at5820           -            274   3.1e-18   64.6   3.9   3   3    0.0038      0.68    7.8   0.0   214   235   299   320   291   322 0.87 -
GCA_040114635.1|PVP01_0704300|PVP01_0704300.1|unknown -           1013 8053at5820           -            274   5.7e-18   63.8  26.6   1   2   7.9e-16   1.4e-13   49.3  11.0     9   269    10   258     4   262 0.89 -
GCA_040114635.1|PVP01_0704300|PVP01_0704300.1|unknown -           1013 8053at5820           -            274   5.7e-18   63.8  26.6   2   2   8.9e-10   1.6e-07   29.5   7.6    15   125   143   262   138   392 0.58 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 8053at5820           -            274     9e-14   50.0  12.8   1   3   0.00012     0.022   12.7   0.7    11    98   362   449   356   452 0.71 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 8053at5820           -            274     9e-14   50.0  12.8   2   3   1.5e-13   2.6e-11   41.9   1.7    14   129   449   565   443   581 0.90 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 8053at5820           -            274     9e-14   50.0  12.8   3   3      0.38        68    1.2   0.2    67   117   585   635   576   643 0.64 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 8053at5820           -            274   5.9e-13   47.3   9.8   1   6   3.1e-06   0.00056   17.9   0.1    11    84   160   235   153   273 0.80 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 8053at5820           -            274   5.9e-13   47.3   9.8   2   6       4.3   7.7e+02   -2.3   0.0   212   258   307   354   299   369 0.69 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 8053at5820           -            274   5.9e-13   47.3   9.8   3   6   1.7e-06   0.00031   18.7   0.1   212   269   418   475   414   480 0.92 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 8053at5820           -            274   5.9e-13   47.3   9.8   4   6   0.00016     0.029   12.3   0.0   200   272   522   598   517   600 0.79 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 8053at5820           -            274   5.9e-13   47.3   9.8   5   6         3   5.4e+02   -1.8   0.0   168   185   630   647   605   655 0.67 -
GCA_040114635.1|PVP01_0117900|PVP01_0117900.1|unknown -           1071 8053at5820           -            274   5.9e-13   47.3   9.8   6   6      0.94   1.7e+02   -0.1   0.1   213   237   726   750   681   866 0.71 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 8053at5820           -            274   9.4e-13   46.6  11.4   1   4       4.8   8.5e+02   -2.4   0.1    86   114   112   140    66   155 0.77 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 8053at5820           -            274   9.4e-13   46.6  11.4   2   4   3.5e-12   6.3e-10   37.4   1.2     9   129   276   397   270   416 0.89 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 8053at5820           -            274   9.4e-13   46.6  11.4   3   4   0.00013     0.023   12.6   0.0   218   267   422   471   415   478 0.91 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 8053at5820           -            274   9.4e-13   46.6  11.4   4   4      0.84   1.5e+02    0.1   0.1   204   244   494   541   486   572 0.59 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 8053at5820           -            274   3.1e-12   45.0  16.3   1   3       2.3   4.2e+02   -1.4   0.1    56    82   134   161    86   181 0.50 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 8053at5820           -            274   3.1e-12   45.0  16.3   2   3   8.3e-10   1.5e-07   29.6   3.1    39   265   305   514   296   522 0.71 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 8053at5820           -            274   3.1e-12   45.0  16.3   3   3   2.8e-05    0.0049   14.8   3.0    51   125   533   612   499   612 0.70 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 8053at5820           -            274   8.6e-12   43.5  10.9   1   4    0.0037      0.66    7.8   0.2   203   269   210   279   191   286 0.79 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 8053at5820           -            274   8.6e-12   43.5  10.9   2   4     0.013       2.4    6.0   0.0   240   272   296   328   288   330 0.85 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 8053at5820           -            274   8.6e-12   43.5  10.9   3   4   9.4e-09   1.7e-06   26.1   0.4   217   272   357   412   346   414 0.90 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 8053at5820           -            274   8.6e-12   43.5  10.9   4   4    0.0029      0.52    8.2   0.1    19    81   431   494   423   498 0.78 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 8053at5820           -            274   1.2e-10   39.7   8.4   1   4   0.00069      0.12   10.2   0.1    89   269    42   117    26   129 0.52 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 8053at5820           -            274   1.2e-10   39.7   8.4   2   4   0.00032     0.058   11.3   0.0   150   234   130   212   127   225 0.85 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 8053at5820           -            274   1.2e-10   39.7   8.4   3   4    0.0065       1.2    7.0   0.0   233   269   239   275   222   280 0.87 -
GCA_040114635.1|PVP01_1142200|PVP01_1142200.1|unknown -           1401 8053at5820           -            274   1.2e-10   39.7   8.4   4   4   7.6e-06    0.0014   16.6   0.6     9   119   246   359   240   373 0.70 -
GCA_040114635.1|PVP01_1259000|PVP01_1259000.1|unknown -           1228 8053at5820           -            274     4e-10   38.0   2.7   1   2   3.4e-05    0.0062   14.5   0.4   175   249    36   113    16   114 0.88 -
GCA_040114635.1|PVP01_1259000|PVP01_1259000.1|unknown -           1228 8053at5820           -            274     4e-10   38.0   2.7   2   2   2.4e-10   4.4e-08   31.3   0.2    50   108   102   161    96   164 0.90 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 8053at5820           -            274   1.2e-09   36.5  26.2   1   6      0.96   1.7e+02   -0.1   0.1   229   271   222   262   204   295 0.60 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 8053at5820           -            274   1.2e-09   36.5  26.2   2   6       0.5        89    0.8   0.2    90   128   475   517   435   526 0.73 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 8053at5820           -            274   1.2e-09   36.5  26.2   3   6   4.8e-07   8.7e-05   20.5   2.8    40   146   583   694   567   708 0.80 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 8053at5820           -            274   1.2e-09   36.5  26.2   4   6   7.8e-06    0.0014   16.6   0.2   238   272   705   739   695   741 0.89 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 8053at5820           -            274   1.2e-09   36.5  26.2   5   6   1.6e-06   0.00029   18.8   6.5     9   127   707   824   705   852 0.88 -
GCA_040114635.1|PVP01_0813200|PVP01_0813200.1|unknown -           1174 8053at5820           -            274   1.2e-09   36.5  26.2   6   6      0.17        31    2.3   0.3    42    90   822   868   809   888 0.75 -
GCA_040114635.1|PVP01_1316200|PVP01_1316200.1|unknown -            509 8053at5820           -            274   5.3e-09   34.3  17.8   1   3   2.7e-05    0.0049   14.8   2.7    77   186   115   223    81   237 0.76 -
GCA_040114635.1|PVP01_1316200|PVP01_1316200.1|unknown -            509 8053at5820           -            274   5.3e-09   34.3  17.8   2   3     2e-07   3.6e-05   21.8   3.9    58   130   320   394   305   442 0.86 -
GCA_040114635.1|PVP01_1316200|PVP01_1316200.1|unknown -            509 8053at5820           -            274   5.3e-09   34.3  17.8   3   3      0.29        52    1.6   0.1   153   183   459   490   445   499 0.66 -
