#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 5518at5820           -            411   5.4e-55  185.2   0.7   1   1   1.2e-57   6.5e-55  184.9   0.7     1    89    11    99    11   101 0.99 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5518at5820           -            411   8.9e-16   56.0   9.2   1   3   6.9e-09   3.6e-06   24.3   1.7   210   288   284   363   277   369 0.91 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5518at5820           -            411   8.9e-16   56.0   9.2   2   3   8.1e-11   4.2e-08   30.7   0.0   210   282   368   441   364   452 0.89 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5518at5820           -            411   8.9e-16   56.0   9.2   3   3     0.013       6.9    3.7   0.3   119   218   488   590   463   593 0.74 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5518at5820           -            411     8e-14   49.6  12.0   1   3   4.3e-08   2.3e-05   21.7   0.1   206   301   121   216   102   230 0.79 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5518at5820           -            411     8e-14   49.6  12.0   2   3    0.0045       2.4    5.2   1.0   248   292   367   415   341   453 0.61 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5518at5820           -            411     8e-14   49.6  12.0   3   3   5.5e-10   2.9e-07   28.0   1.1   217   366   505   660   492   660 0.70 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5518at5820           -            411   7.5e-10   36.5   8.5   1   2   1.1e-07   5.7e-05   20.4   3.9   242   365    64   186    26   190 0.60 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5518at5820           -            411   7.5e-10   36.5   8.5   2   2   3.2e-06    0.0017   15.6   0.1   210   322   203   318   193   322 0.78 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5518at5820           -            411   3.8e-09   34.2   4.3   1   2     0.044        23    1.9   0.1   295   366   216   284   209   307 0.81 -
GCA_040114635.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5518at5820           -            411   3.8e-09   34.2   4.3   2   2   1.9e-10     1e-07   29.5   1.2   214   365   350   498   319   498 0.76 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5518at5820           -            411   1.3e-08   32.4   4.8   1   3      0.18        95   -0.1   0.1   245   279    33    68    26    99 0.49 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5518at5820           -            411   1.3e-08   32.4   4.8   2   3   3.6e-07   0.00019   18.7   1.8   221   289    94   162    78   193 0.83 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5518at5820           -            411   1.3e-08   32.4   4.8   3   3     4e-05     0.021   11.9   0.0   207   289   204   285   199   321 0.62 -
GCA_040114635.1|PVP01_1259000|PVP01_1259000.1|unknown -           1228 5518at5820           -            411   1.4e-08   32.3   3.2   1   1   3.7e-11   1.9e-08   31.8   3.2   179   290    34   151     2   157 0.75 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 5518at5820           -            411   2.8e-08   31.3   1.0   1   2     0.055        29    1.6   0.0   219   238   183   202   173   211 0.84 -
GCA_040114635.1|PVP01_1455700|PVP01_1455700.1|unknown -            506 5518at5820           -            411   2.8e-08   31.3   1.0   2   2     7e-10   3.7e-07   27.6   0.6   206   279   282   358   266   370 0.85 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 5518at5820           -            411   5.5e-08   30.3   1.6   1   2     0.071        37    1.3   0.0   293   319   208   234   191   251 0.79 -
GCA_040114635.1|PVP01_0519300|PVP01_0519300.1|unknown -            458 5518at5820           -            411   5.5e-08   30.3   1.6   2   2   1.8e-09   9.4e-07   26.3   0.9   203   277   323   401   315   410 0.85 -
GCA_040114635.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 5518at5820           -            411   8.2e-06   23.2   1.9   1   3      0.46   2.4e+02   -1.4   0.0   242   282   146   189   129   207 0.80 -
GCA_040114635.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 5518at5820           -            411   8.2e-06   23.2   1.9   2   3      0.13        67    0.4   0.1   262   319   220   279   210   284 0.42 -
GCA_040114635.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 5518at5820           -            411   8.2e-06   23.2   1.9   3   3   4.4e-08   2.3e-05   21.7   0.5   220   367   265   429   237   442 0.71 -
GCA_040114635.1|PVP01_0318300|PVP01_0318300.1|unknown -            646 5518at5820           -            411   1.6e-05   22.2   1.5   1   3     0.079        41    1.1   0.0   259   371   198   303   192   310 0.66 -
GCA_040114635.1|PVP01_0318300|PVP01_0318300.1|unknown -            646 5518at5820           -            411   1.6e-05   22.2   1.5   2   3   4.9e-07   0.00026   18.3   0.4   219   290   321   391   298   430 0.80 -
GCA_040114635.1|PVP01_0318300|PVP01_0318300.1|unknown -            646 5518at5820           -            411   1.6e-05   22.2   1.5   3   3      0.26   1.3e+02   -0.6   0.0   203   232   428   457   420   460 0.86 -
GCA_040114635.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 5518at5820           -            411   0.00056   17.1   1.5   1   1   1.5e-06   0.00081   16.6   1.5   209   293   293   381   257   420 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5518at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5518at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5518at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:13:47 2026
# [ok]
