#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0303700|PVP01_0303700.1|unknown -            353 7798at5820           -            253  4.8e-109  362.1  22.6   1   1  1.3e-111  1.1e-108  360.9  22.6     8   252    55   345    34   346 0.86 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   1   9    0.0036       3.2    5.6   0.6    94   191   408   508   377   567 0.63 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   2   9   2.6e-13   2.3e-10   38.8   2.8    66   244   756   941   747   949 0.72 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   3   9   2.2e-09     2e-06   25.9   2.1    90   243  1089  1235  1083  1238 0.71 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   4   9     7e-07   0.00063   17.7   0.6    30   155  1156  1282  1151  1294 0.75 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   5   9     2e-10   1.8e-07   29.4   1.3   105   242  1556  1692  1508  1696 0.67 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   6   9   9.5e-09   8.6e-06   23.9   0.1   125   206  1864  1943  1845  1965 0.82 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   7   9      0.66   5.9e+02   -1.8   0.0   155   178  2135  2158  2117  2178 0.77 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   8   9   1.6e-12   1.4e-09   36.2   2.0    64   243  2238  2451  2212  2461 0.63 -
GCA_040114635.1|PVP01_0415800|PVP01_0415800.1|unknown -           2776 7798at5820           -            253   1.1e-42  144.8  59.1   9   9   1.4e-05     0.012   13.5   4.5    43   202  2519  2692  2488  2739 0.68 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 7798at5820           -            253   2.7e-24   84.5  44.4   1   6     0.019        17    3.2   0.0   102   191   209   296   194   305 0.78 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 7798at5820           -            253   2.7e-24   84.5  44.4   2   6     7e-05     0.063   11.2   0.5   105   192   481   566   453   584 0.82 -
GCA_040114635.1|PVP01_0415900|PVP01_0415900.1|unknown -           2215 7798at5820           -            253   2.7e-24   84.5  44.4   3   6      0.17   1.5e+02    0.1   0.0   138   187   657   705   652   722 0.68 -
