#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 13550at5820          -            150   1.8e-85  282.9  12.3   1   1   8.9e-88     8e-85  280.8  12.3     1   150    22   185    22   185 0.93 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 13550at5820          -            150     2e-20   71.7  42.5   1   5   0.00012      0.11   10.9   3.9    45   127   183   267   145   280 0.73 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 13550at5820          -            150     2e-20   71.7  42.5   2   5   0.00022       0.2   10.1   4.6    79   132   280   339   268   341 0.82 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 13550at5820          -            150     2e-20   71.7  42.5   3   5   4.4e-09     4e-06   25.3   4.6    74   130   341   398   336   400 0.92 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 13550at5820          -            150     2e-20   71.7  42.5   4   5   7.8e-09     7e-06   24.5   4.8    71   131   399   461   396   463 0.88 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 13550at5820          -            150     2e-20   71.7  42.5   5   5   1.4e-07   0.00013   20.5   0.8    73   143   463   538   460   542 0.82 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   2.5e-19   68.2  22.8   1   5   5.5e-06    0.0049   15.3   0.5    73   131    34    93    27    96 0.76 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   2.5e-19   68.2  22.8   2   5   1.2e-07   0.00011   20.7   3.6    71   129    93   152    90   156 0.93 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   2.5e-19   68.2  22.8   3   5   5.5e-07   0.00049   18.5   1.0    71   128   154   212   151   218 0.91 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   2.5e-19   68.2  22.8   4   5      0.14   1.3e+02    1.0   0.1    75   127   219   278   214   281 0.61 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   2.5e-19   68.2  22.8   5   5   4.7e-09   4.2e-06   25.2   0.3    74   129   286   341   278   347 0.90 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   1   8   2.5e-08   2.3e-05   22.9   1.1    69   130    93   157    90   162 0.84 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   2   8   2.2e-06     0.002   16.6   3.8    70   131   158   219   155   222 0.85 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   3   8   4.3e-06    0.0039   15.6   0.3    71   136   220   285   216   289 0.79 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   4   8   0.00014      0.13   10.7   0.1    79   127   290   347   286   353 0.78 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   5   8    0.0051       4.6    5.7   0.1    75   122   355   405   347   411 0.77 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   6   8      0.03        27    3.1   0.3   112   133   892   913   885   915 0.86 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   7   8      0.15   1.4e+02    0.9   2.7    74   127   914   969   910   976 0.77 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 13550at5820          -            150   5.1e-15   54.2  40.0   8   8     0.098        88    1.5   0.1   107   127  1028  1048  1009  1053 0.80 -
