#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0116900|PVP01_0116900.1|unknown -            365 7608at5820           -            333  8.9e-184  608.9  28.3   1   1  1.8e-186    1e-183  608.7  28.3     1   333    13   364    13   364 0.97 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7608at5820           -            333   7.8e-16   56.9  14.3   1   5      0.47   2.7e+02   -0.8   0.6   237   257    80   100    44   112 0.74 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7608at5820           -            333   7.8e-16   56.9  14.3   2   5   7.1e-09   4.1e-06   24.9   0.0     3    91   120   209   118   245 0.82 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7608at5820           -            333   7.8e-16   56.9  14.3   3   5   4.4e-08   2.5e-05   22.3   1.4     1   157   364   524   364   533 0.81 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7608at5820           -            333   7.8e-16   56.9  14.3   4   5   6.4e-06    0.0037   15.2   0.1     3    43   535   575   533   602 0.84 -
GCA_040114635.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 7608at5820           -            333   7.8e-16   56.9  14.3   5   5      0.77   4.4e+02   -1.5   0.0     3    32   629   658   627   659 0.84 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 7608at5820           -            333     2e-12   45.7  10.6   1   3       1.9   1.1e+03   -2.8   0.8    87   121   126   160    91   171 0.63 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 7608at5820           -            333     2e-12   45.7  10.6   2   3       1.7   9.6e+02   -2.6   0.4   230   259   252   282   223   301 0.46 -
GCA_040114635.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 7608at5820           -            333     2e-12   45.7  10.6   3   3   3.4e-15     2e-12   45.7  10.6     3   248   321   578   319   596 0.81 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7608at5820           -            333   1.4e-11   42.9   8.2   1   3   9.7e-11   5.6e-08   31.1   2.6     2   158    34   192    33   199 0.80 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7608at5820           -            333   1.4e-11   42.9   8.2   2   3    0.0074       4.2    5.2   0.0     3    35   202   234   200   238 0.88 -
GCA_040114635.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7608at5820           -            333   1.4e-11   42.9   8.2   3   3   0.00055      0.31    8.9   0.0    87   152   253   319   239   324 0.76 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7608at5820           -            333     2e-08   32.5   6.2   1   3    0.0007       0.4    8.5   0.3    18    69    35    92    17   108 0.68 -
