#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1412200|PVP01_1412200.1|unknown -            236 5218at5820           -            473  5.2e-122  406.7  17.5   1   1  1.3e-124  5.9e-122  406.5  17.5     1   215     5   236     5   236 0.96 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5218at5820           -            473   4.6e-13   47.4   5.1   1   3   3.1e-08   1.4e-05   22.7   0.5   215   316    38   141    13   150 0.84 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5218at5820           -            473   4.6e-13   47.4   5.1   2   3     0.012       5.3    4.3   0.1   286   324   154   194   139   197 0.74 -
GCA_040114635.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5218at5820           -            473   4.6e-13   47.4   5.1   3   3   4.8e-09   2.2e-06   25.4   0.4   213   358   172   320   159   322 0.74 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 5218at5820           -            473   4.8e-11   40.8  14.3   1   4       8.6   3.9e+03   -5.1   1.7   117   151   215   249   193   276 0.57 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 5218at5820           -            473   4.8e-11   40.8  14.3   2   4   9.4e-07   0.00042   17.9   0.3   245   336   361   455   350   458 0.90 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 5218at5820           -            473   4.8e-11   40.8  14.3   3   4    0.0019      0.86    7.0   0.0   251   326   451   529   446   543 0.78 -
GCA_040114635.1|PVP01_1023200|PVP01_1023200.1|unknown -            646 5218at5820           -            473   4.8e-11   40.8  14.3   4   4   2.7e-09   1.2e-06   26.2   0.1   257   355   541   643   526   645 0.77 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 5218at5820           -            473   2.8e-10   38.2   8.2   1   3   1.2e-10   5.2e-08   30.8   0.3   179   283    46   143    32   150 0.88 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 5218at5820           -            473   2.8e-10   38.2   8.2   2   3      0.35   1.6e+02   -0.5   0.0   290   316   344   370   302   382 0.70 -
GCA_040114635.1|PVP01_0308500|PVP01_0308500.1|unknown -            504 5218at5820           -            473   2.8e-10   38.2   8.2   3   3   0.00025      0.11    9.9   0.2   201   232   387   418   376   437 0.81 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5218at5820           -            473   4.7e-09   34.2  28.8   1   4       6.9   3.1e+03   -4.8   7.1    40   134    69   168    57   220 0.65 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5218at5820           -            473   4.7e-09   34.2  28.8   2   4   1.7e-08   7.7e-06   23.6   2.7   172   294   254   368   243   372 0.88 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5218at5820           -            473   4.7e-09   34.2  28.8   3   4   1.5e-07   6.6e-05   20.5   0.2   259   352   375   476   367   483 0.77 -
GCA_040114635.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5218at5820           -            473   4.7e-09   34.2  28.8   4   4   0.00085      0.38    8.1   0.5   199   278   490   574   482   581 0.84 -
GCA_040114635.1|PVP01_0312600|PVP01_0312600.1|unknown -            327 5218at5820           -            473   5.1e-09   34.1   0.4   1   2   0.00072      0.32    8.3   0.0   245   350     6   119     1   141 0.75 -
