#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0203700|PVP01_0203700.1|unknown -            373 8923at5820           -            276  1.5e-159  528.1  27.4   1   1  2.1e-161  3.2e-158  523.7  27.4     7   276    86   373    80   373 0.94 -
GCA_040114635.1|PVP01_0808900|PVP01_0808900.1|unknown -            242 8923at5820           -            276   3.7e-18   64.4   3.2   1   3   3.1e-12   4.9e-09   34.4   0.1    29   105    32   102    21   107 0.88 -
GCA_040114635.1|PVP01_0808900|PVP01_0808900.1|unknown -            242 8923at5820           -            276   3.7e-18   64.4   3.2   2   3    0.0001      0.16    9.8   0.0   166   217   105   157   101   170 0.74 -
GCA_040114635.1|PVP01_0808900|PVP01_0808900.1|unknown -            242 8923at5820           -            276   3.7e-18   64.4   3.2   3   3   6.3e-08    0.0001   20.3   0.2   220   269   187   236   169   240 0.88 -
GCA_040114635.1|PVP01_0518400|PVP01_0518400.1|unknown -            259 8923at5820           -            276   1.5e-12   46.0   0.1   1   3   4.8e-13   7.5e-10   37.1   0.1    24   108     6    96     1   101 0.77 -
GCA_040114635.1|PVP01_0518400|PVP01_0518400.1|unknown -            259 8923at5820           -            276   1.5e-12   46.0   0.1   2   3      0.08   1.3e+02    0.3   0.0   170   215   104   146    96   155 0.70 -
GCA_040114635.1|PVP01_0518400|PVP01_0518400.1|unknown -            259 8923at5820           -            276   1.5e-12   46.0   0.1   3   3    0.0029       4.6    5.0   0.0   219   269   200   248   186   254 0.82 -
GCA_040114635.1|PVP01_0522100|PVP01_0522100.1|unknown -            231 8923at5820           -            276   1.8e-08   32.6   0.3   1   2   6.5e-08    0.0001   20.3   0.1    20    73     1    52     1    82 0.73 -
GCA_040114635.1|PVP01_0522100|PVP01_0522100.1|unknown -            231 8923at5820           -            276   1.8e-08   32.6   0.3   2   2   1.9e-05     0.029   12.2   0.1   139   203    56   120    51   150 0.67 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8923at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8923at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8923at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:21:07 2026
# [ok]
