#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1330600|PVP01_1330600.1|unknown   -            136 14128at5820          -            118   2.3e-55  184.4   5.8   1   1     3e-56   1.1e-53  179.0   5.8     2   118     4   136     3   136 0.93 -
GCA_040114635.1|PVP01_0612800|PVP01_0612800.1|unknown   -            179 14128at5820          -            118   4.2e-12   44.9   2.8   1   3   4.2e-05     0.015   14.1   0.0     4    37    38    71    35    82 0.87 -
GCA_040114635.1|PVP01_0612800|PVP01_0612800.1|unknown   -            179 14128at5820          -            118   4.2e-12   44.9   2.8   2   3    0.0096       3.4    6.5   0.0    44    76    61    93    61    97 0.90 -
GCA_040114635.1|PVP01_0612800|PVP01_0612800.1|unknown   -            179 14128at5820          -            118   4.2e-12   44.9   2.8   3   3   2.8e-09   9.7e-07   27.6   0.7    40   111    94   168    90   173 0.90 -
GCA_040114635.1|PVP01_0207800|PVP01_0207800.1|unknown   -            168 14128at5820          -            118   1.5e-10   39.9   1.4   1   2   1.1e-05    0.0038   16.0   0.0     5    45    28    68    24    74 0.91 -
GCA_040114635.1|PVP01_0207800|PVP01_0207800.1|unknown   -            168 14128at5820          -            118   1.5e-10   39.9   1.4   2   2   1.7e-07   5.9e-05   21.8   0.8    39   104    82   147    78   162 0.93 -
GCA_040114635.1|PVP01_1315300|PVP01_1315300.1|unknown   -            149 14128at5820          -            118   3.7e-10   38.6   0.6   1   3   1.8e-05    0.0062   15.3   0.0     6    34    13    41     6    51 0.89 -
GCA_040114635.1|PVP01_1315300|PVP01_1315300.1|unknown   -            149 14128at5820          -            118   3.7e-10   38.6   0.6   2   3     0.035        12    4.6   0.1    49    94    39    85    36    87 0.79 -
GCA_040114635.1|PVP01_1315300|PVP01_1315300.1|unknown   -            149 14128at5820          -            118   3.7e-10   38.6   0.6   3   3   5.5e-07   0.00019   20.1   0.1    44   116    71   146    65   148 0.80 -
GCA_040114635.1|PVP01_0906300|PVP01_0906300.1|unknown   -            167 14128at5820          -            118   2.8e-09   35.8   1.8   1   2   3.3e-06    0.0011   17.6   0.1     2    42    15    55    14    68 0.89 -
GCA_040114635.1|PVP01_0906300|PVP01_0906300.1|unknown   -            167 14128at5820          -            118   2.8e-09   35.8   1.8   2   2     3e-06     0.001   17.8   0.3    37   118    70   154    60   154 0.88 -
GCA_040114635.1|PVP01_1260400|PVP01_1260400.1|unknown   -            168 14128at5820          -            118   2.7e-08   32.6   0.1   1   2   0.00059      0.21   10.4   0.0     5    36    28    59    24    73 0.91 -
GCA_040114635.1|PVP01_1260400|PVP01_1260400.1|unknown   -            168 14128at5820          -            118   2.7e-08   32.6   0.1   2   2   4.9e-07   0.00017   20.3   0.1    38   105    81   148    76   163 0.87 -
GCA_040114635.1|PVP01_0615900|PVP01_0615900.1|unknown   -            236 14128at5820          -            118   2.3e-07   29.6   0.7   1   2   4.2e-05     0.015   14.1   0.0     5    52    12    59     8    83 0.87 -
GCA_040114635.1|PVP01_0615900|PVP01_0615900.1|unknown   -            236 14128at5820          -            118   2.3e-07   29.6   0.7   2   2   5.4e-05     0.019   13.7   0.3    56   101   169   214   123   232 0.83 -
GCA_040114635.1|PVP01_1255300|PVP01_1255300.1|unknown   -            177 14128at5820          -            118   3.8e-05   22.4   5.0   1   4      0.48   1.7e+02    1.0   0.0     8    26    32    50    25    56 0.65 -
GCA_040114635.1|PVP01_1255300|PVP01_1255300.1|unknown   -            177 14128at5820          -            118   3.8e-05   22.4   5.0   2   4     0.007       2.4    6.9   0.0     5    30    61    86    56    99 0.84 -
GCA_040114635.1|PVP01_1255300|PVP01_1255300.1|unknown   -            177 14128at5820          -            118   3.8e-05   22.4   5.0   3   4    0.0034       1.2    7.9   0.1     8    33   101   126    92   135 0.82 -
GCA_040114635.1|PVP01_1255300|PVP01_1255300.1|unknown   -            177 14128at5820          -            118   3.8e-05   22.4   5.0   4   4     0.016       5.5    5.8   0.0     3    26   137   160   135   174 0.80 -
GCA_040114635.1|PVP01_0313300|PVP01_0313300.1|unknown   -            529 14128at5820          -            118   8.3e-05   21.3   4.5   1   3      0.15        54    2.6   0.1    37    69    97   129    62   136 0.77 -
GCA_040114635.1|PVP01_0313300|PVP01_0313300.1|unknown   -            529 14128at5820          -            118   8.3e-05   21.3   4.5   2   3     0.011       3.9    6.3   0.1     8    28   384   404   377   454 0.79 -
GCA_040114635.1|PVP01_0313300|PVP01_0313300.1|unknown   -            529 14128at5820          -            118   8.3e-05   21.3   4.5   3   3   0.00036      0.13   11.0   0.1    55   115   461   522   443   525 0.79 -
GCA_040114635.1|PVP01_1423500|PVP01_1423500.1|unknown   -            242 14128at5820          -            118    0.0002   20.1   1.1   1   1   6.8e-07   0.00024   19.8   0.1    37   101   148   213   145   228 0.90 -
GCA_040114635.1|PVP01_0407500|PVP01_0407500.1|unknown   -            526 14128at5820          -            118    0.0004   19.1   2.8   1   4     0.012       4.3    6.1   0.1    50    78   370   398   364   403 0.80 -
GCA_040114635.1|PVP01_0407500|PVP01_0407500.1|unknown   -            526 14128at5820          -            118    0.0004   19.1   2.8   2   4    0.0025      0.88    8.3   0.2     9    92   382   456   377   460 0.72 -
GCA_040114635.1|PVP01_0407500|PVP01_0407500.1|unknown   -            526 14128at5820          -            118    0.0004   19.1   2.8   3   4     0.047        16    4.2   0.0     5    28   458   481   454   494 0.80 -
GCA_040114635.1|PVP01_0407500|PVP01_0407500.1|unknown   -            526 14128at5820          -            118    0.0004   19.1   2.8   4   4       1.4   4.9e+02   -0.5   0.0    12    29   499   516   487   523 0.63 -
GCA_040114635.1|PVP01_0602700|PVP01_0602700.1|unknown   -            130 14128at5820          -            118    0.0014   17.4   0.5   1   1   4.5e-06    0.0016   17.2   0.5    38   116    48   126     4   128 0.84 -
GCA_040114635.1|PVP01_1472000|PVP01_1472000.1|unknown   -            368 14128at5820          -            118    0.0074   15.0   0.0   1   1   5.8e-05      0.02   13.6   0.0    56   102   254   300   243   310 0.89 -
GCA_040114635.1|PVP01_0624800|PVP01_0624800.1_2|unknown -            365 14128at5820          -            118    0.0076   15.0   0.1   1   1   6.8e-05     0.024   13.4   0.0    56   102   251   297   241   307 0.88 -
GCA_040114635.1|PVP01_1262800|PVP01_1262800.1|unknown   -            207 14128at5820          -            118      0.01   14.6   3.1   1   2   7.9e-05     0.028   13.2   0.9    52    85    41    74    32   104 0.76 -
GCA_040114635.1|PVP01_1262800|PVP01_1262800.1|unknown   -            207 14128at5820          -            118      0.01   14.6   3.1   2   2      0.87   3.1e+02    0.1   0.0    10    26   129   145   122   156 0.69 -
GCA_040114635.1|PVP01_1148500|PVP01_1148500.1|unknown   -            363 14128at5820          -            118     0.014   14.1   0.0   1   1   8.7e-05      0.03   13.0   0.0    57   102   250   295   242   304 0.91 -
GCA_040114635.1|PVP01_0923400|PVP01_0923400.1|unknown   -           1606 14128at5820          -            118      0.02   13.6   0.4   1   2     0.039        14    4.5   0.0     4    35  1465  1496  1462  1520 0.86 -
GCA_040114635.1|PVP01_0923400|PVP01_0923400.1|unknown   -           1606 14128at5820          -            118      0.02   13.6   0.4   2   2    0.0085         3    6.6   0.1     4    27  1534  1557  1531  1573 0.78 -
GCA_040114635.1|PVP01_0518900|PVP01_0518900.1|unknown   -            275 14128at5820          -            118     0.089   11.5   1.9   1   3    0.0068       2.4    7.0   0.1     4    26   132   154   129   194 0.90 -
GCA_040114635.1|PVP01_0518900|PVP01_0518900.1|unknown   -            275 14128at5820          -            118     0.089   11.5   1.9   2   3      0.16        55    2.5   0.2    30    64   202   236   176   248 0.78 -
GCA_040114635.1|PVP01_0518900|PVP01_0518900.1|unknown   -            275 14128at5820          -            118     0.089   11.5   1.9   3   3       1.5   5.2e+02   -0.6   0.0     8    26   250   268   243   272 0.75 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14128at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14128at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14128at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:02:12 2026
# [ok]
