#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 10996at5820          -            217  1.5e-123  409.1  16.9   1   1    9e-126  7.1e-123  406.9  16.9     1   217    15   249    15   249 0.95 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10996at5820          -            217   2.4e-33  114.3  52.9   1   5   1.5e-10   1.2e-07   30.3  10.0    65   146   209   286   191   293 0.88 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10996at5820          -            217   2.4e-33  114.3  52.9   2   5   2.9e-12   2.2e-09   35.9   4.6    88   146   294   352   287   357 0.88 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10996at5820          -            217   2.4e-33  114.3  52.9   3   5   5.6e-10   4.4e-07   28.4   3.0    89   148   356   415   352   419 0.89 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10996at5820          -            217   2.4e-33  114.3  52.9   4   5   9.8e-10   7.7e-07   27.6   6.1    89   149   417   478   414   492 0.86 -
GCA_040114635.1|PVP01_0820000|PVP01_0820000.1|unknown -            560 10996at5820          -            217   2.4e-33  114.3  52.9   5   5   1.2e-05    0.0098   14.2   0.9    96   132   485   519   478   526 0.83 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10996at5820          -            217   3.6e-33  113.7  59.9   1   7   2.4e-10   1.9e-07   29.6   7.7    47   168    75   195    59   198 0.79 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10996at5820          -            217   3.6e-33  113.7  59.9   2   7   6.6e-09   5.2e-06   24.9   5.5    89   146   176   232   173   238 0.88 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10996at5820          -            217   3.6e-33  113.7  59.9   3   7   7.9e-05     0.062   11.6   0.1    88   132   236   279   233   296 0.89 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10996at5820          -            217   3.6e-33  113.7  59.9   4   7   5.4e-14   4.3e-11   41.5   5.5    74   187   291   409   285   424 0.84 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10996at5820          -            217   3.6e-33  113.7  59.9   5   7   6.3e-06     0.005   15.1   4.8   114   150   892   929   881   953 0.79 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10996at5820          -            217   3.6e-33  113.7  59.9   6   7   9.7e-05     0.076   11.3   3.7   104   150   944   991   926  1001 0.79 -
GCA_040114635.1|PVP01_1452800|PVP01_1452800.1|unknown -           1096 10996at5820          -            217   3.6e-33  113.7  59.9   7   7   8.4e-05     0.066   11.5   0.1    96   138  1015  1057  1001  1066 0.85 -
GCA_040114635.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   3.3e-32  110.5  35.8   1   4   7.3e-10   5.7e-07   28.0   5.5    65   146    32   107    22   111 0.80 -
