#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0815700|PVP01_0815700.1|unknown -            580 4457at5820           -            537         0 1213.3  26.6   1   1         0         0 1213.1  26.6     1   537    33   580    33   580 0.99 -
GCA_040114635.1|PVP01_1450300|PVP01_1450300.1|unknown -            709 4457at5820           -            537  1.7e-107  358.7  25.4   1   2   2.6e-95   2.3e-92  308.8  12.9     1   419    71   498    71   511 0.97 -
GCA_040114635.1|PVP01_1450300|PVP01_1450300.1|unknown -            709 4457at5820           -            537  1.7e-107  358.7  25.4   2   2     1e-18   9.3e-16   55.9   4.6   434   526   541   634   525   642 0.90 -
GCA_040114635.1|PVP01_1114100|PVP01_1114100.1|unknown -            529 4457at5820           -            537   2.6e-15   54.5   6.7   1   2   1.9e-10   1.7e-07   28.7   3.1     7   103    20   111    16   238 0.88 -
GCA_040114635.1|PVP01_1114100|PVP01_1114100.1|unknown -            529 4457at5820           -            537   2.6e-15   54.5   6.7   2   2   5.5e-10     5e-07   27.1   0.1   385   510   386   516   360   528 0.79 -
GCA_040114635.1|PVP01_0819900|PVP01_0819900.1|unknown -            535 4457at5820           -            537   2.6e-13   47.9  14.2   1   2   4.1e-10   3.7e-07   27.6   5.8     6   210    25   243    20   268 0.72 -
GCA_040114635.1|PVP01_0819900|PVP01_0819900.1|unknown -            535 4457at5820           -            537   2.6e-13   47.9  14.2   2   2   1.7e-09   1.5e-06   25.5   1.3   381   508   384   517   371   533 0.71 -
GCA_040114635.1|PVP01_0933000|PVP01_0933000.1|unknown -            543 4457at5820           -            537   5.5e-11   40.2   3.4   1   2   4.8e-12   4.4e-09   33.9   1.6     6   145    12   150     8   207 0.83 -
GCA_040114635.1|PVP01_0933000|PVP01_0933000.1|unknown -            543 4457at5820           -            537   5.5e-11   40.2   3.4   2   2    0.0017       1.5    5.7   0.0   379   417   375   414   365   436 0.78 -
GCA_040114635.1|PVP01_1140200|PVP01_1140200.1|unknown -            543 4457at5820           -            537   6.4e-08   30.1   3.8   1   2   9.2e-09   8.3e-06   23.1   0.2    19   148    28   159    13   210 0.78 -
GCA_040114635.1|PVP01_1140200|PVP01_1140200.1|unknown -            543 4457at5820           -            537   6.4e-08   30.1   3.8   2   2   0.00037      0.33    7.9   0.4   386   513   393   526   382   541 0.79 -
GCA_040114635.1|PVP01_0410900|PVP01_0410900.1|unknown -            544 4457at5820           -            537     5e-07   27.1   0.9   1   2   5.6e-10     5e-07   27.1   0.9     7   126    23   141    17   188 0.84 -
GCA_040114635.1|PVP01_0410900|PVP01_0410900.1|unknown -            544 4457at5820           -            537     5e-07   27.1   0.9   2   2     0.022        19    2.1   2.4   370   506   367   509   340   527 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4457at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4457at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4457at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:12:22 2026
# [ok]
