#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0302300|PVP01_0302300.1|unknown -            585 4740at5820           -            449   6.1e-75  251.6   9.5   1   1   7.3e-78   7.6e-75  251.3   9.5     1   154     5   164     5   165 0.97 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4740at5820           -            449   5.1e-16   57.4  22.2   1   6    0.0011       1.2    6.7   0.0   380   414    96   130    79   135 0.79 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4740at5820           -            449   5.1e-16   57.4  22.2   2   6   4.3e-09   4.6e-06   24.6   0.4   217   288   137   209   131   216 0.74 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4740at5820           -            449   5.1e-16   57.4  22.2   3   6   0.00077      0.81    7.3   0.6   379   408   212   242   184   254 0.56 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4740at5820           -            449   5.1e-16   57.4  22.2   4   6   8.2e-07   0.00086   17.1   0.1    48    84   261   297   254   307 0.92 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4740at5820           -            449   5.1e-16   57.4  22.2   5   6     4e-05     0.042   11.5   0.4    48    88   320   360   310   375 0.81 -
GCA_040114635.1|PVP01_0938400|PVP01_0938400.1|unknown -            453 4740at5820           -            449   5.1e-16   57.4  22.2   6   6    0.0055       5.7    4.5   0.3   326   395   374   445   361   450 0.69 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 4740at5820           -            449     1e-06   26.7  18.8   1   4   3.7e-07   0.00039   18.2   2.7   330   430    39   135    19   138 0.60 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 4740at5820           -            449     1e-06   26.7  18.8   2   4    0.0049       5.1    4.6   0.1   237   268   138   171   132   182 0.74 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 4740at5820           -            449     1e-06   26.7  18.8   3   4    0.0046       4.8    4.7   0.1   229   272   273   316   260   327 0.65 -
GCA_040114635.1|PVP01_0936000|PVP01_0936000.1|unknown -            957 4740at5820           -            449     1e-06   26.7  18.8   4   4   0.00075      0.78    7.3   1.5    58   136   334   408   325   430 0.73 -
GCA_040114635.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4740at5820           -            449   2.8e-05   22.0   3.6   1   2   0.00038       0.4    8.3   0.2   237   271    72   106    49   111 0.67 -
GCA_040114635.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4740at5820           -            449   2.8e-05   22.0   3.6   2   2   4.7e-06    0.0049   14.6   0.4   235   299   121   185   112   209 0.70 -
GCA_040114635.1|PVP01_0944200|PVP01_0944200.1|unknown -            995 4740at5820           -            449   0.00018   19.3   0.3   1   1   3.2e-07   0.00034   18.4   0.3   205   279   207   283   197   287 0.78 -
GCA_040114635.1|PVP01_0111900|PVP01_0111900.1|unknown -            686 4740at5820           -            449     0.014   13.1   0.8   1   2    0.0022       2.3    5.8   0.1   225   266    26    68    15    85 0.67 -
GCA_040114635.1|PVP01_0111900|PVP01_0111900.1|unknown -            686 4740at5820           -            449     0.014   13.1   0.8   2   2    0.0025       2.7    5.6   0.1    57    86    96   125    84   130 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4740at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/MHC087_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4740at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4740at5820.hmm /v3/inputs/annotations/ncbi-datasets/MHC087.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:13:44 2026
# [ok]
