#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_040114635.1|PVP01_0419900|PVP01_0419900.1|unknown -            191 12974at5820          -            164   1.9e-77  257.1  12.1   1   1   4.3e-80   2.3e-77  256.9  12.1    12   163    31   190    17   191 0.93 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   1   8   3.8e-05      0.02   13.1   4.3    48    90    11    53     5    56 0.89 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   2   8   1.2e-15   6.1e-13   47.3  11.0    18    90    48   122    48   124 0.93 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   3   8   1.1e-09   5.7e-07   27.9   7.6    56   106   111   165   110   168 0.85 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   4   8   8.6e-06    0.0045   15.3   8.1    56   106   134   188   133   190 0.81 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   5   8   6.3e-13   3.3e-10   38.5  22.1     5   102   155   253   152   255 0.91 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   6   8   9.3e-13   4.9e-10   37.9  21.2    13   103   186   277   182   282 0.88 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   7   8   9.8e-09   5.1e-06   24.8   7.9    50   102   248   299   248   302 0.91 -
GCA_040114635.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 12974at5820          -            164   3.4e-37  126.2 125.4   8   8   9.3e-06    0.0048   15.1   0.7    50   104   294   348   294   357 0.57 -
GCA_040114635.1|PVP01_0810500|PVP01_0810500.1|unknown -            381 12974at5820          -            164   8.9e-28   95.6  39.6   1   2   1.7e-10   8.9e-08   30.5  13.4    46    93    43    90     5   107 0.84 -
GCA_040114635.1|PVP01_0810500|PVP01_0810500.1|unknown -            381 12974at5820          -            164   8.9e-28   95.6  39.6   2   2     7e-23   3.7e-20   70.8  18.2     4   148   206   349   203   359 0.89 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 12974at5820          -            164   1.3e-14   52.8  44.4   1   4       7.7     4e+03   -4.1   2.1    11    53    56   100    47   149 0.57 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 12974at5820          -            164   1.3e-14   52.8  44.4   2   4   4.4e-09   2.3e-06   25.9   4.8    16    90   170   246   160   250 0.87 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 12974at5820          -            164   1.3e-14   52.8  44.4   3   4   9.1e-09   4.8e-06   24.9   6.1    47   104   249   305   244   316 0.85 -
GCA_040114635.1|PVP01_0930300|PVP01_0930300.1|unknown -           1001 12974at5820          -            164   1.3e-14   52.8  44.4   4   4   2.3e-08   1.2e-05   23.6   6.6    45    96   317   369   311   376 0.85 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 12974at5820          -            164   7.8e-13   47.0  33.4   1   4   7.9e-09   4.1e-06   25.1   4.9    47   103    46   101    39   101 0.89 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 12974at5820          -            164   7.8e-13   47.0  33.4   2   4   4.3e-11   2.2e-08   32.5  10.9    23    97    66   142    66   145 0.89 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 12974at5820          -            164   7.8e-13   47.0  33.4   3   4    0.0032       1.7    6.9   5.5    41    73   178   210   148   211 0.71 -
GCA_040114635.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 12974at5820          -            164   7.8e-13   47.0  33.4   4   4   3.1e-05     0.016   13.4   1.0    25    61   209   247   207   259 0.67 -
GCA_040114635.1|PVP01_1022700|PVP01_1022700.1|unknown -           1378 12974at5820          -            164   9.5e-11   40.2  47.8   1   5         3   1.6e+03   -2.8   0.3    86   107   216   237   202   258 0.75 -
